ELECCIO;ANY;NIVELL;AUTONOMIA;CODI PROVÍNCIA;PROVÍNCIA;CODI COMARCA;COMARCA;CODI MUNICIPI;MUNICIPI;CODI DISTRICTE;DISTRICTE;SIGLES;PARTIT;VOTS PARTITS;% VOTS / VÀLIDS;ESCONS;
A;2006;MU;Catalunya                ;25;Lleida;38;Urgell                        ;238;Vallbona de les Monges                  ;;;PFiV       ;Partit Família i Vida                             ;0;0,00;0;
A;2006;MU;Catalunya                ;25;Lleida;38;Urgell                        ;238;Vallbona de les Monges                  ;;;Ei-ADD     ;Escons Insubmisos-Alt. dels Demòcrates Descontents;0;0,00;0;
A;2006;MU;Catalunya                ;25;Lleida;38;Urgell                        ;238;Vallbona de les Monges                  ;;;PUM+J      ;Por un Mundo Más Justo                            ;0;0,00;0;
A;2006;MU;Catalunya                ;25;Lleida;38;Urgell                        ;242;Verdú                                   ;;;CiU        ;Convergència i Unió                               ;214;42,89;0;
A;2006;MU;Catalunya                ;25;Lleida;38;Urgell                        ;242;Verdú                                   ;;;ERC        ;Esquerra Republicana de Catalunya                 ;107;21,44;0;
A;2006;MU;Catalunya                ;25;Lleida;38;Urgell                        ;242;Verdú                                   ;;;PSC-CpC    ;PSC-Ciutadans pel Canvi                           ;93;18,64;0;
A;2006;MU;Catalunya                ;25;Lleida;38;Urgell                        ;242;Verdú                                   ;;;PP         ;Partit Popular                                    ;38;7,62;0;
A;2006;MU;Catalunya                ;25;Lleida;38;Urgell                        ;242;Verdú                                   ;;;ICV-EUiA   ;Iniciativa per Catalunya Verds - EUIA             ;30;6,01;0;
A;2006;MU;Catalunya                ;25;Lleida;38;Urgell                        ;242;Verdú                                   ;;;C's        ;Ciutadans-Partido de la Ciudadanía                ;2;0,40;0;
A;2006;MU;Catalunya                ;25;Lleida;38;Urgell                        ;242;Verdú                                   ;;;AES-DN     ;Plataforma Adelante Cataluña (Alt.Española-DN)    ;1;0,20;0;
A;2006;MU;Catalunya                ;25;Lleida;38;Urgell                        ;242;Verdú                                   ;;;PCPC       ;Partit Comunista del Poble de Catalunya           ;1;0,20;0;
A;2006;MU;Catalunya                ;25;Lleida;38;Urgell                        ;242;Verdú                                   ;;;PACMA      ;Partido Antitaurino contra el maltrato animal     ;1;0,20;0;
A;2006;MU;Catalunya                ;25;Lleida;38;Urgell                        ;242;Verdú                                   ;;;Ei-ADD     ;Escons Insubmisos-Alt. dels Demòcrates Descontents;1;0,20;0;
A;2006;MU;Catalunya                ;25;Lleida;38;Urgell                        ;242;Verdú                                   ;;;PUM+J      ;Por un Mundo Más Justo                            ;1;0,20;0;
A;2006;MU;Catalunya                ;25;Lleida;38;Urgell                        ;242;Verdú                                   ;;;PH         ;Partit Humanista de Catalunya                     ;0;0,00;0;
A;2006;MU;Catalunya                ;25;Lleida;38;Urgell                        ;242;Verdú                                   ;;;POSI       ;Partit Obrer Socialista Internacionalista         ;0;0,00;0;
A;2006;MU;Catalunya                ;25;Lleida;38;Urgell                        ;242;Verdú                                   ;;;IR-PRE     ;Izquierda Republicana-Partit Republicà d'Esquerra ;0;0,00;0;
A;2006;MU;Catalunya                ;25;Lleida;38;Urgell                        ;242;Verdú                                   ;;;MSR        ;Movimiento Social Republicano                     ;0;0,00;0;
A;2006;MU;Catalunya                ;25;Lleida;38;Urgell                        ;242;Verdú                                   ;;;PFiV       ;Partit Família i Vida                             ;0;0,00;0;
A;2006;MU;Catalunya                ;25;Lleida;38;Urgell                        ;244;Vilagrassa                              ;;;CiU        ;Convergència i Unió                               ;115;42,59;0;
A;2006;MU;Catalunya                ;25;Lleida;38;Urgell                        ;244;Vilagrassa                              ;;;PSC-CpC    ;PSC-Ciutadans pel Canvi                           ;89;32,96;0;
A;2006;MU;Catalunya                ;25;Lleida;38;Urgell                        ;244;Vilagrassa                              ;;;ERC        ;Esquerra Republicana de Catalunya                 ;24;8,89;0;
A;2006;MU;Catalunya                ;25;Lleida;38;Urgell                        ;244;Vilagrassa                              ;;;PP         ;Partit Popular                                    ;17;6,30;0;
A;2006;MU;Catalunya                ;25;Lleida;38;Urgell                        ;244;Vilagrassa                              ;;;ICV-EUiA   ;Iniciativa per Catalunya Verds - EUIA             ;11;4,07;0;
A;2006;MU;Catalunya                ;25;Lleida;38;Urgell                        ;244;Vilagrassa                              ;;;C's        ;Ciutadans-Partido de la Ciudadanía                ;4;1,48;0;
A;2006;MU;Catalunya                ;25;Lleida;38;Urgell                        ;244;Vilagrassa                              ;;;PCPC       ;Partit Comunista del Poble de Catalunya           ;1;0,37;0;
A;2006;MU;Catalunya                ;25;Lleida;38;Urgell                        ;244;Vilagrassa                              ;;;Ei-ADD     ;Escons Insubmisos-Alt. dels Demòcrates Descontents;1;0,37;0;
A;2006;MU;Catalunya                ;25;Lleida;38;Urgell                        ;244;Vilagrassa                              ;;;PH         ;Partit Humanista de Catalunya                     ;0;0,00;0;
A;2006;MU;Catalunya                ;25;Lleida;38;Urgell                        ;244;Vilagrassa                              ;;;POSI       ;Partit Obrer Socialista Internacionalista         ;0;0,00;0;
A;2006;MU;Catalunya                ;25;Lleida;38;Urgell                        ;244;Vilagrassa                              ;;;AES-DN     ;Plataforma Adelante Cataluña (Alt.Española-DN)    ;0;0,00;0;
A;2006;MU;Catalunya                ;25;Lleida;38;Urgell                        ;244;Vilagrassa                              ;;;IR-PRE     ;Izquierda Republicana-Partit Republicà d'Esquerra ;0;0,00;0;
A;2006;MU;Catalunya                ;25;Lleida;38;Urgell                        ;244;Vilagrassa                              ;;;MSR        ;Movimiento Social Republicano                     ;0;0,00;0;
A;2006;MU;Catalunya                ;25;Lleida;38;Urgell                        ;244;Vilagrassa                              ;;;PFiV       ;Partit Família i Vida                             ;0;0,00;0;
A;2006;MU;Catalunya                ;25;Lleida;38;Urgell                        ;244;Vilagrassa                              ;;;PACMA      ;Partido Antitaurino contra el maltrato animal     ;0;0,00;0;
A;2006;MU;Catalunya                ;25;Lleida;38;Urgell                        ;244;Vilagrassa                              ;;;PUM+J      ;Por un Mundo Más Justo                            ;0;0,00;0;
A;2006;MU;Catalunya                ;25;Lleida;38;Urgell                        ;902;Sant Martí de Riucorb                   ;;;CiU        ;Convergència i Unió                               ;162;41,43;0;
A;2006;MU;Catalunya                ;25;Lleida;38;Urgell                        ;902;Sant Martí de Riucorb                   ;;;ERC        ;Esquerra Republicana de Catalunya                 ;95;24,30;0;
A;2006;MU;Catalunya                ;25;Lleida;38;Urgell                        ;902;Sant Martí de Riucorb                   ;;;PP         ;Partit Popular                                    ;59;15,09;0;
A;2006;MU;Catalunya                ;25;Lleida;38;Urgell                        ;902;Sant Martí de Riucorb                   ;;;PSC-CpC    ;PSC-Ciutadans pel Canvi                           ;37;9,46;0;
A;2006;MU;Catalunya                ;25;Lleida;38;Urgell                        ;902;Sant Martí de Riucorb                   ;;;ICV-EUiA   ;Iniciativa per Catalunya Verds - EUIA             ;20;5,12;0;
A;2006;MU;Catalunya                ;25;Lleida;38;Urgell                        ;902;Sant Martí de Riucorb                   ;;;PCPC       ;Partit Comunista del Poble de Catalunya           ;1;0,26;0;
A;2006;MU;Catalunya                ;25;Lleida;38;Urgell                        ;902;Sant Martí de Riucorb                   ;;;Ei-ADD     ;Escons Insubmisos-Alt. dels Demòcrates Descontents;1;0,26;0;
A;2006;MU;Catalunya                ;25;Lleida;38;Urgell                        ;902;Sant Martí de Riucorb                   ;;;PH         ;Partit Humanista de Catalunya                     ;0;0,00;0;
A;2006;MU;Catalunya                ;25;Lleida;38;Urgell                        ;902;Sant Martí de Riucorb                   ;;;POSI       ;Partit Obrer Socialista Internacionalista         ;0;0,00;0;
A;2006;MU;Catalunya                ;25;Lleida;38;Urgell                        ;902;Sant Martí de Riucorb                   ;;;AES-DN     ;Plataforma Adelante Cataluña (Alt.Española-DN)    ;0;0,00;0;
A;2006;MU;Catalunya                ;25;Lleida;38;Urgell                        ;902;Sant Martí de Riucorb                   ;;;IR-PRE     ;Izquierda Republicana-Partit Republicà d'Esquerra ;0;0,00;0;
A;2006;MU;Catalunya                ;25;Lleida;38;Urgell                        ;902;Sant Martí de Riucorb                   ;;;C's        ;Ciutadans-Partido de la Ciudadanía                ;0;0,00;0;
A;2006;MU;Catalunya                ;25;Lleida;38;Urgell                        ;902;Sant Martí de Riucorb                   ;;;MSR        ;Movimiento Social Republicano                     ;0;0,00;0;
A;2006;MU;Catalunya                ;25;Lleida;38;Urgell                        ;902;Sant Martí de Riucorb                   ;;;PFiV       ;Partit Família i Vida                             ;0;0,00;0;
A;2006;MU;Catalunya                ;25;Lleida;38;Urgell                        ;902;Sant Martí de Riucorb                   ;;;PACMA      ;Partido Antitaurino contra el maltrato animal     ;0;0,00;0;
A;2006;MU;Catalunya                ;25;Lleida;38;Urgell                        ;902;Sant Martí de Riucorb                   ;;;PUM+J      ;Por un Mundo Más Justo                            ;0;0,00;0;
A;2006;MU;Catalunya                ;25;Lleida;39;Consell General d'Aran        ;25;Naut Aran                               ;;;CiU        ;Convergència i Unió                               ;267;39,21;0;
A;2006;MU;Catalunya                ;25;Lleida;39;Consell General d'Aran        ;25;Naut Aran                               ;;;PSC-CpC    ;PSC-Ciutadans pel Canvi                           ;207;30,40;0;
A;2006;MU;Catalunya                ;25;Lleida;39;Consell General d'Aran        ;25;Naut Aran                               ;;;PP         ;Partit Popular                                    ;97;14,24;0;
A;2006;MU;Catalunya                ;25;Lleida;39;Consell General d'Aran        ;25;Naut Aran                               ;;;ERC        ;Esquerra Republicana de Catalunya                 ;57;8,37;0;
A;2006;MU;Catalunya                ;25;Lleida;39;Consell General d'Aran        ;25;Naut Aran                               ;;;ICV-EUiA   ;Iniciativa per Catalunya Verds - EUIA             ;24;3,52;0;
A;2006;MU;Catalunya                ;25;Lleida;39;Consell General d'Aran        ;25;Naut Aran                               ;;;C's        ;Ciutadans-Partido de la Ciudadanía                ;12;1,76;0;
A;2006;MU;Catalunya                ;25;Lleida;39;Consell General d'Aran        ;25;Naut Aran                               ;;;IR-PRE     ;Izquierda Republicana-Partit Republicà d'Esquerra ;2;0,29;0;
A;2006;MU;Catalunya                ;25;Lleida;39;Consell General d'Aran        ;25;Naut Aran                               ;;;PCPC       ;Partit Comunista del Poble de Catalunya           ;1;0,15;0;
