"ELECCIO";"ANY";"NIVELL";"AUTONOMIA";"CODI PROVÍNCIA";"PROVÍNCIA";"CODI COMARCA";"COMARCA";"CODI MUNICIPI";"MUNICIPI";"CODI DISTRICTE";"DISTRICTE";"CENS ELECTORAL";"VOTANTS";"% VOTANTS";"ABSTENCIÓ";"% ABSTENCIÓ";"VOTS NULS";"% VOTS NULS";"VOTS EN BLANC";"% VOTS EN BLANC";"VOTS A CANDIDATURES";"% VOTS A CANDIDATURES";"VOTS VÀLIDS";"% VOTS VÀLIDS"
"A";2003;"MU";"Catalunya                ";17;"Girona";2;"Alt Empordà                   ";143;"Rabós                                   ";"";"";125;90;72,00;35;28,00;0;0,00;1;1,11;89;98,89;90;100,00
"A";2003;"MU";"Catalunya                ";17;"Girona";10;"Baix Empordà                  ";144;"Regencós                                ";"";"";226;170;75,22;56;24,78;0;0,00;2;1,18;168;98,82;170;100,00
"A";2003;"MU";"Catalunya                ";17;"Girona";31;"Ripollès                      ";145;"Ribes de Freser                         ";"";"";1.763;1.285;72,89;478;27,11;7;0,54;11;0,86;1.267;98,60;1.278;99,46
"A";2003;"MU";"Catalunya                ";17;"Girona";34;"Selva                         ";146;"Riells i Viabrea                        ";"";"";2.043;1.271;62,21;772;37,79;8;0,63;6;0,47;1.257;98,90;1.263;99,37
"A";2003;"MU";"Catalunya                ";17;"Girona";31;"Ripollès                      ";147;"Ripoll                                  ";"";"";8.861;6.204;70,01;2.657;29,99;16;0,26;81;1,31;6.107;98,44;6.188;99,74
"A";2003;"MU";"Catalunya                ";17;"Girona";34;"Selva                         ";148;"Riudarenes                              ";"";"";1.176;801;68,11;375;31,89;6;0,75;7;0,87;788;98,38;795;99,25
"A";2003;"MU";"Catalunya                ";17;"Girona";19;"Garrotxa                      ";149;"Riudaura                                ";"";"";358;272;75,98;86;24,02;1;0,37;2;0,74;269;98,90;271;99,63
"A";2003;"MU";"Catalunya                ";17;"Girona";34;"Selva                         ";150;"Riudellots de la Selva                  ";"";"";1.371;995;72,57;376;27,43;2;0,20;4;0,40;989;99,40;993;99,80
"A";2003;"MU";"Catalunya                ";17;"Girona";2;"Alt Empordà                   ";151;"Riumors                                 ";"";"";172;115;66,86;57;33,14;1;0,87;2;1,74;112;97,39;114;99,13
"A";2003;"MU";"Catalunya                ";17;"Girona";2;"Alt Empordà                   ";152;"Roses                                   ";"";"";9.208;5.375;58,37;3.833;41,63;24;0,45;40;0,74;5.311;98,81;5.351;99,55
"A";2003;"MU";"Catalunya                ";17;"Girona";10;"Baix Empordà                  ";153;"Rupià                                   ";"";"";171;147;85,96;24;14,04;0;0,00;2;1,36;145;98,64;147;100,00
"A";2003;"MU";"Catalunya                ";17;"Girona";19;"Garrotxa                      ";154;"Sales de Llierca                        ";"";"";62;46;74,19;16;25,81;0;0,00;1;2,17;45;97,83;46;100,00
"A";2003;"MU";"Catalunya                ";17;"Girona";20;"Gironès                       ";155;"Salt                                    ";"";"";16.675;9.834;58,97;6.841;41,03;42;0,43;82;0,83;9.710;98,74;9.792;99,57
"A";2003;"MU";"Catalunya                ";17;"Girona";20;"Gironès                       ";157;"Sant Andreu Salou                       ";"";"";116;98;84,48;18;15,52;0;0,00;1;1,02;97;98,98;98;100,00
"A";2003;"MU";"Catalunya                ";17;"Girona";2;"Alt Empordà                   ";158;"Sant Climent Sescebes                   ";"";"";363;271;74,66;92;25,34;3;1,11;4;1,48;264;97,42;268;98,89
"A";2003;"MU";"Catalunya                ";17;"Girona";34;"Selva                         ";159;"Sant Feliu de Buixalleu                 ";"";"";615;465;75,61;150;24,39;2;0,43;3;0,65;460;98,92;463;99,57
"A";2003;"MU";"Catalunya                ";17;"Girona";10;"Baix Empordà                  ";160;"Sant Feliu de Guíxols                   ";"";"";14.742;9.126;61,90;5.616;38,10;25;0,27;53;0,58;9.048;99,15;9.101;99,73
"A";2003;"MU";"Catalunya                ";17;"Girona";19;"Garrotxa                      ";161;"Sant Feliu de Pallerols                 ";"";"";983;784;79,76;199;20,24;2;0,26;3;0,38;779;99,36;782;99,74
"A";2003;"MU";"Catalunya                ";17;"Girona";19;"Garrotxa                      ";162;"Sant Ferriol                            ";"";"";147;86;58,50;61;41,50;0;0,00;2;2,33;84;97,67;86;100,00
"A";2003;"MU";"Catalunya                ";17;"Girona";20;"Gironès                       ";163;"Sant Gregori                            ";"";"";2.102;1.579;75,12;523;24,88;3;0,19;24;1,52;1.552;98,29;1.576;99,81
"A";2003;"MU";"Catalunya                ";17;"Girona";34;"Selva                         ";164;"Sant Hilari Sacalm                      ";"";"";4.039;2.760;68,33;1.279;31,67;9;0,33;23;0,83;2.728;98,84;2.751;99,67
"A";2003;"MU";"Catalunya                ";17;"Girona";19;"Garrotxa                      ";165;"Sant Jaume de Llierca                   ";"";"";615;476;77,40;139;22,60;5;1,05;5;1,05;466;97,90;471;98,95
"A";2003;"MU";"Catalunya                ";17;"Girona";20;"Gironès                       ";166;"Sant Jordi Desvalls                     ";"";"";502;395;78,69;107;21,31;2;0,51;3;0,76;390;98,73;393;99,49
"A";2003;"MU";"Catalunya                ";17;"Girona";31;"Ripollès                      ";167;"Sant Joan de les Abadesses              ";"";"";3.046;2.234;73,34;812;26,66;5;0,22;19;0,85;2.210;98,93;2.229;99,78
"A";2003;"MU";"Catalunya                ";17;"Girona";20;"Gironès                       ";168;"Sant Joan de Mollet                     ";"";"";354;302;85,31;52;14,69;1;0,33;4;1,32;297;98,34;301;99,67
"A";2003;"MU";"Catalunya                ";17;"Girona";20;"Gironès                       ";169;"Sant Julià de Ramis                     ";"";"";1.762;1.289;73,16;473;26,84;4;0,31;6;0,47;1.279;99,22;1.285;99,69
"A";2003;"MU";"Catalunya                ";17;"Girona";31;"Ripollès                      ";170;"Vallfogona de Ripollès                  ";"";"";183;136;74,32;47;25,68;0;0,00;0;0,00;136;100,00;136;100,00
"A";2003;"MU";"Catalunya                ";17;"Girona";2;"Alt Empordà                   ";171;"Sant Llorenç de la Muga                 ";"";"";154;122;79,22;32;20,78;0;0,00;0;0,00;122;100,00;122;100,00
"A";2003;"MU";"Catalunya                ";17;"Girona";20;"Gironès                       ";172;"Sant Martí de Llémena                   ";"";"";379;272;71,77;107;28,23;1;0,37;4;1,47;267;98,16;271;99,63
"A";2003;"MU";"Catalunya                ";17;"Girona";20;"Gironès                       ";173;"Sant Martí Vell                         ";"";"";173;105;60,69;68;39,31;1;0,95;0;0,00;104;99,05;104;99,05
"A";2003;"MU";"Catalunya                ";17;"Girona";28;"Pla de l'Estany               ";174;"Sant Miquel de Campmajor                ";"";"";163;120;73,62;43;26,38;1;0,83;3;2,50;116;96,67;119;99,17
"A";2003;"MU";"Catalunya                ";17;"Girona";2;"Alt Empordà                   ";175;"Sant Miquel de Fluvià                   ";"";"";457;299;65,43;158;34,57;1;0,33;3;1,00;295;98,66;298;99,67
"A";2003;"MU";"Catalunya                ";17;"Girona";2;"Alt Empordà                   ";176;"Sant Mori                               ";"";"";141;110;78,01;31;21,99;0;0,00;2;1,82;108;98,18;110;100,00
"A";2003;"MU";"Catalunya                ";17;"Girona";31;"Ripollès                      ";177;"Sant Pau de Segúries                    ";"";"";549;474;86,34;75;13,66;11;2,32;7;1,48;456;96,20;463;97,68
"A";2003;"MU";"Catalunya                ";17;"Girona";2;"Alt Empordà                   ";178;"Sant Pere Pescador                      ";"";"";1.019;773;75,86;246;24,14;3;0,39;7;0,91;763;98,71;770;99,61
"A";2003;"MU";"Catalunya                ";17;"Girona";34;"Selva                         ";180;"Santa Coloma de Farners                 ";"";"";7.497;4.788;63,87;2.709;36,13;20;0,42;42;0,88;4.726;98,71;4.768;99,58
"A";2003;"MU";"Catalunya                ";17;"Girona";10;"Baix Empordà                  ";181;"Santa Cristina d'Aro                    ";"";"";2.409;1.606;66,67;803;33,33;3;0,19;12;0,75;1.591;99,07;1.603;99,81
"A";2003;"MU";"Catalunya                ";17;"Girona";2;"Alt Empordà                   ";182;"Santa Llogaia d'Àlguema                 ";"";"";238;150;63,03;88;36,97;0;0,00;0;0,00;150;100,00;150;100,00
"A";2003;"MU";"Catalunya                ";17;"Girona";19;"Garrotxa                      ";183;"Sant Aniol de Finestres                 ";"";"";239;193;80,75;46;19,25;0;0,00;0;0,00;193;100,00;193;100,00
"A";2003;"MU";"Catalunya                ";17;"Girona";19;"Garrotxa                      ";184;"Santa Pau                               ";"";"";1.255;913;72,75;342;27,25;3;0,33;5;0,55;905;99,12;910;99,67
"A";2003;"MU";"Catalunya                ";17;"Girona";19;"Garrotxa                      ";185;"Sant Joan les Fonts                     ";"";"";2.335;1.757;75,25;578;24,75;11;0,63;11;0,63;1.735;98,75;1.746;99,37
"A";2003;"MU";"Catalunya                ";17;"Girona";20;"Gironès                       ";186;"Sarrià de Ter                           ";"";"";3.234;2.224;68,77;1.010;31,23;11;0,49;15;0,67;2.198;98,83;2.213;99,51
"A";2003;"MU";"Catalunya                ";17;"Girona";2;"Alt Empordà                   ";187;"Saus                                    ";"";"";574;446;77,70;128;22,30;1;0,22;2;0,45;443;99,33;445;99,78
"A";2003;"MU";"Catalunya                ";17;"Girona";2;"Alt Empordà                   ";188;"Selva de Mar, la                        ";"";"";167;134;80,24;33;19,76;0;0,00;1;0,75;133;99,25;134;100,00
"A";2003;"MU";"Catalunya                ";17;"Girona";34;"Selva                         ";189;"Cellera de Ter, la                      ";"";"";1.621;1.227;75,69;394;24,31;1;0,08;10;0,81;1.216;99,10;1.226;99,92
"A";2003;"MU";"Catalunya                ";17;"Girona";28;"Pla de l'Estany               ";190;"Serinyà                                 ";"";"";724;556;76,80;168;23,20;1;0,18;6;1,08;549;98,74;555;99,82
"A";2003;"MU";"Catalunya                ";17;"Girona";10;"Baix Empordà                  ";191;"Serra de Daró                           ";"";"";147;121;82,31;26;17,69;1;0,83;0;0,00;120;99,17;120;99,17
"A";2003;"MU";"Catalunya                ";17;"Girona";31;"Ripollès                      ";192;"Setcases                                ";"";"";153;127;83,01;26;16,99;0;0,00;0;0,00;127;100,00;127;100,00
"A";2003;"MU";"Catalunya                ";17;"Girona";34;"Selva                         ";193;"Sils                                    ";"";"";2.803;1.691;60,33;1.112;39,67;3;0,18;13;0,77;1.675;99,05;1.688;99,82
"A";2003;"MU";"Catalunya                ";17;"Girona";34;"Selva                         ";194;"Susqueda                                ";"";"";102;68;66,67;34;33,33;0;0,00;0;0,00;68;100,00;68;100,00
"A";2003;"MU";"Catalunya                ";17;"Girona";10;"Baix Empordà                  ";195;"Tallada d'Empordà, la                   ";"";"";273;200;73,26;73;26,74;2;1,00;0;0,00;198;99,00;198;99,00
"A";2003;"MU";"Catalunya                ";17;"Girona";2;"Alt Empordà                   ";196;"Terrades                                ";"";"";181;136;75,14;45;24,86;2;1,47;0;0,00;134;98,53;134;98,53
"A";2003;"MU";"Catalunya                ";17;"Girona";10;"Baix Empordà                  ";197;"Torrent                                 ";"";"";144;102;70,83;42;29,17;0;0,00;0;0,00;102;100,00;102;100,00
"A";2003;"MU";"Catalunya                ";17;"Girona";2;"Alt Empordà                   ";198;"Torroella de Fluvià                     ";"";"";284;209;73,59;75;26,41;2;0,96;2;0,96;205;98,09;207;99,04
"A";2003;"MU";"Catalunya                ";17;"Girona";10;"Baix Empordà                  ";199;"Torroella de Montgrí                    ";"";"";6.276;4.189;66,75;2.087;33,25;8;0,19;33;0,79;4.148;99,02;4.181;99,81
"A";2003;"MU";"Catalunya                ";17;"Girona";19;"Garrotxa                      ";200;"Tortellà                                ";"";"";592;462;78,04;130;21,96;2;0,43;1;0,22;459;99,35;460;99,57
"A";2003;"MU";"Catalunya                ";17;"Girona";31;"Ripollès                      ";201;"Toses                                   ";"";"";127;92;72,44;35;27,56;0;0,00;0;0,00;92;100,00;92;100,00
"A";2003;"MU";"Catalunya                ";17;"Girona";34;"Selva                         ";202;"Tossa de Mar                            ";"";"";3.509;2.334;66,51;1.175;33,49;11;0,47;13;0,56;2.310;98,97;2.323;99,53
"A";2003;"MU";"Catalunya                ";17;"Girona";10;"Baix Empordà                  ";203;"Ultramort                               ";"";"";181;139;76,80;42;23,20;0;0,00;0;0,00;139;100,00;139;100,00
"A";2003;"MU";"Catalunya                ";17;"Girona";10;"Baix Empordà                  ";204;"Ullà                                    ";"";"";613;396;64,60;217;35,40;0;0,00;7;1,77;389;98,23;396;100,00
"A";2003;"MU";"Catalunya                ";17;"Girona";10;"Baix Empordà                  ";205;"Ullastret                               ";"";"";183;141;77,05;42;22,95;0;0,00;2;1,42;139;98,58;141;100,00
"A";2003;"MU";"Catalunya                ";17;"Girona";15;"Cerdanya                      ";206;"Urús                                    ";"";"";162;119;73,46;43;26,54;2;1,68;0;0,00;117;98,32;117;98,32
"A";2003;"MU";"Catalunya                ";17;"Girona";19;"Garrotxa                      ";207;"Vall d'en Bas, la                       ";"";"";2.191;1.668;76,13;523;23,87;10;0,60;8;0,48;1.650;98,92;1.658;99,40
"A";2003;"MU";"Catalunya                ";17;"Girona";19;"Garrotxa                      ";208;"Vall de Bianya, la                      ";"";"";953;707;74,19;246;25,81;1;0,14;7;0,99;699;98,87;706;99,86
"A";2003;"MU";"Catalunya                ";17;"Girona";10;"Baix Empordà                  ";209;"Vall-llobrega                           ";"";"";436;322;73,85;114;26,15;1;0,31;6;1,86;315;97,83;321;99,69
"A";2003;"MU";"Catalunya                ";17;"Girona";2;"Alt Empordà                   ";210;"Ventalló                                ";"";"";525;361;68,76;164;31,24;2;0,55;2;0,55;357;98,89;359;99,45
"A";2003;"MU";"Catalunya                ";17;"Girona";10;"Baix Empordà                  ";211;"Verges                                  ";"";"";879;653;74,29;226;25,71;4;0,61;7;1,07;642;98,32;649;99,39
"A";2003;"MU";"Catalunya                ";17;"Girona";24;"Osona                         ";212;"Vidrà                                   ";"";"";129;105;81,40;24;18,60;0;0,00;2;1,90;103;98,10;105;100,00
"A";2003;"MU";"Catalunya                ";17;"Girona";34;"Selva                         ";213;"Vidreres                                ";"";"";4.238;2.595;61,23;1.643;38,77;4;0,15;11;0,42;2.580;99,42;2.591;99,85
"A";2003;"MU";"Catalunya                ";17;"Girona";2;"Alt Empordà                   ";214;"Vilabertran                             ";"";"";659;474;71,93;185;28,07;1;0,21;3;0,63;470;99,16;473;99,79
"A";2003;"MU";"Catalunya                ";17;"Girona";20;"Gironès                       ";215;"Vilablareix                             ";"";"";1.704;1.225;71,89;479;28,11;1;0,08;8;0,65;1.216;99,27;1.224;99,92
"A";2003;"MU";"Catalunya                ";17;"Girona";20;"Gironès                       ";216;"Viladasens                              ";"";"";138;99;71,74;39;28,26;1;1,01;0;0,00;98;98,99;98;98,99
"A";2003;"MU";"Catalunya                ";17;"Girona";2;"Alt Empordà                   ";217;"Viladamat                               ";"";"";332;268;80,72;64;19,28;0;0,00;3;1,12;265;98,88;268;100,00
"A";2003;"MU";"Catalunya                ";17;"Girona";28;"Pla de l'Estany               ";218;"Vilademuls                              ";"";"";617;464;75,20;153;24,80;2;0,43;3;0,65;459;98,92;462;99,57
"A";2003;"MU";"Catalunya                ";17;"Girona";24;"Osona                         ";220;"Viladrau                                ";"";"";746;542;72,65;204;27,35;5;0,92;10;1,85;527;97,23;537;99,08
"A";2003;"MU";"Catalunya                ";17;"Girona";2;"Alt Empordà                   ";221;"Vilafant                                ";"";"";3.536;2.289;64,73;1.247;35,27;11;0,48;22;0,96;2.256;98,56;2.278;99,52
"A";2003;"MU";"Catalunya                ";17;"Girona";2;"Alt Empordà                   ";222;"Vilaür                                  ";"";"";108;74;68,52;34;31,48;0;0,00;0;0,00;74;100,00;74;100,00
"A";2003;"MU";"Catalunya                ";17;"Girona";2;"Alt Empordà                   ";223;"Vilajuïga                               ";"";"";749;503;67,16;246;32,84;0;0,00;3;0,60;500;99,40;503;100,00
"A";2003;"MU";"Catalunya                ";17;"Girona";31;"Ripollès                      ";224;"Vilallonga de Ter                       ";"";"";379;296;78,10;83;21,90;2;0,68;1;0,34;293;98,99;294;99,32
"A";2003;"MU";"Catalunya                ";17;"Girona";2;"Alt Empordà                   ";225;"Vilamacolum                             ";"";"";212;166;78,30;46;21,70;2;1,20;3;1,81;161;96,99;164;98,80
"A";2003;"MU";"Catalunya                ";17;"Girona";2;"Alt Empordà                   ";226;"Vilamalla                               ";"";"";763;440;57,67;323;42,33;0;0,00;3;0,68;437;99,32;440;100,00
"A";2003;"MU";"Catalunya                ";17;"Girona";2;"Alt Empordà                   ";227;"Vilamaniscle                            ";"";"";92;70;76,09;22;23,91;0;0,00;0;0,00;70;100,00;70;100,00
"A";2003;"MU";"Catalunya                ";17;"Girona";2;"Alt Empordà                   ";228;"Vilanant                                ";"";"";281;198;70,46;83;29,54;0;0,00;0;0,00;198;100,00;198;100,00
"A";2003;"MU";"Catalunya                ";17;"Girona";2;"Alt Empordà                   ";230;"Vila-sacra                              ";"";"";365;266;72,88;99;27,12;1;0,38;5;1,88;260;97,74;265;99,62
"A";2003;"MU";"Catalunya                ";17;"Girona";10;"Baix Empordà                  ";232;"Vilopriu                                ";"";"";143;102;71,33;41;28,67;0;0,00;1;0,98;101;99,02;102;100,00
"A";2003;"MU";"Catalunya                ";17;"Girona";34;"Selva                         ";233;"Vilobí d'Onyar                          ";"";"";1.914;1.403;73,30;511;26,70;4;0,29;14;1,00;1.385;98,72;1.399;99,71
"A";2003;"MU";"Catalunya                ";17;"Girona";2;"Alt Empordà                   ";234;"Biure                                   ";"";"";184;134;72,83;50;27,17;0;0,00;0;0,00;134;100,00;134;100,00
"A";2003;"MU";"Catalunya                ";17;"Girona";10;"Baix Empordà                  ";901;"Cruïlles, Monells i S.Sadurní de l'Heura";"";"";916;649;70,85;267;29,15;6;0,92;3;0,46;640;98,61;643;99,08
"A";2003;"MU";"Catalunya                ";17;"Girona";10;"Baix Empordà                  ";902;"Forallac                                ";"";"";1.383;1.065;77,01;318;22,99;3;0,28;7;0,66;1.055;99,06;1.062;99,72
"A";2003;"MU";"Catalunya                ";17;"Girona";34;"Selva                         ";903;"Sant Julià del Llor i Bonmatí           ";"";"";770;557;72,34;213;27,66;3;0,54;4;0,72;550;98,74;554;99,46
"A";2003;"MU";"Catalunya                ";17;"Girona";98;"Residents Absents             ";998;"Residents Absents                       ";"";"";7.115;1.481;20,82;5.634;79,18;2;0,14;7;0,47;1.472;99,39;1.479;99,86
"A";2003;"MU";"Catalunya                ";25;"Lleida";25;"Pallars Jussà                 ";1;"Abella de la Conca                      ";"";"";144;78;54,17;66;45,83;0;0,00;1;1,28;77;98,72;78;100,00
"A";2003;"MU";"Catalunya                ";25;"Lleida";23;"Noguera                       ";2;"Àger                                    ";"";"";467;335;71,73;132;28,27;2;0,60;6;1,79;327;97,61;333;99,40
"A";2003;"MU";"Catalunya                ";25;"Lleida";38;"Urgell                        ";3;"Agramunt                                ";"";"";3.885;2.637;67,88;1.248;32,12;8;0,30;18;0,68;2.611;99,01;2.629;99,70
"A";2003;"MU";"Catalunya                ";25;"Lleida";33;"Segrià                        ";4;"Alamús, els                             ";"";"";589;467;79,29;122;20,71;2;0,43;1;0,21;464;99,36;465;99,57
"A";2003;"MU";"Catalunya                ";25;"Lleida";4;"Alt Urgell                    ";5;"Alàs i Cerc                             ";"";"";324;248;76,54;76;23,46;1;0,40;0;0,00;247;99,60;247;99,60
"A";2003;"MU";"Catalunya                ";25;"Lleida";18;"Garrigues                     ";6;"Albagés, l'                             ";"";"";435;310;71,26;125;28,74;3;0,97;1;0,32;306;98,71;307;99,03
"A";2003;"MU";"Catalunya                ";25;"Lleida";33;"Segrià                        ";7;"Albatàrrec                              ";"";"";1.062;710;66,85;352;33,15;0;0,00;4;0,56;706;99,44;710;100,00
"A";2003;"MU";"Catalunya                ";25;"Lleida";23;"Noguera                       ";8;"Albesa                                  ";"";"";1.272;942;74,06;330;25,94;2;0,21;10;1,06;930;98,73;940;99,79
"A";2003;"MU";"Catalunya                ";25;"Lleida";18;"Garrigues                     ";9;"Albi, l'                                ";"";"";685;522;76,20;163;23,80;5;0,96;5;0,96;512;98,08;517;99,04
"A";2003;"MU";"Catalunya                ";25;"Lleida";33;"Segrià                        ";10;"Alcanó                                  ";"";"";224;159;70,98;65;29,02;0;0,00;5;3,14;154;96,86;159;100,00
"A";2003;"MU";"Catalunya                ";25;"Lleida";33;"Segrià                        ";11;"Alcarràs                                ";"";"";4.006;2.479;61,88;1.527;38,12;1;0,04;16;0,65;2.462;99,31;2.478;99,96
"A";2003;"MU";"Catalunya                ";25;"Lleida";33;"Segrià                        ";12;"Alcoletge                               ";"";"";1.527;955;62,54;572;37,46;1;0,10;9;0,94;945;98,95;954;99,90
"A";2003;"MU";"Catalunya                ";25;"Lleida";33;"Segrià                        ";13;"Alfarràs                                ";"";"";2.454;1.560;63,57;894;36,43;0;0,00;7;0,45;1.553;99,55;1.560;100,00
"A";2003;"MU";"Catalunya                ";25;"Lleida";33;"Segrià                        ";14;"Alfés                                   ";"";"";281;197;70,11;84;29,89;2;1,02;4;2,03;191;96,95;195;98,98
"A";2003;"MU";"Catalunya                ";25;"Lleida";23;"Noguera                       ";15;"Algerri                                 ";"";"";449;347;77,28;102;22,72;1;0,29;3;0,86;343;98,85;346;99,71
"A";2003;"MU";"Catalunya                ";25;"Lleida";33;"Segrià                        ";16;"Alguaire                                ";"";"";2.342;1.526;65,16;816;34,84;9;0,59;7;0,46;1.510;98,95;1.517;99,41
"A";2003;"MU";"Catalunya                ";25;"Lleida";26;"Pallars Sobirà                ";17;"Alins                                   ";"";"";242;180;74,38;62;25,62;1;0,56;3;1,67;176;97,78;179;99,44
"A";2003;"MU";"Catalunya                ";25;"Lleida";33;"Segrià                        ";19;"Almacelles                              ";"";"";4.626;2.899;62,67;1.727;37,33;2;0,07;30;1,03;2.867;98,90;2.897;99,93
"A";2003;"MU";"Catalunya                ";25;"Lleida";33;"Segrià                        ";20;"Almatret                                ";"";"";420;321;76,43;99;23,57;0;0,00;1;0,31;320;99,69;321;100,00
"A";2003;"MU";"Catalunya                ";25;"Lleida";33;"Segrià                        ";21;"Almenar                                 ";"";"";2.830;1.843;65,12;987;34,88;13;0,71;19;1,03;1.811;98,26;1.830;99,29
"A";2003;"MU";"Catalunya                ";25;"Lleida";23;"Noguera                       ";22;"Alòs de Balaguer                        ";"";"";148;105;70,95;43;29,05;0;0,00;1;0,95;104;99,05;105;100,00
"A";2003;"MU";"Catalunya                ";25;"Lleida";33;"Segrià                        ";23;"Alpicat                                 ";"";"";3.670;2.421;65,97;1.249;34,03;8;0,33;31;1,28;2.382;98,39;2.413;99,67
"A";2003;"MU";"Catalunya                ";25;"Lleida";26;"Pallars Sobirà                ";24;"Alt Àneu                                ";"";"";347;251;72,33;96;27,67;1;0,40;2;0,80;248;98,80;250;99,60
"A";2003;"MU";"Catalunya                ";25;"Lleida";39;"Consell General d'Aran        ";25;"Naut Aran                               ";"";"";1.270;769;60,55;501;39,45;1;0,13;13;1,69;755;98,18;768;99,87
"A";2003;"MU";"Catalunya                ";25;"Lleida";38;"Urgell                        ";27;"Anglesola                               ";"";"";1.060;784;73,96;276;26,04;2;0,26;3;0,38;779;99,36;782;99,74
"A";2003;"MU";"Catalunya                ";25;"Lleida";18;"Garrigues                     ";29;"Arbeca                                  ";"";"";1.873;1.391;74,27;482;25,73;10;0,72;15;1,08;1.366;98,20;1.381;99,28
"A";2003;"MU";"Catalunya                ";25;"Lleida";4;"Alt Urgell                    ";30;"Pont de Bar, el                         ";"";"";142;102;71,83;40;28,17;1;0,98;1;0,98;100;98,04;101;99,02
"A";2003;"MU";"Catalunya                ";25;"Lleida";39;"Consell General d'Aran        ";31;"Arres                                   ";"";"";61;33;54,10;28;45,90;1;3,03;2;6,06;30;90,91;32;96,97
"A";2003;"MU";"Catalunya                ";25;"Lleida";4;"Alt Urgell                    ";32;"Arsèguel                                ";"";"";84;53;63,10;31;36,90;0;0,00;0;0,00;53;100,00;53;100,00
"A";2003;"MU";"Catalunya                ";25;"Lleida";33;"Segrià                        ";33;"Artesa de Lleida                        ";"";"";1.095;757;69,13;338;30,87;1;0,13;8;1,06;748;98,81;756;99,87
"A";2003;"MU";"Catalunya                ";25;"Lleida";23;"Noguera                       ";34;"Artesa de Segre                         ";"";"";2.648;1.914;72,28;734;27,72;17;0,89;19;0,99;1.878;98,12;1.897;99,11
"A";2003;"MU";"Catalunya                ";25;"Lleida";23;"Noguera                       ";35;"Sentiu de Sió, la                       ";"";"";433;326;75,29;107;24,71;0;0,00;2;0,61;324;99,39;326;100,00
"A";2003;"MU";"Catalunya                ";25;"Lleida";33;"Segrià                        ";36;"Aspa                                    ";"";"";242;179;73,97;63;26,03;3;1,68;7;3,91;169;94,41;176;98,32
"A";2003;"MU";"Catalunya                ";25;"Lleida";23;"Noguera                       ";37;"Avellanes i Santa Linya, les            ";"";"";440;306;69,55;134;30,45;0;0,00;2;0,65;304;99,35;306;100,00
"A";2003;"MU";"Catalunya                ";25;"Lleida";33;"Segrià                        ";38;"Aitona                                  ";"";"";1.785;1.271;71,20;514;28,80;8;0,63;9;0,71;1.254;98,66;1.263;99,37
"A";2003;"MU";"Catalunya                ";25;"Lleida";26;"Pallars Sobirà                ";39;"Baix Pallars                            ";"";"";320;224;70,00;96;30,00;0;0,00;1;0,45;223;99,55;224;100,00
"A";2003;"MU";"Catalunya                ";25;"Lleida";23;"Noguera                       ";40;"Balaguer                                ";"";"";10.755;7.295;67,83;3.460;32,17;29;0,40;55;0,75;7.211;98,85;7.266;99,60
"A";2003;"MU";"Catalunya                ";25;"Lleida";27;"Pla d'Urgell                  ";41;"Barbens                                 ";"";"";671;477;71,09;194;28,91;8;1,68;17;3,56;452;94,76;469;98,32
"A";2003;"MU";"Catalunya                ";25;"Lleida";23;"Noguera                       ";42;"Baronia de Rialb, la                    ";"";"";231;169;73,16;62;26,84;0;0,00;1;0,59;168;99,41;169;100,00
"A";2003;"MU";"Catalunya                ";25;"Lleida";5;"Alta Ribagorça                ";43;"Vall de Boí, la                         ";"";"";796;476;59,80;320;40,20;1;0,21;5;1,05;470;98,74;475;99,79
"A";2003;"MU";"Catalunya                ";25;"Lleida";4;"Alt Urgell                    ";44;"Bassella                                ";"";"";225;166;73,78;59;26,22;1;0,60;0;0,00;165;99,40;165;99,40
"A";2003;"MU";"Catalunya                ";25;"Lleida";39;"Consell General d'Aran        ";45;"Bausen                                  ";"";"";44;30;68,18;14;31,82;0;0,00;0;0,00;30;100,00;30;100,00
"A";2003;"MU";"Catalunya                ";25;"Lleida";38;"Urgell                        ";46;"Belianes                                ";"";"";482;380;78,84;102;21,16;1;0,26;4;1,05;375;98,68;379;99,74
"A";2003;"MU";"Catalunya                ";25;"Lleida";23;"Noguera                       ";47;"Bellcaire d'Urgell                      ";"";"";1.078;835;77,46;243;22,54;5;0,60;4;0,48;826;98,92;830;99,40
"A";2003;"MU";"Catalunya                ";25;"Lleida";27;"Pla d'Urgell                  ";48;"Bell-lloc d'Urgell                      ";"";"";1.710;1.267;74,09;443;25,91;14;1,10;12;0,95;1.241;97,95;1.253;98,90
"A";2003;"MU";"Catalunya                ";25;"Lleida";23;"Noguera                       ";49;"Bellmunt d'Urgell                       ";"";"";187;143;76,47;44;23,53;0;0,00;1;0,70;142;99,30;143;100,00
"A";2003;"MU";"Catalunya                ";25;"Lleida";38;"Urgell                        ";50;"Bellpuig                                ";"";"";3.252;2.359;72,54;893;27,46;11;0,47;33;1,40;2.315;98,13;2.348;99,53
"A";2003;"MU";"Catalunya                ";25;"Lleida";15;"Cerdanya                      ";51;"Bellver de Cerdanya                     ";"";"";1.469;976;66,44;493;33,56;5;0,51;8;0,82;963;98,67;971;99,49
