"ELECCIO";"ANY";"NIVELL";"AUTONOMIA";"CODI PROVÍNCIA";"PROVÍNCIA";"CODI COMARCA";"COMARCA";"CODI MUNICIPI";"MUNICIPI";"CODI DISTRICTE";"DISTRICTE";"CENS ELECTORAL";"VOTANTS";"% VOTANTS";"ABSTENCIÓ";"% ABSTENCIÓ";"VOTS NULS";"% VOTS NULS";"VOTS EN BLANC";"% VOTS EN BLANC";"VOTS A CANDIDATURES";"% VOTS A CANDIDATURES";"VOTS VÀLIDS";"% VOTS VÀLIDS"
"A";2003;"MU";"Catalunya                ";8;"Barcelona";40;"Vallès Occidental             ";205;"Sant Cugat del Vallès                   ";"";"";47.921;33.941;70,83;13.980;29,17;45;0,13;367;1,08;33.529;98,79;33.896;99,87
"A";2003;"MU";"Catalunya                ";8;"Barcelona";3;"Alt Penedès                   ";206;"Sant Cugat Sesgarrigues                 ";"";"";633;524;82,78;109;17,22;0;0,00;5;0,95;519;99,05;524;100,00
"A";2003;"MU";"Catalunya                ";8;"Barcelona";41;"Vallès Oriental               ";207;"Sant Esteve de Palautordera             ";"";"";1.276;1.011;79,23;265;20,77;4;0,40;10;0,99;997;98,62;1.007;99,60
"A";2003;"MU";"Catalunya                ";8;"Barcelona";11;"Baix Llobregat                ";208;"Sant Esteve Sesrovires                  ";"";"";4.378;2.993;68,36;1.385;31,64;6;0,20;23;0,77;2.964;99,03;2.987;99,80
"A";2003;"MU";"Catalunya                ";8;"Barcelona";41;"Vallès Oriental               ";209;"Sant Fost de Campsentelles              ";"";"";5.634;3.469;61,57;2.165;38,43;8;0,23;20;0,58;3.441;99,19;3.461;99,77
"A";2003;"MU";"Catalunya                ";8;"Barcelona";41;"Vallès Oriental               ";210;"Sant Feliu de Codines                   ";"";"";3.715;2.486;66,92;1.229;33,08;8;0,32;23;0,93;2.455;98,75;2.478;99,68
"A";2003;"MU";"Catalunya                ";8;"Barcelona";11;"Baix Llobregat                ";211;"Sant Feliu de Llobregat                 ";"";"";33.131;21.198;63,98;11.933;36,02;58;0,27;273;1,29;20.867;98,44;21.140;99,73
"A";2003;"MU";"Catalunya                ";8;"Barcelona";7;"Bages                         ";212;"Sant Feliu Sasserra                     ";"";"";521;406;77,93;115;22,07;1;0,25;5;1,23;400;98,52;405;99,75
"A";2003;"MU";"Catalunya                ";8;"Barcelona";7;"Bages                         ";213;"Sant Fruitós de Bages                   ";"";"";5.089;3.310;65,04;1.779;34,96;10;0,30;24;0,73;3.276;98,97;3.300;99,70
"A";2003;"MU";"Catalunya                ";8;"Barcelona";21;"Maresme                       ";214;"Vilassar de Dalt                        ";"";"";6.516;4.475;68,68;2.041;31,32;9;0,20;34;0,76;4.432;99,04;4.466;99,80
"A";2003;"MU";"Catalunya                ";8;"Barcelona";24;"Osona                         ";215;"Sant Hipòlit de Voltregà                ";"";"";2.488;1.905;76,57;583;23,43;7;0,37;17;0,89;1.881;98,74;1.898;99,63
"A";2003;"MU";"Catalunya                ";8;"Barcelona";14;"Berguedà                      ";216;"Sant Jaume de Frontanyà                 ";"";"";29;21;72,41;8;27,59;0;0,00;0;0,00;21;100,00;21;100,00
"A";2003;"MU";"Catalunya                ";8;"Barcelona";11;"Baix Llobregat                ";217;"Sant Joan Despí                         ";"";"";24.019;15.244;63,47;8.775;36,53;26;0,17;206;1,35;15.012;98,48;15.218;99,83
"A";2003;"MU";"Catalunya                ";8;"Barcelona";7;"Bages                         ";218;"Sant Joan de Vilatorrada                ";"";"";7.888;4.816;61,05;3.072;38,95;19;0,39;52;1,08;4.745;98,53;4.797;99,61
"A";2003;"MU";"Catalunya                ";8;"Barcelona";21;"Maresme                       ";219;"Vilassar de Mar                         ";"";"";14.280;9.889;69,25;4.391;30,75;15;0,15;106;1,07;9.768;98,78;9.874;99,85
"A";2003;"MU";"Catalunya                ";8;"Barcelona";24;"Osona                         ";220;"Sant Julià de Vilatorta                 ";"";"";2.014;1.562;77,56;452;22,44;3;0,19;17;1,09;1.542;98,72;1.559;99,81
"A";2003;"MU";"Catalunya                ";8;"Barcelona";11;"Baix Llobregat                ";221;"Sant Just Desvern                       ";"";"";11.303;8.003;70,80;3.300;29,20;7;0,09;98;1,22;7.898;98,69;7.996;99,91
"A";2003;"MU";"Catalunya                ";8;"Barcelona";3;"Alt Penedès                   ";222;"Sant Llorenç d'Hortons                  ";"";"";1.475;1.046;70,92;429;29,08;3;0,29;10;0,96;1.033;98,76;1.043;99,71
"A";2003;"MU";"Catalunya                ";8;"Barcelona";40;"Vallès Occidental             ";223;"Sant Llorenç Savall                     ";"";"";1.788;1.188;66,44;600;33,56;10;0,84;3;0,25;1.175;98,91;1.178;99,16
"A";2003;"MU";"Catalunya                ";8;"Barcelona";24;"Osona                         ";224;"Sant Martí de Centelles                 ";"";"";637;469;73,63;168;26,37;0;0,00;0;0,00;469;100,00;469;100,00
"A";2003;"MU";"Catalunya                ";8;"Barcelona";24;"Osona                         ";225;"Sant Martí d'Albars                     ";"";"";104;72;69,23;32;30,77;0;0,00;2;2,78;70;97,22;72;100,00
"A";2003;"MU";"Catalunya                ";8;"Barcelona";6;"Anoia                         ";226;"Sant Martí de Tous                      ";"";"";846;650;76,83;196;23,17;0;0,00;4;0,62;646;99,38;650;100,00
"A";2003;"MU";"Catalunya                ";8;"Barcelona";3;"Alt Penedès                   ";227;"Sant Martí Sarroca                      ";"";"";2.042;1.445;70,76;597;29,24;2;0,14;7;0,48;1.436;99,38;1.443;99,86
"A";2003;"MU";"Catalunya                ";8;"Barcelona";6;"Anoia                         ";228;"Sant Martí Sesgueioles                  ";"";"";284;224;78,87;60;21,13;0;0,00;1;0,45;223;99,55;224;100,00
"A";2003;"MU";"Catalunya                ";8;"Barcelona";7;"Bages                         ";229;"Sant Mateu de Bages                     ";"";"";603;470;77,94;133;22,06;1;0,21;2;0,43;467;99,36;469;99,79
"A";2003;"MU";"Catalunya                ";8;"Barcelona";21;"Maresme                       ";230;"Premià de Dalt                          ";"";"";7.384;5.050;68,39;2.334;31,61;14;0,28;44;0,87;4.992;98,85;5.036;99,72
"A";2003;"MU";"Catalunya                ";8;"Barcelona";17;"Garraf                        ";231;"Sant Pere de Ribes                      ";"";"";18.301;10.020;54,75;8.281;45,25;31;0,31;84;0,84;9.905;98,85;9.989;99,69
"A";2003;"MU";"Catalunya                ";8;"Barcelona";3;"Alt Penedès                   ";232;"Sant Pere de Riudebitlles               ";"";"";1.744;1.232;70,64;512;29,36;6;0,49;7;0,57;1.219;98,94;1.226;99,51
"A";2003;"MU";"Catalunya                ";8;"Barcelona";24;"Osona                         ";233;"Sant Pere de Torelló                    ";"";"";1.816;1.311;72,19;505;27,81;7;0,53;10;0,76;1.294;98,70;1.304;99,47
"A";2003;"MU";"Catalunya                ";8;"Barcelona";41;"Vallès Oriental               ";234;"Sant Pere de Vilamajor                  ";"";"";2.448;1.580;64,54;868;35,46;3;0,19;11;0,70;1.566;99,11;1.577;99,81
"A";2003;"MU";"Catalunya                ";8;"Barcelona";21;"Maresme                       ";235;"Sant Pol de Mar                         ";"";"";3.336;2.451;73,47;885;26,53;5;0,20;11;0,45;2.435;99,35;2.446;99,80
"A";2003;"MU";"Catalunya                ";8;"Barcelona";3;"Alt Penedès                   ";236;"Sant Quintí de Mediona                  ";"";"";1.483;1.117;75,32;366;24,68;0;0,00;3;0,27;1.114;99,73;1.117;100,00
"A";2003;"MU";"Catalunya                ";8;"Barcelona";24;"Osona                         ";237;"Sant Quirze de Besora                   ";"";"";1.642;1.269;77,28;373;22,72;5;0,39;8;0,63;1.256;98,98;1.264;99,61
"A";2003;"MU";"Catalunya                ";8;"Barcelona";40;"Vallès Occidental             ";238;"Sant Quirze del Vallès                  ";"";"";11.488;7.898;68,75;3.590;31,25;23;0,29;75;0,95;7.800;98,76;7.875;99,71
"A";2003;"MU";"Catalunya                ";8;"Barcelona";41;"Vallès Oriental               ";239;"Sant Quirze Safaja                      ";"";"";368;252;68,48;116;31,52;1;0,40;2;0,79;249;98,81;251;99,60
"A";2003;"MU";"Catalunya                ";8;"Barcelona";3;"Alt Penedès                   ";240;"Sant Sadurní d'Anoia                    ";"";"";8.422;5.917;70,26;2.505;29,74;12;0,20;42;0,71;5.863;99,09;5.905;99,80
"A";2003;"MU";"Catalunya                ";8;"Barcelona";24;"Osona                         ";241;"Sant Sadurní d'Osormort                 ";"";"";70;56;80,00;14;20,00;0;0,00;0;0,00;56;100,00;56;100,00
"A";2003;"MU";"Catalunya                ";8;"Barcelona";7;"Bages                         ";242;"Marganell                               ";"";"";209;147;70,33;62;29,67;0;0,00;1;0,68;146;99,32;147;100,00
"A";2003;"MU";"Catalunya                ";8;"Barcelona";24;"Osona                         ";243;"Santa Cecília de Voltregà               ";"";"";152;126;82,89;26;17,11;0;0,00;2;1,59;124;98,41;126;100,00
"A";2003;"MU";"Catalunya                ";8;"Barcelona";11;"Baix Llobregat                ";244;"Santa Coloma de Cervelló                ";"";"";4.999;3.230;64,61;1.769;35,39;5;0,15;30;0,93;3.195;98,92;3.225;99,85
"A";2003;"MU";"Catalunya                ";8;"Barcelona";13;"Barcelonès                    ";245;"Santa Coloma de Gramenet                ";"";"";90.511;48.773;53,89;41.738;46,11;86;0,18;546;1,12;48.141;98,70;48.687;99,82
"A";2003;"MU";"Catalunya                ";8;"Barcelona";24;"Osona                         ";246;"Santa Eugènia de Berga                  ";"";"";1.585;1.240;78,23;345;21,77;4;0,32;9;0,73;1.227;98,95;1.236;99,68
"A";2003;"MU";"Catalunya                ";8;"Barcelona";24;"Osona                         ";247;"Santa Eulàlia de Riuprimer              ";"";"";719;530;73,71;189;26,29;0;0,00;4;0,75;526;99,25;530;100,00
"A";2003;"MU";"Catalunya                ";8;"Barcelona";41;"Vallès Oriental               ";248;"Santa Eulàlia de Ronçana                ";"";"";4.369;2.749;62,92;1.620;37,08;7;0,25;18;0,65;2.724;99,09;2.742;99,75
"A";2003;"MU";"Catalunya                ";8;"Barcelona";3;"Alt Penedès                   ";249;"Santa Fe del Penedès                    ";"";"";257;215;83,66;42;16,34;1;0,47;0;0,00;214;99,53;214;99,53
"A";2003;"MU";"Catalunya                ";8;"Barcelona";6;"Anoia                         ";250;"Santa Margarida de Montbui              ";"";"";7.289;3.962;54,36;3.327;45,64;19;0,48;29;0,73;3.914;98,79;3.943;99,52
"A";2003;"MU";"Catalunya                ";8;"Barcelona";3;"Alt Penedès                   ";251;"Santa Margarida i els Monjos            ";"";"";4.123;2.585;62,70;1.538;37,30;13;0,50;14;0,54;2.558;98,96;2.572;99,50
"A";2003;"MU";"Catalunya                ";8;"Barcelona";40;"Vallès Occidental             ";252;"Barberà del Vallès                      ";"";"";21.694;12.138;55,95;9.556;44,05;17;0,14;127;1,05;11.994;98,81;12.121;99,86
"A";2003;"MU";"Catalunya                ";8;"Barcelona";24;"Osona                         ";253;"Santa Maria de Besora                   ";"";"";146;101;69,18;45;30,82;0;0,00;0;0,00;101;100,00;101;100,00
"A";2003;"MU";"Catalunya                ";8;"Barcelona";24;"Osona                         ";254;"Santa Maria de Corcó                    ";"";"";1.798;1.397;77,70;401;22,30;2;0,14;14;1,00;1.381;98,85;1.395;99,86
"A";2003;"MU";"Catalunya                ";8;"Barcelona";14;"Berguedà                      ";255;"Santa Maria de Merlès                   ";"";"";132;87;65,91;45;34,09;0;0,00;1;1,15;86;98,85;87;100,00
"A";2003;"MU";"Catalunya                ";8;"Barcelona";41;"Vallès Oriental               ";256;"Santa Maria de Martorelles              ";"";"";552;421;76,27;131;23,73;0;0,00;1;0,24;420;99,76;421;100,00
"A";2003;"MU";"Catalunya                ";8;"Barcelona";6;"Anoia                         ";257;"Santa Maria de Miralles                 ";"";"";96;78;81,25;18;18,75;2;2,56;0;0,00;76;97,44;76;97,44
"A";2003;"MU";"Catalunya                ";8;"Barcelona";7;"Bages                         ";258;"Santa Maria d'Oló                       ";"";"";887;736;82,98;151;17,02;0;0,00;7;0,95;729;99,05;736;100,00
"A";2003;"MU";"Catalunya                ";8;"Barcelona";41;"Vallès Oriental               ";259;"Santa Maria de Palautordera             ";"";"";5.582;3.878;69,47;1.704;30,53;17;0,44;40;1,03;3.821;98,53;3.861;99,56
"A";2003;"MU";"Catalunya                ";8;"Barcelona";40;"Vallès Occidental             ";260;"Santa Perpètua de Mogoda                ";"";"";16.698;9.136;54,71;7.562;45,29;22;0,24;65;0,71;9.049;99,05;9.114;99,76
"A";2003;"MU";"Catalunya                ";8;"Barcelona";21;"Maresme                       ";261;"Santa Susanna                           ";"";"";1.857;1.238;66,67;619;33,33;1;0,08;5;0,40;1.232;99,52;1.237;99,92
"A";2003;"MU";"Catalunya                ";8;"Barcelona";7;"Bages                         ";262;"Sant Vicenç de Castellet                ";"";"";6.175;3.866;62,61;2.309;37,39;7;0,18;32;0,83;3.827;98,99;3.859;99,82
"A";2003;"MU";"Catalunya                ";8;"Barcelona";11;"Baix Llobregat                ";263;"Sant Vicenç dels Horts                  ";"";"";20.309;11.072;54,52;9.237;45,48;24;0,22;93;0,84;10.955;98,94;11.048;99,78
"A";2003;"MU";"Catalunya                ";8;"Barcelona";21;"Maresme                       ";264;"Sant Vicenç de Montalt                  ";"";"";3.336;2.261;67,78;1.075;32,22;3;0,13;13;0,57;2.245;99,29;2.258;99,87
"A";2003;"MU";"Catalunya                ";8;"Barcelona";24;"Osona                         ";265;"Sant Vicenç de Torelló                  ";"";"";1.498;1.152;76,90;346;23,10;2;0,17;3;0,26;1.147;99,57;1.150;99,83
"A";2003;"MU";"Catalunya                ";8;"Barcelona";40;"Vallès Occidental             ";266;"Cerdanyola del Vallès                   ";"";"";43.907;26.985;61,46;16.922;38,54;30;0,11;305;1,13;26.650;98,76;26.955;99,89
"A";2003;"MU";"Catalunya                ";8;"Barcelona";40;"Vallès Occidental             ";267;"Sentmenat                               ";"";"";5.124;3.230;63,04;1.894;36,96;5;0,15;33;1,02;3.192;98,82;3.225;99,85
"A";2003;"MU";"Catalunya                ";8;"Barcelona";14;"Berguedà                      ";268;"Cercs                                   ";"";"";1.156;870;75,26;286;24,74;3;0,34;3;0,34;864;99,31;867;99,66
"A";2003;"MU";"Catalunya                ";8;"Barcelona";24;"Osona                         ";269;"Seva                                    ";"";"";2.239;1.721;76,86;518;23,14;3;0,17;4;0,23;1.714;99,59;1.718;99,83
"A";2003;"MU";"Catalunya                ";8;"Barcelona";17;"Garraf                        ";270;"Sitges                                  ";"";"";16.145;10.584;65,56;5.561;34,44;21;0,20;95;0,90;10.468;98,90;10.563;99,80
"A";2003;"MU";"Catalunya                ";8;"Barcelona";24;"Osona                         ";271;"Sobremunt                               ";"";"";69;44;63,77;25;36,23;0;0,00;0;0,00;44;100,00;44;100,00
"A";2003;"MU";"Catalunya                ";8;"Barcelona";24;"Osona                         ";272;"Sora                                    ";"";"";154;99;64,29;55;35,71;0;0,00;5;5,05;94;94,95;99;100,00
"A";2003;"MU";"Catalunya                ";8;"Barcelona";3;"Alt Penedès                   ";273;"Subirats                                ";"";"";2.125;1.558;73,32;567;26,68;16;1,03;5;0,32;1.537;98,65;1.542;98,97
"A";2003;"MU";"Catalunya                ";8;"Barcelona";7;"Bages                         ";274;"Súria                                   ";"";"";5.060;3.584;70,83;1.476;29,17;15;0,42;29;0,81;3.540;98,77;3.569;99,58
"A";2003;"MU";"Catalunya                ";8;"Barcelona";24;"Osona                         ";275;"Tavèrnoles                              ";"";"";233;194;83,26;39;16,74;0;0,00;3;1,55;191;98,45;194;100,00
"A";2003;"MU";"Catalunya                ";8;"Barcelona";41;"Vallès Oriental               ";276;"Tagamanent                              ";"";"";197;137;69,54;60;30,46;1;0,73;0;0,00;136;99,27;136;99,27
"A";2003;"MU";"Catalunya                ";8;"Barcelona";7;"Bages                         ";277;"Talamanca                               ";"";"";102;74;72,55;28;27,45;0;0,00;0;0,00;74;100,00;74;100,00
"A";2003;"MU";"Catalunya                ";8;"Barcelona";24;"Osona                         ";278;"Taradell                                ";"";"";4.239;3.137;74,00;1.102;26,00;6;0,19;24;0,77;3.107;99,04;3.131;99,81
"A";2003;"MU";"Catalunya                ";8;"Barcelona";40;"Vallès Occidental             ";279;"Terrassa                                ";"";"";143.267;84.436;58,94;58.831;41,06;184;0,22;719;0,85;83.533;98,93;84.252;99,78
"A";2003;"MU";"Catalunya                ";8;"Barcelona";24;"Osona                         ";280;"Tavertet                                ";"";"";127;100;78,74;27;21,26;0;0,00;0;0,00;100;100,00;100;100,00
"A";2003;"MU";"Catalunya                ";8;"Barcelona";21;"Maresme                       ";281;"Teià                                    ";"";"";4.425;3.191;72,11;1.234;27,89;4;0,13;32;1,00;3.155;98,87;3.187;99,87
"A";2003;"MU";"Catalunya                ";8;"Barcelona";21;"Maresme                       ";282;"Tiana                                   ";"";"";5.196;3.707;71,34;1.489;28,66;5;0,13;39;1,05;3.663;98,81;3.702;99,87
"A";2003;"MU";"Catalunya                ";8;"Barcelona";24;"Osona                         ";283;"Tona                                    ";"";"";5.162;3.668;71,06;1.494;28,94;15;0,41;30;0,82;3.623;98,77;3.653;99,59
"A";2003;"MU";"Catalunya                ";8;"Barcelona";21;"Maresme                       ";284;"Tordera                                 ";"";"";8.949;5.360;59,89;3.589;40,11;22;0,41;30;0,56;5.308;99,03;5.338;99,59
"A";2003;"MU";"Catalunya                ";8;"Barcelona";24;"Osona                         ";285;"Torelló                                 ";"";"";9.922;6.962;70,17;2.960;29,83;8;0,11;54;0,78;6.900;99,11;6.954;99,89
"A";2003;"MU";"Catalunya                ";8;"Barcelona";6;"Anoia                         ";286;"Torre de Claramunt, la                  ";"";"";2.234;1.327;59,40;907;40,60;5;0,38;12;0,90;1.310;98,72;1.322;99,62
"A";2003;"MU";"Catalunya                ";8;"Barcelona";3;"Alt Penedès                   ";287;"Torrelavit                              ";"";"";975;753;77,23;222;22,77;1;0,13;2;0,27;750;99,60;752;99,87
"A";2003;"MU";"Catalunya                ";8;"Barcelona";3;"Alt Penedès                   ";288;"Torrelles de Foix                       ";"";"";1.493;950;63,63;543;36,37;0;0,00;3;0,32;947;99,68;950;100,00
"A";2003;"MU";"Catalunya                ";8;"Barcelona";11;"Baix Llobregat                ";289;"Torrelles de Llobregat                  ";"";"";3.173;2.021;63,69;1.152;36,31;2;0,10;21;1,04;1.998;98,86;2.019;99,90
"A";2003;"MU";"Catalunya                ";8;"Barcelona";40;"Vallès Occidental             ";290;"Ullastrell                              ";"";"";1.089;813;74,66;276;25,34;2;0,25;3;0,37;808;99,38;811;99,75
"A";2003;"MU";"Catalunya                ";8;"Barcelona";40;"Vallès Occidental             ";291;"Vacarisses                              ";"";"";2.985;1.750;58,63;1.235;41,37;3;0,17;14;0,80;1.733;99,03;1.747;99,83
"A";2003;"MU";"Catalunya                ";8;"Barcelona";6;"Anoia                         ";292;"Vallbona d'Anoia                        ";"";"";916;660;72,05;256;27,95;3;0,45;2;0,30;655;99,24;657;99,55
"A";2003;"MU";"Catalunya                ";8;"Barcelona";14;"Berguedà                      ";293;"Vallcebre                               ";"";"";247;180;72,87;67;27,13;0;0,00;1;0,56;179;99,44;180;100,00
"A";2003;"MU";"Catalunya                ";8;"Barcelona";41;"Vallès Oriental               ";294;"Vallgorguina                            ";"";"";1.333;888;66,62;445;33,38;0;0,00;6;0,68;882;99,32;888;100,00
"A";2003;"MU";"Catalunya                ";8;"Barcelona";11;"Baix Llobregat                ";295;"Vallirana                               ";"";"";8.724;5.031;57,67;3.693;42,33;15;0,30;52;1,03;4.964;98,67;5.016;99,70
"A";2003;"MU";"Catalunya                ";8;"Barcelona";41;"Vallès Oriental               ";296;"Vallromanes                             ";"";"";1.283;922;71,86;361;28,14;1;0,11;7;0,76;914;99,13;921;99,89
"A";2003;"MU";"Catalunya                ";8;"Barcelona";6;"Anoia                         ";297;"Veciana                                 ";"";"";141;106;75,18;35;24,82;0;0,00;0;0,00;106;100,00;106;100,00
"A";2003;"MU";"Catalunya                ";8;"Barcelona";24;"Osona                         ";298;"Vic                                     ";"";"";25.324;18.079;71,39;7.245;28,61;41;0,23;136;0,75;17.902;99,02;18.038;99,77
"A";2003;"MU";"Catalunya                ";8;"Barcelona";14;"Berguedà                      ";299;"Vilada                                  ";"";"";465;349;75,05;116;24,95;0;0,00;5;1,43;344;98,57;349;100,00
"A";2003;"MU";"Catalunya                ";8;"Barcelona";40;"Vallès Occidental             ";300;"Viladecavalls                           ";"";"";5.216;3.175;60,87;2.041;39,13;4;0,13;27;0,85;3.144;99,02;3.171;99,87
"A";2003;"MU";"Catalunya                ";8;"Barcelona";11;"Baix Llobregat                ";301;"Viladecans                              ";"";"";46.503;25.328;54,47;21.175;45,53;62;0,24;218;0,86;25.048;98,89;25.266;99,76
"A";2003;"MU";"Catalunya                ";8;"Barcelona";6;"Anoia                         ";302;"Vilanova del Camí                       ";"";"";8.465;4.786;56,54;3.679;43,46;10;0,21;39;0,81;4.737;98,98;4.776;99,79
"A";2003;"MU";"Catalunya                ";8;"Barcelona";24;"Osona                         ";303;"Vilanova de Sau                         ";"";"";292;216;73,97;76;26,03;2;0,93;1;0,46;213;98,61;214;99,07
"A";2003;"MU";"Catalunya                ";8;"Barcelona";3;"Alt Penedès                   ";304;"Vilobí del Penedès                      ";"";"";789;613;77,69;176;22,31;3;0,49;4;0,65;606;98,86;610;99,51
"A";2003;"MU";"Catalunya                ";8;"Barcelona";3;"Alt Penedès                   ";305;"Vilafranca del Penedès                  ";"";"";25.597;17.236;67,34;8.361;32,66;48;0,28;116;0,67;17.072;99,05;17.188;99,72
"A";2003;"MU";"Catalunya                ";8;"Barcelona";41;"Vallès Oriental               ";306;"Vilalba Sasserra                        ";"";"";425;304;71,53;121;28,47;2;0,66;1;0,33;301;99,01;302;99,34
"A";2003;"MU";"Catalunya                ";8;"Barcelona";17;"Garraf                        ";307;"Vilanova i la Geltrú                    ";"";"";45.034;27.956;62,08;17.078;37,92;59;0,21;259;0,93;27.638;98,86;27.897;99,79
"A";2003;"MU";"Catalunya                ";8;"Barcelona";14;"Berguedà                      ";308;"Viver i Serrateix                       ";"";"";172;134;77,91;38;22,09;0;0,00;1;0,75;133;99,25;134;100,00
"A";2003;"MU";"Catalunya                ";8;"Barcelona";24;"Osona                         ";901;"Rupit i Pruit                           ";"";"";284;234;82,39;50;17,61;0;0,00;1;0,43;233;99,57;234;100,00
"A";2003;"MU";"Catalunya                ";8;"Barcelona";41;"Vallès Oriental               ";902;"Vilanova del Vallès                     ";"";"";2.257;1.452;64,33;805;35,67;0;0,00;7;0,48;1.445;99,52;1.452;100,00
"A";2003;"MU";"Catalunya                ";8;"Barcelona";14;"Berguedà                      ";903;"Sant Julià de Cerdanyola                ";"";"";214;184;85,98;30;14,02;0;0,00;1;0,54;183;99,46;184;100,00
"A";2003;"MU";"Catalunya                ";8;"Barcelona";40;"Vallès Occidental             ";904;"Badia del Vallès                        ";"";"";11.976;5.776;48,23;6.200;51,77;17;0,29;64;1,11;5.695;98,60;5.759;99,71
"A";2003;"MU";"Catalunya                ";8;"Barcelona";11;"Baix Llobregat                ";905;"Palma de Cervelló, la                   ";"";"";2.200;1.538;69,91;662;30,09;10;0,65;21;1,37;1.507;97,98;1.528;99,35
"A";2003;"MU";"Catalunya                ";8;"Barcelona";98;"Residents Absents             ";998;"Residents Absents                       ";"";"";75.401;13.571;18,00;61.830;82,00;52;0,38;39;0,29;13.480;99,33;13.519;99,62
"A";2003;"MU";"Catalunya                ";17;"Girona";2;"Alt Empordà                   ";1;"Agullana                                ";"";"";577;453;78,51;124;21,49;2;0,44;0;0,00;451;99,56;451;99,56
"A";2003;"MU";"Catalunya                ";17;"Girona";20;"Gironès                       ";2;"Aiguaviva                               ";"";"";484;353;72,93;131;27,07;0;0,00;3;0,85;350;99,15;353;100,00
"A";2003;"MU";"Catalunya                ";17;"Girona";2;"Alt Empordà                   ";3;"Albanyà                                 ";"";"";102;68;66,67;34;33,33;0;0,00;2;2,94;66;97,06;68;100,00
"A";2003;"MU";"Catalunya                ";17;"Girona";10;"Baix Empordà                  ";4;"Albons                                  ";"";"";465;333;71,61;132;28,39;1;0,30;5;1,50;327;98,20;332;99,70
"A";2003;"MU";"Catalunya                ";17;"Girona";2;"Alt Empordà                   ";5;"Far d'Empordà, el                       ";"";"";341;218;63,93;123;36,07;0;0,00;1;0,46;217;99,54;218;100,00
"A";2003;"MU";"Catalunya                ";17;"Girona";15;"Cerdanya                      ";6;"Alp                                     ";"";"";1.041;629;60,42;412;39,58;1;0,16;8;1,27;620;98,57;628;99,84
"A";2003;"MU";"Catalunya                ";17;"Girona";34;"Selva                         ";7;"Amer                                    ";"";"";1.832;1.410;76,97;422;23,03;10;0,71;9;0,64;1.391;98,65;1.400;99,29
"A";2003;"MU";"Catalunya                ";17;"Girona";34;"Selva                         ";8;"Anglès                                  ";"";"";3.899;2.563;65,73;1.336;34,27;6;0,23;13;0,51;2.544;99,26;2.557;99,77
"A";2003;"MU";"Catalunya                ";17;"Girona";34;"Selva                         ";9;"Arbúcies                                ";"";"";4.090;2.884;70,51;1.206;29,49;16;0,55;10;0,35;2.858;99,10;2.868;99,45
"A";2003;"MU";"Catalunya                ";17;"Girona";19;"Garrotxa                      ";10;"Argelaguer                              ";"";"";302;228;75,50;74;24,50;1;0,44;2;0,88;225;98,68;227;99,56
"A";2003;"MU";"Catalunya                ";17;"Girona";2;"Alt Empordà                   ";11;"Armentera, l'                           ";"";"";621;481;77,46;140;22,54;0;0,00;9;1,87;472;98,13;481;100,00
"A";2003;"MU";"Catalunya                ";17;"Girona";2;"Alt Empordà                   ";12;"Avinyonet de Puigventós                 ";"";"";788;461;58,50;327;41,50;2;0,43;5;1,08;454;98,48;459;99,57
"A";2003;"MU";"Catalunya                ";17;"Girona";10;"Baix Empordà                  ";13;"Begur                                   ";"";"";2.631;1.844;70,09;787;29,91;3;0,16;16;0,87;1.825;98,97;1.841;99,84
"A";2003;"MU";"Catalunya                ";17;"Girona";2;"Alt Empordà                   ";14;"Vajol, la                               ";"";"";76;61;80,26;15;19,74;0;0,00;2;3,28;59;96,72;61;100,00
"A";2003;"MU";"Catalunya                ";17;"Girona";28;"Pla de l'Estany               ";15;"Banyoles                                ";"";"";11.611;8.163;70,30;3.448;29,70;59;0,72;71;0,87;8.033;98,41;8.104;99,28
"A";2003;"MU";"Catalunya                ";17;"Girona";2;"Alt Empordà                   ";16;"Bàscara                                 ";"";"";717;531;74,06;186;25,94;0;0,00;5;0,94;526;99,06;531;100,00
"A";2003;"MU";"Catalunya                ";17;"Girona";10;"Baix Empordà                  ";18;"Bellcaire d'Empordà                     ";"";"";460;346;75,22;114;24,78;4;1,16;0;0,00;342;98,84;342;98,84
"A";2003;"MU";"Catalunya                ";17;"Girona";19;"Garrotxa                      ";19;"Besalú                                  ";"";"";1.770;1.378;77,85;392;22,15;10;0,73;11;0,80;1.357;98,48;1.368;99,27
"A";2003;"MU";"Catalunya                ";17;"Girona";20;"Gironès                       ";20;"Bescanó                                 ";"";"";2.863;2.124;74,19;739;25,81;2;0,09;17;0,80;2.105;99,11;2.122;99,91
"A";2003;"MU";"Catalunya                ";17;"Girona";19;"Garrotxa                      ";21;"Beuda                                   ";"";"";115;89;77,39;26;22,61;0;0,00;0;0,00;89;100,00;89;100,00
"A";2003;"MU";"Catalunya                ";17;"Girona";10;"Baix Empordà                  ";22;"Bisbal d'Empordà, la                    ";"";"";6.456;4.323;66,96;2.133;33,04;23;0,53;35;0,81;4.265;98,66;4.300;99,47
"A";2003;"MU";"Catalunya                ";17;"Girona";34;"Selva                         ";23;"Blanes                                  ";"";"";25.382;15.219;59,96;10.163;40,04;57;0,37;146;0,96;15.016;98,67;15.162;99,63
