ELECCIO;ANY;NIVELL;AUTONOMIA;CODI PROVÍNCIA;PROVÍNCIA;CODI COMARCA;COMARCA;CODI MUNICIPI;MUNICIPI;CODI DISTRICTE;NOM;SIGLES;PARTIT;VOTS PARTITS;% VOTS / VÀLIDS;ESCONS
A;2010;CO;Catalunya;;;24;Osona;;;;;U.C.E.     ;Unificació Comunista d'Espanya                    ;10;0,01;0
A;2010;CO;Catalunya;;;24;Osona;;;;;PDR.CAT;Pagesos per la Dignitat Rural Catalana;5;0,63;0
A;2010;CO;Catalunya;;;24;Osona;;;;;GLBTH/TSI;P.Gay, Lésbico, Bisexual, Transexual i Heterosexual;0;0,00;0
A;2010;CO;Catalunya;;;25;Pallars Jussà;;;;;CiU        ;Convergència i Unió                               ;2.949;46,10;0
A;2010;CO;Catalunya;;;25;Pallars Jussà;;;;;PSC-PSOE   ;Partit dels Socialistes de Catalunya-PSOE         ;1.284;20,07;0
A;2010;CO;Catalunya;;;25;Pallars Jussà;;;;;ERC        ;Esquerra Republicana de Catalunya                 ;592;9,25;0
A;2010;CO;Catalunya;;;25;Pallars Jussà;;;;;PP         ;Partit Popular                                    ;309;4,83;0
A;2010;CO;Catalunya;;;25;Pallars Jussà;;;;;RI.cat;Reagrupament Independentista;294;4,60;0
A;2010;CO;Catalunya;;;25;Pallars Jussà;;;;;ICV-EUiA   ;Iniciativa per Catalunya Verds - EUIA             ;245;3,83;0
A;2010;CO;Catalunya;;;25;Pallars Jussà;;;;;SI;Solidaritat Catalana per la Independència;204;3,19;0
A;2010;CO;Catalunya;;;25;Pallars Jussà;;;;;PxC        ;Plataforma per Catalunya                          ;70;1,09;0
A;2010;CO;Catalunya;;;25;Pallars Jussà;;;;;C's        ;Ciutadans-Partido de la Ciudadanía                ;57;0,89;0
A;2010;CO;Catalunya;;;25;Pallars Jussà;;;;;Eb-CenB;Escons en blanc-Ciudadanos en Blanco;30;0,47;0
A;2010;CO;Catalunya;;;25;Pallars Jussà;;;;;DES DE BAIX;Des de Baix;28;0,44;0
A;2010;CO;Catalunya;;;25;Pallars Jussà;;;;;EV-GVE      ;Els Verds - Grup Verd Europeu                     ;18;0,28;0
A;2010;CO;Catalunya;;;25;Pallars Jussà;;;;;PACMA;Partit Antitaurí Contra el Maltractament Animal;17;0,27;0
A;2010;CO;Catalunya;;;25;Pallars Jussà;;;;;PIRATA.CAT;Pirates de Catalunya;9;0,14;0
A;2010;CO;Catalunya;;;25;Pallars Jussà;;;;;PDLPEA     ;Partido de los Pensionistas en Acción             ;8;0,13;0
A;2010;CO;Catalunya;;;25;Pallars Jussà;;;;;BLOC.S.C;Bloc Sobiranista Català;7;0,11;0
A;2010;CO;Catalunya;;;25;Pallars Jussà;;;;;PCPC       ;Partit Comunista del Poble de Catalunya           ;7;0,11;0
A;2010;CO;Catalunya;;;25;Pallars Jussà;;;;;FE-JONS    ;Falange Española de las J.O.N.S.                  ;6;0,09;0
A;2010;CO;Catalunya;;;25;Pallars Jussà;;;;;PUM+J      ;Por un Mundo Más Justo                            ;5;0,08;0
A;2010;CO;Catalunya;;;25;Pallars Jussà;;;;;CORI;Coordinadora Reusenca Independent;5;0,08;0
A;2010;CO;Catalunya;;;25;Pallars Jussà;;;;;PxCat      ;Partit per Catalunya                              ;4;0,06;0
A;2010;CO;Catalunya;;;25;Pallars Jussà;;;;;UPyD;Unión, Progreso y Democracia;2;0,03;0
A;2010;CO;Catalunya;;;25;Pallars Jussà;;;;;CDS;Centro Democràtico y Social;1;0,02;0
A;2010;CO;Catalunya;;;25;Pallars Jussà;;;;;U.C.E.     ;Unificació Comunista d'Espanya                    ;1;0,02;0
A;2010;CO;Catalunya;;;25;Pallars Jussà;;;;;P.J.P;Partit de Justícia i Progrés;1;0,02;0
A;2010;CO;Catalunya;;;25;Pallars Jussà;;;;;MSR        ;Movimiento Social Republicano                     ;1;0,02;0
A;2010;CO;Catalunya;;;25;Pallars Jussà;;;;;PAR;Partido Aragonés;0;0,00;0
A;2010;CO;Catalunya;;;25;Pallars Jussà;;;;;PFiV       ;Partit Família i Vida                             ;0;0,00;0
A;2010;CO;Catalunya;;;25;Pallars Jussà;;;;;PH         ;Partit Humanista                                  ;0;0,00;0
A;2010;CO;Catalunya;;;26;Pallars Sobirà;;;;;CiU        ;Convergència i Unió                               ;1.780;49,69;0
A;2010;CO;Catalunya;;;26;Pallars Sobirà;;;;;PSC-PSOE   ;Partit dels Socialistes de Catalunya-PSOE         ;584;16,30;0
A;2010;CO;Catalunya;;;26;Pallars Sobirà;;;;;ERC        ;Esquerra Republicana de Catalunya                 ;401;11,19;0
A;2010;CO;Catalunya;;;26;Pallars Sobirà;;;;;ICV-EUiA   ;Iniciativa per Catalunya Verds - EUIA             ;192;5,36;0
A;2010;CO;Catalunya;;;26;Pallars Sobirà;;;;;PP         ;Partit Popular                                    ;149;4,16;0
A;2010;CO;Catalunya;;;26;Pallars Sobirà;;;;;SI;Solidaritat Catalana per la Independència;104;2,90;0
A;2010;CO;Catalunya;;;26;Pallars Sobirà;;;;;RI.cat;Reagrupament Independentista;96;2,68;0
A;2010;CO;Catalunya;;;26;Pallars Sobirà;;;;;Eb-CenB;Escons en blanc-Ciudadanos en Blanco;29;0,81;0
A;2010;CO;Catalunya;;;26;Pallars Sobirà;;;;;C's        ;Ciutadans-Partido de la Ciudadanía                ;25;0,70;0
A;2010;CO;Catalunya;;;26;Pallars Sobirà;;;;;DES DE BAIX;Des de Baix;25;0,70;0
A;2010;CO;Catalunya;;;26;Pallars Sobirà;;;;;PxC        ;Plataforma per Catalunya                          ;23;0,64;0
A;2010;CO;Catalunya;;;26;Pallars Sobirà;;;;;EV-GVE      ;Els Verds - Grup Verd Europeu                     ;13;0,36;0
A;2010;CO;Catalunya;;;26;Pallars Sobirà;;;;;BLOC.S.C;Bloc Sobiranista Català;8;0,22;0
A;2010;CO;Catalunya;;;26;Pallars Sobirà;;;;;PACMA;Partit Antitaurí Contra el Maltractament Animal;8;0,22;0
A;2010;CO;Catalunya;;;26;Pallars Sobirà;;;;;PIRATA.CAT;Pirates de Catalunya;7;0,20;0
A;2010;CO;Catalunya;;;26;Pallars Sobirà;;;;;PUM+J      ;Por un Mundo Más Justo                            ;6;0,17;0
A;2010;CO;Catalunya;;;26;Pallars Sobirà;;;;;PDLPEA     ;Partido de los Pensionistas en Acción             ;4;0,11;0
A;2010;CO;Catalunya;;;26;Pallars Sobirà;;;;;CORI;Coordinadora Reusenca Independent;2;0,06;0
A;2010;CO;Catalunya;;;26;Pallars Sobirà;;;;;PCPC       ;Partit Comunista del Poble de Catalunya           ;2;0,06;0
A;2010;CO;Catalunya;;;26;Pallars Sobirà;;;;;PAR;Partido Aragonés;1;0,03;0
A;2010;CO;Catalunya;;;26;Pallars Sobirà;;;;;PxCat      ;Partit per Catalunya                              ;1;0,03;0
A;2010;CO;Catalunya;;;26;Pallars Sobirà;;;;;P.J.P;Partit de Justícia i Progrés;1;0,03;0
A;2010;CO;Catalunya;;;26;Pallars Sobirà;;;;;FE-JONS    ;Falange Española de las J.O.N.S.                  ;1;0,03;0
A;2010;CO;Catalunya;;;26;Pallars Sobirà;;;;;PFiV       ;Partit Família i Vida                             ;1;0,03;0
A;2010;CO;Catalunya;;;26;Pallars Sobirà;;;;;MSR        ;Movimiento Social Republicano                     ;0;0,00;0
A;2010;CO;Catalunya;;;26;Pallars Sobirà;;;;;PH         ;Partit Humanista                                  ;0;0,00;0
A;2010;CO;Catalunya;;;26;Pallars Sobirà;;;;;CDS;Centro Democràtico y Social;0;0,00;0
A;2010;CO;Catalunya;;;26;Pallars Sobirà;;;;;U.C.E.     ;Unificació Comunista d'Espanya                    ;0;0,00;0
A;2010;CO;Catalunya;;;26;Pallars Sobirà;;;;;UPyD;Unión, Progreso y Democracia;0;0,00;0
A;2010;CO;Catalunya;;;27;Pla d'Urgell;;;;;CiU        ;Convergència i Unió                               ;8.169;50,70;0
A;2010;CO;Catalunya;;;27;Pla d'Urgell;;;;;PSC-PSOE   ;Partit dels Socialistes de Catalunya-PSOE         ;2.081;12,91;0
A;2010;CO;Catalunya;;;27;Pla d'Urgell;;;;;ERC        ;Esquerra Republicana de Catalunya                 ;1.560;9,68;0
A;2010;CO;Catalunya;;;27;Pla d'Urgell;;;;;PP         ;Partit Popular                                    ;1.104;6,85;0
A;2010;CO;Catalunya;;;27;Pla d'Urgell;;;;;SI;Solidaritat Catalana per la Independència;623;3,87;0
A;2010;CO;Catalunya;;;27;Pla d'Urgell;;;;;PxC        ;Plataforma per Catalunya                          ;513;3,18;0
A;2010;CO;Catalunya;;;27;Pla d'Urgell;;;;;ICV-EUiA   ;Iniciativa per Catalunya Verds - EUIA             ;492;3,05;0
A;2010;CO;Catalunya;;;27;Pla d'Urgell;;;;;RI.cat;Reagrupament Independentista;488;3,03;0
A;2010;CO;Catalunya;;;27;Pla d'Urgell;;;;;C's        ;Ciutadans-Partido de la Ciudadanía                ;172;1,07;0
A;2010;CO;Catalunya;;;27;Pla d'Urgell;;;;;Eb-CenB;Escons en blanc-Ciudadanos en Blanco;50;0,31;0
A;2010;CO;Catalunya;;;27;Pla d'Urgell;;;;;PACMA;Partit Antitaurí Contra el Maltractament Animal;45;0,28;0
A;2010;CO;Catalunya;;;27;Pla d'Urgell;;;;;EV-GVE      ;Els Verds - Grup Verd Europeu                     ;43;0,27;0
A;2010;CO;Catalunya;;;27;Pla d'Urgell;;;;;DES DE BAIX;Des de Baix;37;0,23;0
A;2010;CO;Catalunya;;;27;Pla d'Urgell;;;;;PxCat      ;Partit per Catalunya                              ;35;0,22;0
A;2010;CO;Catalunya;;;27;Pla d'Urgell;;;;;CORI;Coordinadora Reusenca Independent;28;0,17;0
A;2010;CO;Catalunya;;;27;Pla d'Urgell;;;;;PCPC       ;Partit Comunista del Poble de Catalunya           ;17;0,11;0
A;2010;CO;Catalunya;;;27;Pla d'Urgell;;;;;PIRATA.CAT;Pirates de Catalunya;16;0,10;0
A;2010;CO;Catalunya;;;27;Pla d'Urgell;;;;;BLOC.S.C;Bloc Sobiranista Català;15;0,09;0
A;2010;CO;Catalunya;;;27;Pla d'Urgell;;;;;U.C.E.     ;Unificació Comunista d'Espanya                    ;15;0,09;0
A;2010;CO;Catalunya;;;27;Pla d'Urgell;;;;;CDS;Centro Democràtico y Social;14;0,09;0
A;2010;CO;Catalunya;;;27;Pla d'Urgell;;;;;PFiV       ;Partit Família i Vida                             ;13;0,08;0
A;2010;CO;Catalunya;;;27;Pla d'Urgell;;;;;FE-JONS    ;Falange Española de las J.O.N.S.                  ;7;0,04;0
A;2010;CO;Catalunya;;;27;Pla d'Urgell;;;;;PUM+J      ;Por un Mundo Más Justo                            ;7;0,04;0
A;2010;CO;Catalunya;;;27;Pla d'Urgell;;;;;MSR        ;Movimiento Social Republicano                     ;5;0,03;0
A;2010;CO;Catalunya;;;27;Pla d'Urgell;;;;;PDLPEA     ;Partido de los Pensionistas en Acción             ;4;0,02;0
A;2010;CO;Catalunya;;;27;Pla d'Urgell;;;;;UPyD;Unión, Progreso y Democracia;4;0,02;0
A;2010;CO;Catalunya;;;27;Pla d'Urgell;;;;;PAR;Partido Aragonés;2;0,01;0
A;2010;CO;Catalunya;;;27;Pla d'Urgell;;;;;PH         ;Partit Humanista                                  ;0;0,00;0
A;2010;CO;Catalunya;;;27;Pla d'Urgell;;;;;P.J.P;Partit de Justícia i Progrés;0;0,00;0
A;2010;CO;Catalunya;;;28;Pla de l'Estany;;;;;CiU        ;Convergència i Unió                               ;7.081;50,20;0
A;2010;CO;Catalunya;;;28;Pla de l'Estany;;;;;ERC        ;Esquerra Republicana de Catalunya                 ;1.845;13,08;0
A;2010;CO;Catalunya;;;28;Pla de l'Estany;;;;;PSC-PSOE   ;Partit dels Socialistes de Catalunya-PSOE         ;1.139;8,07;0
A;2010;CO;Catalunya;;;28;Pla de l'Estany;;;;;RI.cat;Reagrupament Independentista;773;5,48;0
A;2010;CO;Catalunya;;;28;Pla de l'Estany;;;;;SI;Solidaritat Catalana per la Independència;759;5,38;0
A;2010;CO;Catalunya;;;28;Pla de l'Estany;;;;;ICV-EUiA   ;Iniciativa per Catalunya Verds - EUIA             ;690;4,89;0
A;2010;CO;Catalunya;;;28;Pla de l'Estany;;;;;PP         ;Partit Popular                                    ;624;4,42;0
A;2010;CO;Catalunya;;;28;Pla de l'Estany;;;;;PxC        ;Plataforma per Catalunya                          ;239;1,69;0
A;2010;CO;Catalunya;;;28;Pla de l'Estany;;;;;Eb-CenB;Escons en blanc-Ciudadanos en Blanco;130;0,92;0
A;2010;CO;Catalunya;;;28;Pla de l'Estany;;;;;C's        ;Ciutadans-Partido de la Ciudadanía                ;82;0,58;0
A;2010;CO;Catalunya;;;28;Pla de l'Estany;;;;;EV-GVE      ;Els Verds - Grup Verd Europeu                     ;65;0,46;0
A;2010;CO;Catalunya;;;28;Pla de l'Estany;;;;;PACMA;Partit Antitaurí Contra el Maltractament Animal;60;0,43;0
A;2010;CO;Catalunya;;;28;Pla de l'Estany;;;;;PDR.CAT;Pagesos per la Dignitat Rural Catalana;52;0,37;0
A;2010;CO;Catalunya;;;28;Pla de l'Estany;;;;;DES DE BAIX;Des de Baix;41;0,29;0
A;2010;CO;Catalunya;;;28;Pla de l'Estany;;;;;PIRATA.CAT;Pirates de Catalunya;34;0,24;0
A;2010;CO;Catalunya;;;28;Pla de l'Estany;;;;;GLBTH/TSI;P.Gay, Lésbico, Bisexual, Transexual i Heterosexual;15;0,11;0
A;2010;CO;Catalunya;;;28;Pla de l'Estany;;;;;CORI;Coordinadora Reusenca Independent;14;0,10;0
A;2010;CO;Catalunya;;;28;Pla de l'Estany;;;;;PFiV       ;Partit Família i Vida                             ;12;0,09;0
A;2010;CO;Catalunya;;;28;Pla de l'Estany;;;;;POSI       ;Partit Obrer Socialista Internacionalista         ;11;0,08;0
A;2010;CO;Catalunya;;;28;Pla de l'Estany;;;;;PRE-IR;Partit Republicà d'Esquerra-Izquierda Republicana;6;0,04;0
A;2010;CO;Catalunya;;;28;Pla de l'Estany;;;;;PCPC       ;Partit Comunista del Poble de Catalunya           ;6;0,04;0
A;2010;CO;Catalunya;;;28;Pla de l'Estany;;;;;MSR        ;Movimiento Social Republicano                     ;3;0,02;0
A;2010;CO;Catalunya;;;28;Pla de l'Estany;;;;;PDLPEA     ;Partido de los Pensionistas en Acción             ;2;0,01;0
A;2010;CO;Catalunya;;;28;Pla de l'Estany;;;;;FE-JONS    ;Falange Española de las J.O.N.S.                  ;2;0,01;0
A;2010;CO;Catalunya;;;28;Pla de l'Estany;;;;;UPyD;Unión, Progreso y Democracia;1;0,01;0
A;2010;CO;Catalunya;;;28;Pla de l'Estany;;;;;U.C.E.     ;Unificació Comunista d'Espanya                    ;0;0,00;0
A;2010;CO;Catalunya;;;29;Priorat;;;;;CiU        ;Convergència i Unió                               ;2.178;41,28;0
A;2010;CO;Catalunya;;;29;Priorat;;;;;PSC-PSOE   ;Partit dels Socialistes de Catalunya-PSOE         ;864;16,38;0
A;2010;CO;Catalunya;;;29;Priorat;;;;;ERC        ;Esquerra Republicana de Catalunya                 ;774;14,67;0
A;2010;CO;Catalunya;;;29;Priorat;;;;;SI;Solidaritat Catalana per la Independència;354;6,71;0
A;2010;CO;Catalunya;;;29;Priorat;;;;;ICV-EUiA   ;Iniciativa per Catalunya Verds - EUIA             ;307;5,82;0
A;2010;CO;Catalunya;;;29;Priorat;;;;;PP         ;Partit Popular                                    ;267;5,06;0
A;2010;CO;Catalunya;;;29;Priorat;;;;;RI.cat;Reagrupament Independentista;79;1,50;0
A;2010;CO;Catalunya;;;29;Priorat;;;;;PxC        ;Plataforma per Catalunya                          ;57;1,08;0
A;2010;CO;Catalunya;;;29;Priorat;;;;;CORI;Coordinadora Reusenca Independent;38;0,72;0
A;2010;CO;Catalunya;;;29;Priorat;;;;;C's        ;Ciutadans-Partido de la Ciudadanía                ;27;0,51;0
A;2010;CO;Catalunya;;;29;Priorat;;;;;Eb-CenB;Escons en blanc-Ciudadanos en Blanco;25;0,47;0
A;2010;CO;Catalunya;;;29;Priorat;;;;;PACMA;Partit Antitaurí Contra el Maltractament Animal;22;0,42;0
A;2010;CO;Catalunya;;;29;Priorat;;;;;EV-GVE      ;Els Verds - Grup Verd Europeu                     ;20;0,38;0
A;2010;CO;Catalunya;;;29;Priorat;;;;;PIRATA.CAT;Pirates de Catalunya;13;0,25;0
A;2010;CO;Catalunya;;;29;Priorat;;;;;DES DE BAIX;Des de Baix;13;0,25;0
A;2010;CO;Catalunya;;;29;Priorat;;;;;PRE-IR;Partit Republicà d'Esquerra-Izquierda Republicana;6;0,11;0
A;2010;CO;Catalunya;;;29;Priorat;;;;;FE-JONS    ;Falange Española de las J.O.N.S.                  ;5;0,09;0
A;2010;CO;Catalunya;;;29;Priorat;;;;;PDLPEA     ;Partido de los Pensionistas en Acción             ;5;0,09;0
A;2010;CO;Catalunya;;;29;Priorat;;;;;POSI       ;Partit Obrer Socialista Internacionalista         ;5;0,09;0
A;2010;CO;Catalunya;;;29;Priorat;;;;;GLBTH/TSI;P.Gay, Lésbico, Bisexual, Transexual i Heterosexual;3;0,06;0
A;2010;CO;Catalunya;;;29;Priorat;;;;;SAIn       ;Solidaridad y Autogestión Internacionalista       ;3;0,06;0
A;2010;CO;Catalunya;;;29;Priorat;;;;;PFiV       ;Partit Família i Vida                             ;2;0,04;0
A;2010;CO;Catalunya;;;29;Priorat;;;;;PCPC       ;Partit Comunista del Poble de Catalunya           ;2;0,04;0
A;2010;CO;Catalunya;;;29;Priorat;;;;;MSR        ;Movimiento Social Republicano                     ;1;0,02;0
A;2010;CO;Catalunya;;;29;Priorat;;;;;ALS;Alternativa Liberal Social;1;0,02;0
A;2010;CO;Catalunya;;;29;Priorat;;;;;DW;DemocraticaWeb;1;0,02;0
A;2010;CO;Catalunya;;;29;Priorat;;;;;UPyD;Unión, Progreso y Democracia;1;0,02;0
A;2010;CO;Catalunya;;;29;Priorat;;;;;PUM+J      ;Por un Mundo Más Justo                            ;1;0,02;0
A;2010;CO;Catalunya;;;29;Priorat;;;;;U.C.E.     ;Unificació Comunista d'Espanya                    ;0;0,00;0
A;2010;CO;Catalunya;;;29;Priorat;;;;;CDS;Centro Democràtico y Social;0;0,00;0
A;2010;CO;Catalunya;;;30;Ribera d'Ebre;;;;;CiU        ;Convergència i Unió                               ;4.667;42,46;0
A;2010;CO;Catalunya;;;30;Ribera d'Ebre;;;;;PSC-PSOE   ;Partit dels Socialistes de Catalunya-PSOE         ;2.046;18,61;0
A;2010;CO;Catalunya;;;30;Ribera d'Ebre;;;;;ERC        ;Esquerra Republicana de Catalunya                 ;1.503;13,67;0
A;2010;CO;Catalunya;;;30;Ribera d'Ebre;;;;;PP         ;Partit Popular                                    ;734;6,68;0
A;2010;CO;Catalunya;;;30;Ribera d'Ebre;;;;;ICV-EUiA   ;Iniciativa per Catalunya Verds - EUIA             ;630;5,73;0
A;2010;CO;Catalunya;;;30;Ribera d'Ebre;;;;;SI;Solidaritat Catalana per la Independència;487;4,43;0
A;2010;CO;Catalunya;;;30;Ribera d'Ebre;;;;;PxC        ;Plataforma per Catalunya                          ;166;1,51;0
A;2010;CO;Catalunya;;;30;Ribera d'Ebre;;;;;C's        ;Ciutadans-Partido de la Ciudadanía                ;89;0,81;0
A;2010;CO;Catalunya;;;30;Ribera d'Ebre;;;;;RI.cat;Reagrupament Independentista;83;0,76;0
A;2010;CO;Catalunya;;;30;Ribera d'Ebre;;;;;EV-GVE      ;Els Verds - Grup Verd Europeu                     ;41;0,37;0
A;2010;CO;Catalunya;;;30;Ribera d'Ebre;;;;;PIRATA.CAT;Pirates de Catalunya;34;0,31;0
A;2010;CO;Catalunya;;;30;Ribera d'Ebre;;;;;Eb-CenB;Escons en blanc-Ciudadanos en Blanco;31;0,28;0
A;2010;CO;Catalunya;;;30;Ribera d'Ebre;;;;;CORI;Coordinadora Reusenca Independent;28;0,25;0
A;2010;CO;Catalunya;;;30;Ribera d'Ebre;;;;;PACMA;Partit Antitaurí Contra el Maltractament Animal;22;0,20;0
A;2010;CO;Catalunya;;;30;Ribera d'Ebre;;;;;DES DE BAIX;Des de Baix;15;0,14;0
A;2010;CO;Catalunya;;;30;Ribera d'Ebre;;;;;PRE-IR;Partit Republicà d'Esquerra-Izquierda Republicana;12;0,11;0
A;2010;CO;Catalunya;;;30;Ribera d'Ebre;;;;;PCPC       ;Partit Comunista del Poble de Catalunya           ;11;0,10;0
A;2010;CO;Catalunya;;;30;Ribera d'Ebre;;;;;PFiV       ;Partit Família i Vida                             ;9;0,08;0
A;2010;CO;Catalunya;;;30;Ribera d'Ebre;;;;;POSI       ;Partit Obrer Socialista Internacionalista         ;9;0,08;0
A;2010;CO;Catalunya;;;30;Ribera d'Ebre;;;;;PDLPEA     ;Partido de los Pensionistas en Acción             ;8;0,07;0
A;2010;CO;Catalunya;;;30;Ribera d'Ebre;;;;;FE-JONS    ;Falange Española de las J.O.N.S.                  ;7;0,06;0
A;2010;CO;Catalunya;;;30;Ribera d'Ebre;;;;;UPyD;Unión, Progreso y Democracia;6;0,05;0
A;2010;CO;Catalunya;;;30;Ribera d'Ebre;;;;;PUM+J      ;Por un Mundo Más Justo                            ;4;0,04;0
A;2010;CO;Catalunya;;;30;Ribera d'Ebre;;;;;CDS;Centro Democràtico y Social;3;0,03;0
A;2010;CO;Catalunya;;;30;Ribera d'Ebre;;;;;GLBTH/TSI;P.Gay, Lésbico, Bisexual, Transexual i Heterosexual;3;0,03;0
A;2010;CO;Catalunya;;;30;Ribera d'Ebre;;;;;U.C.E.     ;Unificació Comunista d'Espanya                    ;2;0,02;0
A;2010;CO;Catalunya;;;30;Ribera d'Ebre;;;;;SAIn       ;Solidaridad y Autogestión Internacionalista       ;1;0,01;0
A;2010;CO;Catalunya;;;30;Ribera d'Ebre;;;;;DW;DemocraticaWeb;1;0,01;0
A;2010;CO;Catalunya;;;30;Ribera d'Ebre;;;;;MSR        ;Movimiento Social Republicano                     ;1;0,01;0
A;2010;CO;Catalunya;;;30;Ribera d'Ebre;;;;;ALS;Alternativa Liberal Social;0;0,00;0
A;2010;CO;Catalunya;;;31;Ripollès;;;;;CiU        ;Convergència i Unió                               ;6.982;51,02;0
A;2010;CO;Catalunya;;;31;Ripollès;;;;;PSC-PSOE   ;Partit dels Socialistes de Catalunya-PSOE         ;1.842;13,46;0
A;2010;CO;Catalunya;;;31;Ripollès;;;;;ERC        ;Esquerra Republicana de Catalunya                 ;1.427;10,43;0
A;2010;CO;Catalunya;;;31;Ripollès;;;;;PP         ;Partit Popular                                    ;658;4,81;0
A;2010;CO;Catalunya;;;31;Ripollès;;;;;SI;Solidaritat Catalana per la Independència;598;4,37;0
A;2010;CO;Catalunya;;;31;Ripollès;;;;;ICV-EUiA   ;Iniciativa per Catalunya Verds - EUIA             ;562;4,11;0
A;2010;CO;Catalunya;;;31;Ripollès;;;;;PxC        ;Plataforma per Catalunya                          ;401;2,93;0
A;2010;CO;Catalunya;;;31;Ripollès;;;;;RI.cat;Reagrupament Independentista;272;1,99;0
A;2010;CO;Catalunya;;;31;Ripollès;;;;;C's        ;Ciutadans-Partido de la Ciudadanía                ;139;1,02;0
A;2010;CO;Catalunya;;;31;Ripollès;;;;;Eb-CenB;Escons en blanc-Ciudadanos en Blanco;91;0,66;0
A;2010;CO;Catalunya;;;31;Ripollès;;;;;PDR.CAT;Pagesos per la Dignitat Rural Catalana;55;0,40;0
A;2010;CO;Catalunya;;;31;Ripollès;;;;;PACMA;Partit Antitaurí Contra el Maltractament Animal;53;0,39;0
A;2010;CO;Catalunya;;;31;Ripollès;;;;;EV-GVE      ;Els Verds - Grup Verd Europeu                     ;37;0,27;0
A;2010;CO;Catalunya;;;31;Ripollès;;;;;PIRATA.CAT;Pirates de Catalunya;30;0,22;0
A;2010;CO;Catalunya;;;31;Ripollès;;;;;CORI;Coordinadora Reusenca Independent;18;0,13;0
A;2010;CO;Catalunya;;;31;Ripollès;;;;;POSI       ;Partit Obrer Socialista Internacionalista         ;13;0,09;0
A;2010;CO;Catalunya;;;31;Ripollès;;;;;DES DE BAIX;Des de Baix;13;0,09;0
A;2010;CO;Catalunya;;;31;Ripollès;;;;;PFiV       ;Partit Família i Vida                             ;10;0,07;0
