ELECCIO;ANY;NIVELL;AUTONOMIA;CODI PROVÍNCIA;PROVÍNCIA;CODI COMARCA;COMARCA;CODI MUNICIPI;MUNICIPI;CODI DISTRICTE;DISTRICTE;SIGLES;PARTIT;VOTS PARTITS;% VOTS / VÀLIDS;ESCONS
A;1999;MU;Catalunya                ;43;Tarragona;16;Conca de Barberà              ;105;Piles, les                              ;;;PLN        ;Partit de la Llei Natural                         ;0;0,00;0
A;1999;MU;Catalunya                ;43;Tarragona;37;Terra Alta                    ;106;Pinell de Brai, el                      ;;;CiU        ;Convergència i Unió                               ;245;40,36;0
A;1999;MU;Catalunya                ;43;Tarragona;37;Terra Alta                    ;106;Pinell de Brai, el                      ;;;PSC-CC-IC-V;PSC-Ciutadans pel Canvi-IC-Verds                  ;230;37,89;0
A;1999;MU;Catalunya                ;43;Tarragona;37;Terra Alta                    ;106;Pinell de Brai, el                      ;;;PP         ;Partit Popular                                    ;68;11,20;0
A;1999;MU;Catalunya                ;43;Tarragona;37;Terra Alta                    ;106;Pinell de Brai, el                      ;;;ERC        ;Esquerra Republicana de Catalunya                 ;52;8,57;0
A;1999;MU;Catalunya                ;43;Tarragona;37;Terra Alta                    ;106;Pinell de Brai, el                      ;;;EV-CEC     ;Els Verds-Confederació Ecologista de Catalunya    ;4;0,66;0
A;1999;MU;Catalunya                ;43;Tarragona;37;Terra Alta                    ;106;Pinell de Brai, el                      ;;;EUiA       ;Esquerra Unida i Alternativa                      ;3;0,49;0
A;1999;MU;Catalunya                ;43;Tarragona;37;Terra Alta                    ;106;Pinell de Brai, el                      ;;;UNIC-FIC   ;Unió d'Independents Conca de Barberà-FIC          ;2;0,33;0
A;1999;MU;Catalunya                ;43;Tarragona;37;Terra Alta                    ;106;Pinell de Brai, el                      ;;;EV-AV      ;Els Verds-Alternativa Verda                       ;2;0,33;0
A;1999;MU;Catalunya                ;43;Tarragona;37;Terra Alta                    ;106;Pinell de Brai, el                      ;;;PE         ;Partit Espinaltià                                 ;0;0,00;0
A;1999;MU;Catalunya                ;43;Tarragona;37;Terra Alta                    ;106;Pinell de Brai, el                      ;;;PH         ;Partit Humanista de Catalunya                     ;0;0,00;0
A;1999;MU;Catalunya                ;43;Tarragona;37;Terra Alta                    ;106;Pinell de Brai, el                      ;;;E.CAT      ;Estat Català                                      ;0;0,00;0
A;1999;MU;Catalunya                ;43;Tarragona;37;Terra Alta                    ;106;Pinell de Brai, el                      ;;;P.DE.P     ;Partido Democrático del Pueblo                    ;0;0,00;0
A;1999;MU;Catalunya                ;43;Tarragona;37;Terra Alta                    ;106;Pinell de Brai, el                      ;;;PLN        ;Partit de la Llei Natural                         ;0;0,00;0
A;1999;MU;Catalunya                ;43;Tarragona;37;Terra Alta                    ;106;Pinell de Brai, el                      ;;;TPR        ;Trabajadores Públicos Rebotados                   ;0;0,00;0
A;1999;MU;Catalunya                ;43;Tarragona;16;Conca de Barberà              ;107;Pira                                    ;;;UNIC-FIC   ;Unió d'Independents Conca de Barberà-FIC          ;117;51,32;0
A;1999;MU;Catalunya                ;43;Tarragona;16;Conca de Barberà              ;107;Pira                                    ;;;CiU        ;Convergència i Unió                               ;63;27,63;0
A;1999;MU;Catalunya                ;43;Tarragona;16;Conca de Barberà              ;107;Pira                                    ;;;PSC-CC-IC-V;PSC-Ciutadans pel Canvi-IC-Verds                  ;23;10,09;0
A;1999;MU;Catalunya                ;43;Tarragona;16;Conca de Barberà              ;107;Pira                                    ;;;ERC        ;Esquerra Republicana de Catalunya                 ;20;8,77;0
A;1999;MU;Catalunya                ;43;Tarragona;16;Conca de Barberà              ;107;Pira                                    ;;;PP         ;Partit Popular                                    ;4;1,75;0
A;1999;MU;Catalunya                ;43;Tarragona;16;Conca de Barberà              ;107;Pira                                    ;;;TPR        ;Trabajadores Públicos Rebotados                   ;1;0,44;0
A;1999;MU;Catalunya                ;43;Tarragona;16;Conca de Barberà              ;107;Pira                                    ;;;EV-CEC     ;Els Verds-Confederació Ecologista de Catalunya    ;0;0,00;0
A;1999;MU;Catalunya                ;43;Tarragona;16;Conca de Barberà              ;107;Pira                                    ;;;P.DE.P     ;Partido Democrático del Pueblo                    ;0;0,00;0
A;1999;MU;Catalunya                ;43;Tarragona;16;Conca de Barberà              ;107;Pira                                    ;;;E.CAT      ;Estat Català                                      ;0;0,00;0
A;1999;MU;Catalunya                ;43;Tarragona;16;Conca de Barberà              ;107;Pira                                    ;;;PH         ;Partit Humanista de Catalunya                     ;0;0,00;0
A;1999;MU;Catalunya                ;43;Tarragona;16;Conca de Barberà              ;107;Pira                                    ;;;EUiA       ;Esquerra Unida i Alternativa                      ;0;0,00;0
A;1999;MU;Catalunya                ;43;Tarragona;16;Conca de Barberà              ;107;Pira                                    ;;;PE         ;Partit Espinaltià                                 ;0;0,00;0
A;1999;MU;Catalunya                ;43;Tarragona;16;Conca de Barberà              ;107;Pira                                    ;;;EV-AV      ;Els Verds-Alternativa Verda                       ;0;0,00;0
A;1999;MU;Catalunya                ;43;Tarragona;16;Conca de Barberà              ;107;Pira                                    ;;;PLN        ;Partit de la Llei Natural                         ;0;0,00;0
A;1999;MU;Catalunya                ;43;Tarragona;1;Alt Camp                      ;108;Pla de Santa Maria, el                  ;;;CiU        ;Convergència i Unió                               ;370;40,88;0
A;1999;MU;Catalunya                ;43;Tarragona;1;Alt Camp                      ;108;Pla de Santa Maria, el                  ;;;ERC        ;Esquerra Republicana de Catalunya                 ;247;27,29;0
A;1999;MU;Catalunya                ;43;Tarragona;1;Alt Camp                      ;108;Pla de Santa Maria, el                  ;;;PSC-CC-IC-V;PSC-Ciutadans pel Canvi-IC-Verds                  ;193;21,33;0
A;1999;MU;Catalunya                ;43;Tarragona;1;Alt Camp                      ;108;Pla de Santa Maria, el                  ;;;PP         ;Partit Popular                                    ;49;5,41;0
A;1999;MU;Catalunya                ;43;Tarragona;1;Alt Camp                      ;108;Pla de Santa Maria, el                  ;;;UNIC-FIC   ;Unió d'Independents Conca de Barberà-FIC          ;33;3,65;0
A;1999;MU;Catalunya                ;43;Tarragona;1;Alt Camp                      ;108;Pla de Santa Maria, el                  ;;;EV-CEC     ;Els Verds-Confederació Ecologista de Catalunya    ;5;0,55;0
A;1999;MU;Catalunya                ;43;Tarragona;1;Alt Camp                      ;108;Pla de Santa Maria, el                  ;;;EV-AV      ;Els Verds-Alternativa Verda                       ;4;0,44;0
A;1999;MU;Catalunya                ;43;Tarragona;1;Alt Camp                      ;108;Pla de Santa Maria, el                  ;;;P.DE.P     ;Partido Democrático del Pueblo                    ;1;0,11;0
A;1999;MU;Catalunya                ;43;Tarragona;1;Alt Camp                      ;108;Pla de Santa Maria, el                  ;;;PE         ;Partit Espinaltià                                 ;1;0,11;0
A;1999;MU;Catalunya                ;43;Tarragona;1;Alt Camp                      ;108;Pla de Santa Maria, el                  ;;;E.CAT      ;Estat Català                                      ;1;0,11;0
A;1999;MU;Catalunya                ;43;Tarragona;1;Alt Camp                      ;108;Pla de Santa Maria, el                  ;;;PH         ;Partit Humanista de Catalunya                     ;0;0,00;0
A;1999;MU;Catalunya                ;43;Tarragona;1;Alt Camp                      ;108;Pla de Santa Maria, el                  ;;;TPR        ;Trabajadores Públicos Rebotados                   ;0;0,00;0
A;1999;MU;Catalunya                ;43;Tarragona;1;Alt Camp                      ;108;Pla de Santa Maria, el                  ;;;EUiA       ;Esquerra Unida i Alternativa                      ;0;0,00;0
A;1999;MU;Catalunya                ;43;Tarragona;1;Alt Camp                      ;108;Pla de Santa Maria, el                  ;;;PLN        ;Partit de la Llei Natural                         ;0;0,00;0
A;1999;MU;Catalunya                ;43;Tarragona;36;Tarragonès                    ;109;Pobla de Mafumet, la                    ;;;CiU        ;Convergència i Unió                               ;254;45,12;0
A;1999;MU;Catalunya                ;43;Tarragona;36;Tarragonès                    ;109;Pobla de Mafumet, la                    ;;;PSC-CC-IC-V;PSC-Ciutadans pel Canvi-IC-Verds                  ;173;30,73;0
A;1999;MU;Catalunya                ;43;Tarragona;36;Tarragonès                    ;109;Pobla de Mafumet, la                    ;;;PP         ;Partit Popular                                    ;70;12,43;0
A;1999;MU;Catalunya                ;43;Tarragona;36;Tarragonès                    ;109;Pobla de Mafumet, la                    ;;;ERC        ;Esquerra Republicana de Catalunya                 ;48;8,53;0
A;1999;MU;Catalunya                ;43;Tarragona;36;Tarragonès                    ;109;Pobla de Mafumet, la                    ;;;EV-CEC     ;Els Verds-Confederació Ecologista de Catalunya    ;8;1,42;0
A;1999;MU;Catalunya                ;43;Tarragona;36;Tarragonès                    ;109;Pobla de Mafumet, la                    ;;;UNIC-FIC   ;Unió d'Independents Conca de Barberà-FIC          ;2;0,36;0
A;1999;MU;Catalunya                ;43;Tarragona;36;Tarragonès                    ;109;Pobla de Mafumet, la                    ;;;EV-AV      ;Els Verds-Alternativa Verda                       ;2;0,36;0
A;1999;MU;Catalunya                ;43;Tarragona;36;Tarragonès                    ;109;Pobla de Mafumet, la                    ;;;PLN        ;Partit de la Llei Natural                         ;0;0,00;0
A;1999;MU;Catalunya                ;43;Tarragona;36;Tarragonès                    ;109;Pobla de Mafumet, la                    ;;;PE         ;Partit Espinaltià                                 ;0;0,00;0
A;1999;MU;Catalunya                ;43;Tarragona;36;Tarragonès                    ;109;Pobla de Mafumet, la                    ;;;EUiA       ;Esquerra Unida i Alternativa                      ;0;0,00;0
A;1999;MU;Catalunya                ;43;Tarragona;36;Tarragonès                    ;109;Pobla de Mafumet, la                    ;;;P.DE.P     ;Partido Democrático del Pueblo                    ;0;0,00;0
A;1999;MU;Catalunya                ;43;Tarragona;36;Tarragonès                    ;109;Pobla de Mafumet, la                    ;;;PH         ;Partit Humanista de Catalunya                     ;0;0,00;0
A;1999;MU;Catalunya                ;43;Tarragona;36;Tarragonès                    ;109;Pobla de Mafumet, la                    ;;;E.CAT      ;Estat Català                                      ;0;0,00;0
A;1999;MU;Catalunya                ;43;Tarragona;36;Tarragonès                    ;109;Pobla de Mafumet, la                    ;;;TPR        ;Trabajadores Públicos Rebotados                   ;0;0,00;0
A;1999;MU;Catalunya                ;43;Tarragona;37;Terra Alta                    ;110;Pobla de Massaluca, la                  ;;;CiU        ;Convergència i Unió                               ;144;59,02;0
A;1999;MU;Catalunya                ;43;Tarragona;37;Terra Alta                    ;110;Pobla de Massaluca, la                  ;;;PSC-CC-IC-V;PSC-Ciutadans pel Canvi-IC-Verds                  ;73;29,92;0
A;1999;MU;Catalunya                ;43;Tarragona;37;Terra Alta                    ;110;Pobla de Massaluca, la                  ;;;PP         ;Partit Popular                                    ;14;5,74;0
A;1999;MU;Catalunya                ;43;Tarragona;37;Terra Alta                    ;110;Pobla de Massaluca, la                  ;;;ERC        ;Esquerra Republicana de Catalunya                 ;8;3,28;0
A;1999;MU;Catalunya                ;43;Tarragona;37;Terra Alta                    ;110;Pobla de Massaluca, la                  ;;;EV-CEC     ;Els Verds-Confederació Ecologista de Catalunya    ;1;0,41;0
A;1999;MU;Catalunya                ;43;Tarragona;37;Terra Alta                    ;110;Pobla de Massaluca, la                  ;;;EUiA       ;Esquerra Unida i Alternativa                      ;1;0,41;0
A;1999;MU;Catalunya                ;43;Tarragona;37;Terra Alta                    ;110;Pobla de Massaluca, la                  ;;;PLN        ;Partit de la Llei Natural                         ;1;0,41;0
A;1999;MU;Catalunya                ;43;Tarragona;37;Terra Alta                    ;110;Pobla de Massaluca, la                  ;;;PE         ;Partit Espinaltià                                 ;0;0,00;0
A;1999;MU;Catalunya                ;43;Tarragona;37;Terra Alta                    ;110;Pobla de Massaluca, la                  ;;;E.CAT      ;Estat Català                                      ;0;0,00;0
A;1999;MU;Catalunya                ;43;Tarragona;37;Terra Alta                    ;110;Pobla de Massaluca, la                  ;;;PH         ;Partit Humanista de Catalunya                     ;0;0,00;0
A;1999;MU;Catalunya                ;43;Tarragona;37;Terra Alta                    ;110;Pobla de Massaluca, la                  ;;;EV-AV      ;Els Verds-Alternativa Verda                       ;0;0,00;0
A;1999;MU;Catalunya                ;43;Tarragona;37;Terra Alta                    ;110;Pobla de Massaluca, la                  ;;;TPR        ;Trabajadores Públicos Rebotados                   ;0;0,00;0
A;1999;MU;Catalunya                ;43;Tarragona;37;Terra Alta                    ;110;Pobla de Massaluca, la                  ;;;UNIC-FIC   ;Unió d'Independents Conca de Barberà-FIC          ;0;0,00;0
A;1999;MU;Catalunya                ;43;Tarragona;37;Terra Alta                    ;110;Pobla de Massaluca, la                  ;;;P.DE.P     ;Partido Democrático del Pueblo                    ;0;0,00;0
A;1999;MU;Catalunya                ;43;Tarragona;36;Tarragonès                    ;111;Pobla de Montornès, la                  ;;;CiU        ;Convergència i Unió                               ;290;45,74;0
A;1999;MU;Catalunya                ;43;Tarragona;36;Tarragonès                    ;111;Pobla de Montornès, la                  ;;;PSC-CC-IC-V;PSC-Ciutadans pel Canvi-IC-Verds                  ;189;29,81;0
A;1999;MU;Catalunya                ;43;Tarragona;36;Tarragonès                    ;111;Pobla de Montornès, la                  ;;;ERC        ;Esquerra Republicana de Catalunya                 ;82;12,93;0
A;1999;MU;Catalunya                ;43;Tarragona;36;Tarragonès                    ;111;Pobla de Montornès, la                  ;;;PP         ;Partit Popular                                    ;55;8,68;0
A;1999;MU;Catalunya                ;43;Tarragona;36;Tarragonès                    ;111;Pobla de Montornès, la                  ;;;EV-CEC     ;Els Verds-Confederació Ecologista de Catalunya    ;7;1,10;0
A;1999;MU;Catalunya                ;43;Tarragona;36;Tarragonès                    ;111;Pobla de Montornès, la                  ;;;EUiA       ;Esquerra Unida i Alternativa                      ;3;0,47;0
A;1999;MU;Catalunya                ;43;Tarragona;36;Tarragonès                    ;111;Pobla de Montornès, la                  ;;;P.DE.P     ;Partido Democrático del Pueblo                    ;2;0,32;0
A;1999;MU;Catalunya                ;43;Tarragona;36;Tarragonès                    ;111;Pobla de Montornès, la                  ;;;EV-AV      ;Els Verds-Alternativa Verda                       ;1;0,16;0
A;1999;MU;Catalunya                ;43;Tarragona;36;Tarragonès                    ;111;Pobla de Montornès, la                  ;;;PE         ;Partit Espinaltià                                 ;1;0,16;0
A;1999;MU;Catalunya                ;43;Tarragona;36;Tarragonès                    ;111;Pobla de Montornès, la                  ;;;PH         ;Partit Humanista de Catalunya                     ;1;0,16;0
A;1999;MU;Catalunya                ;43;Tarragona;36;Tarragonès                    ;111;Pobla de Montornès, la                  ;;;E.CAT      ;Estat Català                                      ;0;0,00;0
A;1999;MU;Catalunya                ;43;Tarragona;36;Tarragonès                    ;111;Pobla de Montornès, la                  ;;;PLN        ;Partit de la Llei Natural                         ;0;0,00;0
A;1999;MU;Catalunya                ;43;Tarragona;36;Tarragonès                    ;111;Pobla de Montornès, la                  ;;;TPR        ;Trabajadores Públicos Rebotados                   ;0;0,00;0
A;1999;MU;Catalunya                ;43;Tarragona;36;Tarragonès                    ;111;Pobla de Montornès, la                  ;;;UNIC-FIC   ;Unió d'Independents Conca de Barberà-FIC          ;0;0,00;0
A;1999;MU;Catalunya                ;43;Tarragona;29;Priorat                       ;112;Poboleda                                ;;;CiU        ;Convergència i Unió                               ;67;37,43;0
A;1999;MU;Catalunya                ;43;Tarragona;29;Priorat                       ;112;Poboleda                                ;;;PSC-CC-IC-V;PSC-Ciutadans pel Canvi-IC-Verds                  ;59;32,96;0
A;1999;MU;Catalunya                ;43;Tarragona;29;Priorat                       ;112;Poboleda                                ;;;ERC        ;Esquerra Republicana de Catalunya                 ;50;27,93;0
A;1999;MU;Catalunya                ;43;Tarragona;29;Priorat                       ;112;Poboleda                                ;;;PP         ;Partit Popular                                    ;2;1,12;0
A;1999;MU;Catalunya                ;43;Tarragona;29;Priorat                       ;112;Poboleda                                ;;;EV-AV      ;Els Verds-Alternativa Verda                       ;1;0,56;0
A;1999;MU;Catalunya                ;43;Tarragona;29;Priorat                       ;112;Poboleda                                ;;;TPR        ;Trabajadores Públicos Rebotados                   ;0;0,00;0
A;1999;MU;Catalunya                ;43;Tarragona;29;Priorat                       ;112;Poboleda                                ;;;PE         ;Partit Espinaltià                                 ;0;0,00;0
A;1999;MU;Catalunya                ;43;Tarragona;29;Priorat                       ;112;Poboleda                                ;;;PLN        ;Partit de la Llei Natural                         ;0;0,00;0
A;1999;MU;Catalunya                ;43;Tarragona;29;Priorat                       ;112;Poboleda                                ;;;EV-CEC     ;Els Verds-Confederació Ecologista de Catalunya    ;0;0,00;0
A;1999;MU;Catalunya                ;43;Tarragona;29;Priorat                       ;112;Poboleda                                ;;;P.DE.P     ;Partido Democrático del Pueblo                    ;0;0,00;0
A;1999;MU;Catalunya                ;43;Tarragona;29;Priorat                       ;112;Poboleda                                ;;;UNIC-FIC   ;Unió d'Independents Conca de Barberà-FIC          ;0;0,00;0
A;1999;MU;Catalunya                ;43;Tarragona;29;Priorat                       ;112;Poboleda                                ;;;EUiA       ;Esquerra Unida i Alternativa                      ;0;0,00;0
A;1999;MU;Catalunya                ;43;Tarragona;29;Priorat                       ;112;Poboleda                                ;;;PH         ;Partit Humanista de Catalunya                     ;0;0,00;0
A;1999;MU;Catalunya                ;43;Tarragona;29;Priorat                       ;112;Poboleda                                ;;;E.CAT      ;Estat Català                                      ;0;0,00;0
A;1999;MU;Catalunya                ;43;Tarragona;1;Alt Camp                      ;113;Pont d'Armentera, el                    ;;;CiU        ;Convergència i Unió                               ;200;53,33;0
A;1999;MU;Catalunya                ;43;Tarragona;1;Alt Camp                      ;113;Pont d'Armentera, el                    ;;;PSC-CC-IC-V;PSC-Ciutadans pel Canvi-IC-Verds                  ;93;24,80;0
A;1999;MU;Catalunya                ;43;Tarragona;1;Alt Camp                      ;113;Pont d'Armentera, el                    ;;;ERC        ;Esquerra Republicana de Catalunya                 ;44;11,73;0
A;1999;MU;Catalunya                ;43;Tarragona;1;Alt Camp                      ;113;Pont d'Armentera, el                    ;;;PP         ;Partit Popular                                    ;28;7,47;0
A;1999;MU;Catalunya                ;43;Tarragona;1;Alt Camp                      ;113;Pont d'Armentera, el                    ;;;EV-AV      ;Els Verds-Alternativa Verda                       ;2;0,53;0
A;1999;MU;Catalunya                ;43;Tarragona;1;Alt Camp                      ;113;Pont d'Armentera, el                    ;;;PH         ;Partit Humanista de Catalunya                     ;1;0,27;0
A;1999;MU;Catalunya                ;43;Tarragona;1;Alt Camp                      ;113;Pont d'Armentera, el                    ;;;P.DE.P     ;Partido Democrático del Pueblo                    ;0;0,00;0
A;1999;MU;Catalunya                ;43;Tarragona;1;Alt Camp                      ;113;Pont d'Armentera, el                    ;;;EV-CEC     ;Els Verds-Confederació Ecologista de Catalunya    ;0;0,00;0
A;1999;MU;Catalunya                ;43;Tarragona;1;Alt Camp                      ;113;Pont d'Armentera, el                    ;;;PLN        ;Partit de la Llei Natural                         ;0;0,00;0
A;1999;MU;Catalunya                ;43;Tarragona;1;Alt Camp                      ;113;Pont d'Armentera, el                    ;;;UNIC-FIC   ;Unió d'Independents Conca de Barberà-FIC          ;0;0,00;0
A;1999;MU;Catalunya                ;43;Tarragona;1;Alt Camp                      ;113;Pont d'Armentera, el                    ;;;TPR        ;Trabajadores Públicos Rebotados                   ;0;0,00;0
A;1999;MU;Catalunya                ;43;Tarragona;1;Alt Camp                      ;113;Pont d'Armentera, el                    ;;;PE         ;Partit Espinaltià                                 ;0;0,00;0
A;1999;MU;Catalunya                ;43;Tarragona;1;Alt Camp                      ;113;Pont d'Armentera, el                    ;;;EUiA       ;Esquerra Unida i Alternativa                      ;0;0,00;0
A;1999;MU;Catalunya                ;43;Tarragona;1;Alt Camp                      ;113;Pont d'Armentera, el                    ;;;E.CAT      ;Estat Català                                      ;0;0,00;0
A;1999;MU;Catalunya                ;43;Tarragona;29;Priorat                       ;114;Porrera                                 ;;;PSC-CC-IC-V;PSC-Ciutadans pel Canvi-IC-Verds                  ;109;50,23;0
A;1999;MU;Catalunya                ;43;Tarragona;29;Priorat                       ;114;Porrera                                 ;;;CiU        ;Convergència i Unió                               ;49;22,58;0
A;1999;MU;Catalunya                ;43;Tarragona;29;Priorat                       ;114;Porrera                                 ;;;ERC        ;Esquerra Republicana de Catalunya                 ;38;17,51;0
A;1999;MU;Catalunya                ;43;Tarragona;29;Priorat                       ;114;Porrera                                 ;;;PP         ;Partit Popular                                    ;13;5,99;0
A;1999;MU;Catalunya                ;43;Tarragona;29;Priorat                       ;114;Porrera                                 ;;;EUiA       ;Esquerra Unida i Alternativa                      ;4;1,84;0
A;1999;MU;Catalunya                ;43;Tarragona;29;Priorat                       ;114;Porrera                                 ;;;TPR        ;Trabajadores Públicos Rebotados                   ;1;0,46;0
A;1999;MU;Catalunya                ;43;Tarragona;29;Priorat                       ;114;Porrera                                 ;;;E.CAT      ;Estat Català                                      ;1;0,46;0
A;1999;MU;Catalunya                ;43;Tarragona;29;Priorat                       ;114;Porrera                                 ;;;UNIC-FIC   ;Unió d'Independents Conca de Barberà-FIC          ;0;0,00;0
A;1999;MU;Catalunya                ;43;Tarragona;29;Priorat                       ;114;Porrera                                 ;;;P.DE.P     ;Partido Democrático del Pueblo                    ;0;0,00;0
A;1999;MU;Catalunya                ;43;Tarragona;29;Priorat                       ;114;Porrera                                 ;;;PE         ;Partit Espinaltià                                 ;0;0,00;0
A;1999;MU;Catalunya                ;43;Tarragona;29;Priorat                       ;114;Porrera                                 ;;;PH         ;Partit Humanista de Catalunya                     ;0;0,00;0
A;1999;MU;Catalunya                ;43;Tarragona;29;Priorat                       ;114;Porrera                                 ;;;PLN        ;Partit de la Llei Natural                         ;0;0,00;0
A;1999;MU;Catalunya                ;43;Tarragona;29;Priorat                       ;114;Porrera                                 ;;;EV-CEC     ;Els Verds-Confederació Ecologista de Catalunya    ;0;0,00;0
A;1999;MU;Catalunya                ;43;Tarragona;29;Priorat                       ;114;Porrera                                 ;;;EV-AV      ;Els Verds-Alternativa Verda                       ;0;0,00;0
A;1999;MU;Catalunya                ;43;Tarragona;29;Priorat                       ;115;Pradell de la Teixeta                   ;;;CiU        ;Convergència i Unió                               ;50;38,76;0
A;1999;MU;Catalunya                ;43;Tarragona;29;Priorat                       ;115;Pradell de la Teixeta                   ;;;PSC-CC-IC-V;PSC-Ciutadans pel Canvi-IC-Verds                  ;36;27,91;0
A;1999;MU;Catalunya                ;43;Tarragona;29;Priorat                       ;115;Pradell de la Teixeta                   ;;;ERC        ;Esquerra Republicana de Catalunya                 ;35;27,13;0
A;1999;MU;Catalunya                ;43;Tarragona;29;Priorat                       ;115;Pradell de la Teixeta                   ;;;PP         ;Partit Popular                                    ;2;1,55;0
A;1999;MU;Catalunya                ;43;Tarragona;29;Priorat                       ;115;Pradell de la Teixeta                   ;;;TPR        ;Trabajadores Públicos Rebotados                   ;1;0,78;0
A;1999;MU;Catalunya                ;43;Tarragona;29;Priorat                       ;115;Pradell de la Teixeta                   ;;;PE         ;Partit Espinaltià                                 ;1;0,78;0
A;1999;MU;Catalunya                ;43;Tarragona;29;Priorat                       ;115;Pradell de la Teixeta                   ;;;EV-CEC     ;Els Verds-Confederació Ecologista de Catalunya    ;1;0,78;0
A;1999;MU;Catalunya                ;43;Tarragona;29;Priorat                       ;115;Pradell de la Teixeta                   ;;;EV-AV      ;Els Verds-Alternativa Verda                       ;1;0,78;0
A;1999;MU;Catalunya                ;43;Tarragona;29;Priorat                       ;115;Pradell de la Teixeta                   ;;;UNIC-FIC   ;Unió d'Independents Conca de Barberà-FIC          ;0;0,00;0
A;1999;MU;Catalunya                ;43;Tarragona;29;Priorat                       ;115;Pradell de la Teixeta                   ;;;P.DE.P     ;Partido Democrático del Pueblo                    ;0;0,00;0
A;1999;MU;Catalunya                ;43;Tarragona;29;Priorat                       ;115;Pradell de la Teixeta                   ;;;E.CAT      ;Estat Català                                      ;0;0,00;0
A;1999;MU;Catalunya                ;43;Tarragona;29;Priorat                       ;115;Pradell de la Teixeta                   ;;;PLN        ;Partit de la Llei Natural                         ;0;0,00;0
A;1999;MU;Catalunya                ;43;Tarragona;29;Priorat                       ;115;Pradell de la Teixeta                   ;;;EUiA       ;Esquerra Unida i Alternativa                      ;0;0,00;0
A;1999;MU;Catalunya                ;43;Tarragona;29;Priorat                       ;115;Pradell de la Teixeta                   ;;;PH         ;Partit Humanista de Catalunya                     ;0;0,00;0
A;1999;MU;Catalunya                ;43;Tarragona;8;Baix Camp                     ;116;Prades                                  ;;;CiU        ;Convergència i Unió                               ;145;46,93;0
A;1999;MU;Catalunya                ;43;Tarragona;8;Baix Camp                     ;116;Prades                                  ;;;PSC-CC-IC-V;PSC-Ciutadans pel Canvi-IC-Verds                  ;88;28,48;0
A;1999;MU;Catalunya                ;43;Tarragona;8;Baix Camp                     ;116;Prades                                  ;;;ERC        ;Esquerra Republicana de Catalunya                 ;64;20,71;0
A;1999;MU;Catalunya                ;43;Tarragona;8;Baix Camp                     ;116;Prades                                  ;;;PP         ;Partit Popular                                    ;8;2,59;0
A;1999;MU;Catalunya                ;43;Tarragona;8;Baix Camp                     ;116;Prades                                  ;;;EUiA       ;Esquerra Unida i Alternativa                      ;1;0,32;0
A;1999;MU;Catalunya                ;43;Tarragona;8;Baix Camp                     ;116;Prades                                  ;;;UNIC-FIC   ;Unió d'Independents Conca de Barberà-FIC          ;1;0,32;0
A;1999;MU;Catalunya                ;43;Tarragona;8;Baix Camp                     ;116;Prades                                  ;;;E.CAT      ;Estat Català                                      ;1;0,32;0
A;1999;MU;Catalunya                ;43;Tarragona;8;Baix Camp                     ;116;Prades                                  ;;;TPR        ;Trabajadores Públicos Rebotados                   ;0;0,00;0
A;1999;MU;Catalunya                ;43;Tarragona;8;Baix Camp                     ;116;Prades                                  ;;;EV-AV      ;Els Verds-Alternativa Verda                       ;0;0,00;0
A;1999;MU;Catalunya                ;43;Tarragona;8;Baix Camp                     ;116;Prades                                  ;;;PE         ;Partit Espinaltià                                 ;0;0,00;0
A;1999;MU;Catalunya                ;43;Tarragona;8;Baix Camp                     ;116;Prades                                  ;;;PH         ;Partit Humanista de Catalunya                     ;0;0,00;0
A;1999;MU;Catalunya                ;43;Tarragona;8;Baix Camp                     ;116;Prades                                  ;;;PLN        ;Partit de la Llei Natural                         ;0;0,00;0
A;1999;MU;Catalunya                ;43;Tarragona;8;Baix Camp                     ;116;Prades                                  ;;;P.DE.P     ;Partido Democrático del Pueblo                    ;0;0,00;0
A;1999;MU;Catalunya                ;43;Tarragona;8;Baix Camp                     ;116;Prades                                  ;;;EV-CEC     ;Els Verds-Confederació Ecologista de Catalunya    ;0;0,00;0
A;1999;MU;Catalunya                ;43;Tarragona;37;Terra Alta                    ;117;Prat de Comte                           ;;;CiU        ;Convergència i Unió                               ;67;57,76;0
A;1999;MU;Catalunya                ;43;Tarragona;37;Terra Alta                    ;117;Prat de Comte                           ;;;PSC-CC-IC-V;PSC-Ciutadans pel Canvi-IC-Verds                  ;26;22,41;0
A;1999;MU;Catalunya                ;43;Tarragona;37;Terra Alta                    ;117;Prat de Comte                           ;;;PP         ;Partit Popular                                    ;22;18,97;0
A;1999;MU;Catalunya                ;43;Tarragona;37;Terra Alta                    ;117;Prat de Comte                           ;;;E.CAT      ;Estat Català                                      ;0;0,00;0
A;1999;MU;Catalunya                ;43;Tarragona;37;Terra Alta                    ;117;Prat de Comte                           ;;;PH         ;Partit Humanista de Catalunya                     ;0;0,00;0
A;1999;MU;Catalunya                ;43;Tarragona;37;Terra Alta                    ;117;Prat de Comte                           ;;;EV-AV      ;Els Verds-Alternativa Verda                       ;0;0,00;0
A;1999;MU;Catalunya                ;43;Tarragona;37;Terra Alta                    ;117;Prat de Comte                           ;;;PE         ;Partit Espinaltià                                 ;0;0,00;0
A;1999;MU;Catalunya                ;43;Tarragona;37;Terra Alta                    ;117;Prat de Comte                           ;;;EUiA       ;Esquerra Unida i Alternativa                      ;0;0,00;0
