ELECCIO;ANY;NIVELL;AUTONOMIA;CODI PROVÍNCIA;PROVÍNCIA;CODI COMARCA;COMARCA;CODI MUNICIPI;MUNICIPI;CODI DISTRICTE;DISTRICTE;SIGLES;PARTIT;VOTS PARTITS;% VOTS / VÀLIDS;ESCONS
A;1999;MU;Catalunya                ;8;Barcelona;11;Baix Llobregat                ;200;Sant Boi de Llobregat                   ;;;CiU        ;Convergència i Unió                               ;8.285;23,66;0
A;1999;MU;Catalunya                ;8;Barcelona;11;Baix Llobregat                ;200;Sant Boi de Llobregat                   ;;;PP         ;Partit Popular                                    ;3.154;9,01;0
A;1999;MU;Catalunya                ;8;Barcelona;11;Baix Llobregat                ;200;Sant Boi de Llobregat                   ;;;IC-V       ;Iniciativa per Catalunya-Verds                    ;1.758;5,02;0
A;1999;MU;Catalunya                ;8;Barcelona;11;Baix Llobregat                ;200;Sant Boi de Llobregat                   ;;;ERC        ;Esquerra Republicana de Catalunya                 ;1.605;4,58;0
A;1999;MU;Catalunya                ;8;Barcelona;11;Baix Llobregat                ;200;Sant Boi de Llobregat                   ;;;EUiA       ;Esquerra Unida i Alternativa                      ;744;2,12;0
A;1999;MU;Catalunya                ;8;Barcelona;11;Baix Llobregat                ;200;Sant Boi de Llobregat                   ;;;EV-CEC     ;Els Verds-Confederació Ecologista de Catalunya    ;335;0,96;0
A;1999;MU;Catalunya                ;8;Barcelona;11;Baix Llobregat                ;200;Sant Boi de Llobregat                   ;;;EV-AV      ;Els Verds-Alternativa Verda                       ;92;0,26;0
A;1999;MU;Catalunya                ;8;Barcelona;11;Baix Llobregat                ;200;Sant Boi de Llobregat                   ;;;POSI       ;Partit Obrer Socialista Internacionalista         ;47;0,13;0
A;1999;MU;Catalunya                ;8;Barcelona;11;Baix Llobregat                ;200;Sant Boi de Llobregat                   ;;;E.CAT      ;Estat Català                                      ;15;0,04;0
A;1999;MU;Catalunya                ;8;Barcelona;11;Baix Llobregat                ;200;Sant Boi de Llobregat                   ;;;PLN        ;Partit de la Llei Natural                         ;14;0,04;0
A;1999;MU;Catalunya                ;8;Barcelona;11;Baix Llobregat                ;200;Sant Boi de Llobregat                   ;;;UC-CDS     ;Unión Centrista-Centro Democrático y Social       ;13;0,04;0
A;1999;MU;Catalunya                ;8;Barcelona;11;Baix Llobregat                ;200;Sant Boi de Llobregat                   ;;;PE         ;Partit Espinaltià                                 ;11;0,03;0
A;1999;MU;Catalunya                ;8;Barcelona;11;Baix Llobregat                ;200;Sant Boi de Llobregat                   ;;;LI (LIT-CI);Lluita Internacionalista                          ;10;0,03;0
A;1999;MU;Catalunya                ;8;Barcelona;11;Baix Llobregat                ;200;Sant Boi de Llobregat                   ;;;FE-JONS    ;Falange Española de las J.O.N.S.                  ;7;0,02;0
A;1999;MU;Catalunya                ;8;Barcelona;11;Baix Llobregat                ;200;Sant Boi de Llobregat                   ;;;PH         ;Partit Humanista de Catalunya                     ;7;0,02;0
A;1999;MU;Catalunya                ;8;Barcelona;11;Baix Llobregat                ;200;Sant Boi de Llobregat                   ;;;UFD        ;Unión Federal Democrática                         ;4;0,01;0
A;1999;MU;Catalunya                ;8;Barcelona;24;Osona                         ;201;Sant Boi de Lluçanès                    ;;;CiU        ;Convergència i Unió                               ;231;68,14;0
A;1999;MU;Catalunya                ;8;Barcelona;24;Osona                         ;201;Sant Boi de Lluçanès                    ;;;ERC        ;Esquerra Republicana de Catalunya                 ;52;15,34;0
A;1999;MU;Catalunya                ;8;Barcelona;24;Osona                         ;201;Sant Boi de Lluçanès                    ;;;PSC-CpC    ;PSC-Ciutadans pel Canvi                           ;34;10,03;0
A;1999;MU;Catalunya                ;8;Barcelona;24;Osona                         ;201;Sant Boi de Lluçanès                    ;;;PP         ;Partit Popular                                    ;14;4,13;0
A;1999;MU;Catalunya                ;8;Barcelona;24;Osona                         ;201;Sant Boi de Lluçanès                    ;;;IC-V       ;Iniciativa per Catalunya-Verds                    ;2;0,59;0
A;1999;MU;Catalunya                ;8;Barcelona;24;Osona                         ;201;Sant Boi de Lluçanès                    ;;;LI (LIT-CI);Lluita Internacionalista                          ;1;0,29;0
A;1999;MU;Catalunya                ;8;Barcelona;24;Osona                         ;201;Sant Boi de Lluçanès                    ;;;EV-CEC     ;Els Verds-Confederació Ecologista de Catalunya    ;1;0,29;0
A;1999;MU;Catalunya                ;8;Barcelona;24;Osona                         ;201;Sant Boi de Lluçanès                    ;;;PH         ;Partit Humanista de Catalunya                     ;0;0,00;0
A;1999;MU;Catalunya                ;8;Barcelona;24;Osona                         ;201;Sant Boi de Lluçanès                    ;;;UFD        ;Unión Federal Democrática                         ;0;0,00;0
A;1999;MU;Catalunya                ;8;Barcelona;24;Osona                         ;201;Sant Boi de Lluçanès                    ;;;E.CAT      ;Estat Català                                      ;0;0,00;0
A;1999;MU;Catalunya                ;8;Barcelona;24;Osona                         ;201;Sant Boi de Lluçanès                    ;;;EV-AV      ;Els Verds-Alternativa Verda                       ;0;0,00;0
A;1999;MU;Catalunya                ;8;Barcelona;24;Osona                         ;201;Sant Boi de Lluçanès                    ;;;PLN        ;Partit de la Llei Natural                         ;0;0,00;0
A;1999;MU;Catalunya                ;8;Barcelona;24;Osona                         ;201;Sant Boi de Lluçanès                    ;;;PE         ;Partit Espinaltià                                 ;0;0,00;0
A;1999;MU;Catalunya                ;8;Barcelona;24;Osona                         ;201;Sant Boi de Lluçanès                    ;;;EUiA       ;Esquerra Unida i Alternativa                      ;0;0,00;0
A;1999;MU;Catalunya                ;8;Barcelona;24;Osona                         ;201;Sant Boi de Lluçanès                    ;;;UC-CDS     ;Unión Centrista-Centro Democrático y Social       ;0;0,00;0
A;1999;MU;Catalunya                ;8;Barcelona;24;Osona                         ;201;Sant Boi de Lluçanès                    ;;;POSI       ;Partit Obrer Socialista Internacionalista         ;0;0,00;0
A;1999;MU;Catalunya                ;8;Barcelona;24;Osona                         ;201;Sant Boi de Lluçanès                    ;;;FE-JONS    ;Falange Española de las J.O.N.S.                  ;0;0,00;0
A;1999;MU;Catalunya                ;8;Barcelona;41;Vallès Oriental               ;202;Sant Celoni                             ;;;CiU        ;Convergència i Unió                               ;3.271;47,94;0
A;1999;MU;Catalunya                ;8;Barcelona;41;Vallès Oriental               ;202;Sant Celoni                             ;;;PSC-CpC    ;PSC-Ciutadans pel Canvi                           ;2.269;33,26;0
A;1999;MU;Catalunya                ;8;Barcelona;41;Vallès Oriental               ;202;Sant Celoni                             ;;;ERC        ;Esquerra Republicana de Catalunya                 ;642;9,41;0
A;1999;MU;Catalunya                ;8;Barcelona;41;Vallès Oriental               ;202;Sant Celoni                             ;;;PP         ;Partit Popular                                    ;367;5,38;0
A;1999;MU;Catalunya                ;8;Barcelona;41;Vallès Oriental               ;202;Sant Celoni                             ;;;IC-V       ;Iniciativa per Catalunya-Verds                    ;119;1,74;0
A;1999;MU;Catalunya                ;8;Barcelona;41;Vallès Oriental               ;202;Sant Celoni                             ;;;EUiA       ;Esquerra Unida i Alternativa                      ;44;0,64;0
A;1999;MU;Catalunya                ;8;Barcelona;41;Vallès Oriental               ;202;Sant Celoni                             ;;;EV-CEC     ;Els Verds-Confederació Ecologista de Catalunya    ;32;0,47;0
A;1999;MU;Catalunya                ;8;Barcelona;41;Vallès Oriental               ;202;Sant Celoni                             ;;;EV-AV      ;Els Verds-Alternativa Verda                       ;11;0,16;0
A;1999;MU;Catalunya                ;8;Barcelona;41;Vallès Oriental               ;202;Sant Celoni                             ;;;E.CAT      ;Estat Català                                      ;8;0,12;0
A;1999;MU;Catalunya                ;8;Barcelona;41;Vallès Oriental               ;202;Sant Celoni                             ;;;PLN        ;Partit de la Llei Natural                         ;3;0,04;0
A;1999;MU;Catalunya                ;8;Barcelona;41;Vallès Oriental               ;202;Sant Celoni                             ;;;POSI       ;Partit Obrer Socialista Internacionalista         ;3;0,04;0
A;1999;MU;Catalunya                ;8;Barcelona;41;Vallès Oriental               ;202;Sant Celoni                             ;;;FE-JONS    ;Falange Española de las J.O.N.S.                  ;3;0,04;0
A;1999;MU;Catalunya                ;8;Barcelona;41;Vallès Oriental               ;202;Sant Celoni                             ;;;PH         ;Partit Humanista de Catalunya                     ;1;0,01;0
A;1999;MU;Catalunya                ;8;Barcelona;41;Vallès Oriental               ;202;Sant Celoni                             ;;;UFD        ;Unión Federal Democrática                         ;0;0,00;0
A;1999;MU;Catalunya                ;8;Barcelona;41;Vallès Oriental               ;202;Sant Celoni                             ;;;PE         ;Partit Espinaltià                                 ;0;0,00;0
A;1999;MU;Catalunya                ;8;Barcelona;41;Vallès Oriental               ;202;Sant Celoni                             ;;;UC-CDS     ;Unión Centrista-Centro Democrático y Social       ;0;0,00;0
A;1999;MU;Catalunya                ;8;Barcelona;41;Vallès Oriental               ;202;Sant Celoni                             ;;;LI (LIT-CI);Lluita Internacionalista                          ;0;0,00;0
A;1999;MU;Catalunya                ;8;Barcelona;21;Maresme                       ;203;Sant Cebrià de Vallalta                 ;;;CiU        ;Convergència i Unió                               ;455;53,09;0
A;1999;MU;Catalunya                ;8;Barcelona;21;Maresme                       ;203;Sant Cebrià de Vallalta                 ;;;PSC-CpC    ;PSC-Ciutadans pel Canvi                           ;203;23,69;0
A;1999;MU;Catalunya                ;8;Barcelona;21;Maresme                       ;203;Sant Cebrià de Vallalta                 ;;;ERC        ;Esquerra Republicana de Catalunya                 ;86;10,04;0
A;1999;MU;Catalunya                ;8;Barcelona;21;Maresme                       ;203;Sant Cebrià de Vallalta                 ;;;PP         ;Partit Popular                                    ;72;8,40;0
A;1999;MU;Catalunya                ;8;Barcelona;21;Maresme                       ;203;Sant Cebrià de Vallalta                 ;;;IC-V       ;Iniciativa per Catalunya-Verds                    ;14;1,63;0
A;1999;MU;Catalunya                ;8;Barcelona;21;Maresme                       ;203;Sant Cebrià de Vallalta                 ;;;EV-CEC     ;Els Verds-Confederació Ecologista de Catalunya    ;11;1,28;0
A;1999;MU;Catalunya                ;8;Barcelona;21;Maresme                       ;203;Sant Cebrià de Vallalta                 ;;;EUiA       ;Esquerra Unida i Alternativa                      ;9;1,05;0
A;1999;MU;Catalunya                ;8;Barcelona;21;Maresme                       ;203;Sant Cebrià de Vallalta                 ;;;EV-AV      ;Els Verds-Alternativa Verda                       ;2;0,23;0
A;1999;MU;Catalunya                ;8;Barcelona;21;Maresme                       ;203;Sant Cebrià de Vallalta                 ;;;PE         ;Partit Espinaltià                                 ;0;0,00;0
A;1999;MU;Catalunya                ;8;Barcelona;21;Maresme                       ;203;Sant Cebrià de Vallalta                 ;;;E.CAT      ;Estat Català                                      ;0;0,00;0
A;1999;MU;Catalunya                ;8;Barcelona;21;Maresme                       ;203;Sant Cebrià de Vallalta                 ;;;POSI       ;Partit Obrer Socialista Internacionalista         ;0;0,00;0
A;1999;MU;Catalunya                ;8;Barcelona;21;Maresme                       ;203;Sant Cebrià de Vallalta                 ;;;PH         ;Partit Humanista de Catalunya                     ;0;0,00;0
A;1999;MU;Catalunya                ;8;Barcelona;21;Maresme                       ;203;Sant Cebrià de Vallalta                 ;;;FE-JONS    ;Falange Española de las J.O.N.S.                  ;0;0,00;0
A;1999;MU;Catalunya                ;8;Barcelona;21;Maresme                       ;203;Sant Cebrià de Vallalta                 ;;;LI (LIT-CI);Lluita Internacionalista                          ;0;0,00;0
A;1999;MU;Catalunya                ;8;Barcelona;21;Maresme                       ;203;Sant Cebrià de Vallalta                 ;;;UFD        ;Unión Federal Democrática                         ;0;0,00;0
A;1999;MU;Catalunya                ;8;Barcelona;21;Maresme                       ;203;Sant Cebrià de Vallalta                 ;;;PLN        ;Partit de la Llei Natural                         ;0;0,00;0
A;1999;MU;Catalunya                ;8;Barcelona;21;Maresme                       ;203;Sant Cebrià de Vallalta                 ;;;UC-CDS     ;Unión Centrista-Centro Democrático y Social       ;0;0,00;0
A;1999;MU;Catalunya                ;8;Barcelona;11;Baix Llobregat                ;204;Sant Climent de Llobregat               ;;;CiU        ;Convergència i Unió                               ;667;42,62;0
A;1999;MU;Catalunya                ;8;Barcelona;11;Baix Llobregat                ;204;Sant Climent de Llobregat               ;;;PSC-CpC    ;PSC-Ciutadans pel Canvi                           ;502;32,08;0
A;1999;MU;Catalunya                ;8;Barcelona;11;Baix Llobregat                ;204;Sant Climent de Llobregat               ;;;ERC        ;Esquerra Republicana de Catalunya                 ;193;12,33;0
A;1999;MU;Catalunya                ;8;Barcelona;11;Baix Llobregat                ;204;Sant Climent de Llobregat               ;;;PP         ;Partit Popular                                    ;70;4,47;0
A;1999;MU;Catalunya                ;8;Barcelona;11;Baix Llobregat                ;204;Sant Climent de Llobregat               ;;;IC-V       ;Iniciativa per Catalunya-Verds                    ;59;3,77;0
A;1999;MU;Catalunya                ;8;Barcelona;11;Baix Llobregat                ;204;Sant Climent de Llobregat               ;;;EUiA       ;Esquerra Unida i Alternativa                      ;47;3,00;0
A;1999;MU;Catalunya                ;8;Barcelona;11;Baix Llobregat                ;204;Sant Climent de Llobregat               ;;;EV-CEC     ;Els Verds-Confederació Ecologista de Catalunya    ;12;0,77;0
A;1999;MU;Catalunya                ;8;Barcelona;11;Baix Llobregat                ;204;Sant Climent de Llobregat               ;;;POSI       ;Partit Obrer Socialista Internacionalista         ;2;0,13;0
A;1999;MU;Catalunya                ;8;Barcelona;11;Baix Llobregat                ;204;Sant Climent de Llobregat               ;;;E.CAT      ;Estat Català                                      ;1;0,06;0
A;1999;MU;Catalunya                ;8;Barcelona;11;Baix Llobregat                ;204;Sant Climent de Llobregat               ;;;FE-JONS    ;Falange Española de las J.O.N.S.                  ;1;0,06;0
A;1999;MU;Catalunya                ;8;Barcelona;11;Baix Llobregat                ;204;Sant Climent de Llobregat               ;;;PLN        ;Partit de la Llei Natural                         ;1;0,06;0
A;1999;MU;Catalunya                ;8;Barcelona;11;Baix Llobregat                ;204;Sant Climent de Llobregat               ;;;EV-AV      ;Els Verds-Alternativa Verda                       ;1;0,06;0
A;1999;MU;Catalunya                ;8;Barcelona;11;Baix Llobregat                ;204;Sant Climent de Llobregat               ;;;UFD        ;Unión Federal Democrática                         ;0;0,00;0
A;1999;MU;Catalunya                ;8;Barcelona;11;Baix Llobregat                ;204;Sant Climent de Llobregat               ;;;PE         ;Partit Espinaltià                                 ;0;0,00;0
A;1999;MU;Catalunya                ;8;Barcelona;11;Baix Llobregat                ;204;Sant Climent de Llobregat               ;;;LI (LIT-CI);Lluita Internacionalista                          ;0;0,00;0
A;1999;MU;Catalunya                ;8;Barcelona;11;Baix Llobregat                ;204;Sant Climent de Llobregat               ;;;PH         ;Partit Humanista de Catalunya                     ;0;0,00;0
A;1999;MU;Catalunya                ;8;Barcelona;11;Baix Llobregat                ;204;Sant Climent de Llobregat               ;;;UC-CDS     ;Unión Centrista-Centro Democrático y Social       ;0;0,00;0
A;1999;MU;Catalunya                ;8;Barcelona;40;Vallès Occidental             ;205;Sant Cugat del Vallès                   ;;;CiU        ;Convergència i Unió                               ;10.901;38,50;0
A;1999;MU;Catalunya                ;8;Barcelona;40;Vallès Occidental             ;205;Sant Cugat del Vallès                   ;;;PSC-CpC    ;PSC-Ciutadans pel Canvi                           ;9.013;31,84;0
A;1999;MU;Catalunya                ;8;Barcelona;40;Vallès Occidental             ;205;Sant Cugat del Vallès                   ;;;ERC        ;Esquerra Republicana de Catalunya                 ;3.294;11,64;0
A;1999;MU;Catalunya                ;8;Barcelona;40;Vallès Occidental             ;205;Sant Cugat del Vallès                   ;;;PP         ;Partit Popular                                    ;3.049;10,77;0
A;1999;MU;Catalunya                ;8;Barcelona;40;Vallès Occidental             ;205;Sant Cugat del Vallès                   ;;;IC-V       ;Iniciativa per Catalunya-Verds                    ;1.063;3,75;0
A;1999;MU;Catalunya                ;8;Barcelona;40;Vallès Occidental             ;205;Sant Cugat del Vallès                   ;;;EUiA       ;Esquerra Unida i Alternativa                      ;254;0,90;0
A;1999;MU;Catalunya                ;8;Barcelona;40;Vallès Occidental             ;205;Sant Cugat del Vallès                   ;;;EV-CEC     ;Els Verds-Confederació Ecologista de Catalunya    ;242;0,85;0
A;1999;MU;Catalunya                ;8;Barcelona;40;Vallès Occidental             ;205;Sant Cugat del Vallès                   ;;;EV-AV      ;Els Verds-Alternativa Verda                       ;46;0,16;0
A;1999;MU;Catalunya                ;8;Barcelona;40;Vallès Occidental             ;205;Sant Cugat del Vallès                   ;;;POSI       ;Partit Obrer Socialista Internacionalista         ;21;0,07;0
A;1999;MU;Catalunya                ;8;Barcelona;40;Vallès Occidental             ;205;Sant Cugat del Vallès                   ;;;E.CAT      ;Estat Català                                      ;13;0,05;0
A;1999;MU;Catalunya                ;8;Barcelona;40;Vallès Occidental             ;205;Sant Cugat del Vallès                   ;;;UC-CDS     ;Unión Centrista-Centro Democrático y Social       ;12;0,04;0
A;1999;MU;Catalunya                ;8;Barcelona;40;Vallès Occidental             ;205;Sant Cugat del Vallès                   ;;;FE-JONS    ;Falange Española de las J.O.N.S.                  ;12;0,04;0
A;1999;MU;Catalunya                ;8;Barcelona;40;Vallès Occidental             ;205;Sant Cugat del Vallès                   ;;;PLN        ;Partit de la Llei Natural                         ;9;0,03;0
A;1999;MU;Catalunya                ;8;Barcelona;40;Vallès Occidental             ;205;Sant Cugat del Vallès                   ;;;PH         ;Partit Humanista de Catalunya                     ;5;0,02;0
A;1999;MU;Catalunya                ;8;Barcelona;40;Vallès Occidental             ;205;Sant Cugat del Vallès                   ;;;PE         ;Partit Espinaltià                                 ;5;0,02;0
A;1999;MU;Catalunya                ;8;Barcelona;40;Vallès Occidental             ;205;Sant Cugat del Vallès                   ;;;LI (LIT-CI);Lluita Internacionalista                          ;5;0,02;0
A;1999;MU;Catalunya                ;8;Barcelona;40;Vallès Occidental             ;205;Sant Cugat del Vallès                   ;;;UFD        ;Unión Federal Democrática                         ;3;0,01;0
A;1999;MU;Catalunya                ;8;Barcelona;3;Alt Penedès                   ;206;Sant Cugat Sesgarrigues                 ;;;CiU        ;Convergència i Unió                               ;264;57,77;0
A;1999;MU;Catalunya                ;8;Barcelona;3;Alt Penedès                   ;206;Sant Cugat Sesgarrigues                 ;;;PSC-CpC    ;PSC-Ciutadans pel Canvi                           ;120;26,26;0
A;1999;MU;Catalunya                ;8;Barcelona;3;Alt Penedès                   ;206;Sant Cugat Sesgarrigues                 ;;;ERC        ;Esquerra Republicana de Catalunya                 ;45;9,85;0
A;1999;MU;Catalunya                ;8;Barcelona;3;Alt Penedès                   ;206;Sant Cugat Sesgarrigues                 ;;;PP         ;Partit Popular                                    ;13;2,84;0
A;1999;MU;Catalunya                ;8;Barcelona;3;Alt Penedès                   ;206;Sant Cugat Sesgarrigues                 ;;;EUiA       ;Esquerra Unida i Alternativa                      ;4;0,88;0
A;1999;MU;Catalunya                ;8;Barcelona;3;Alt Penedès                   ;206;Sant Cugat Sesgarrigues                 ;;;EV-CEC     ;Els Verds-Confederació Ecologista de Catalunya    ;3;0,66;0
A;1999;MU;Catalunya                ;8;Barcelona;3;Alt Penedès                   ;206;Sant Cugat Sesgarrigues                 ;;;IC-V       ;Iniciativa per Catalunya-Verds                    ;3;0,66;0
A;1999;MU;Catalunya                ;8;Barcelona;3;Alt Penedès                   ;206;Sant Cugat Sesgarrigues                 ;;;PH         ;Partit Humanista de Catalunya                     ;1;0,22;0
A;1999;MU;Catalunya                ;8;Barcelona;3;Alt Penedès                   ;206;Sant Cugat Sesgarrigues                 ;;;EV-AV      ;Els Verds-Alternativa Verda                       ;1;0,22;0
A;1999;MU;Catalunya                ;8;Barcelona;3;Alt Penedès                   ;206;Sant Cugat Sesgarrigues                 ;;;FE-JONS    ;Falange Española de las J.O.N.S.                  ;0;0,00;0
A;1999;MU;Catalunya                ;8;Barcelona;3;Alt Penedès                   ;206;Sant Cugat Sesgarrigues                 ;;;E.CAT      ;Estat Català                                      ;0;0,00;0
A;1999;MU;Catalunya                ;8;Barcelona;3;Alt Penedès                   ;206;Sant Cugat Sesgarrigues                 ;;;PLN        ;Partit de la Llei Natural                         ;0;0,00;0
A;1999;MU;Catalunya                ;8;Barcelona;3;Alt Penedès                   ;206;Sant Cugat Sesgarrigues                 ;;;LI (LIT-CI);Lluita Internacionalista                          ;0;0,00;0
A;1999;MU;Catalunya                ;8;Barcelona;3;Alt Penedès                   ;206;Sant Cugat Sesgarrigues                 ;;;PE         ;Partit Espinaltià                                 ;0;0,00;0
A;1999;MU;Catalunya                ;8;Barcelona;3;Alt Penedès                   ;206;Sant Cugat Sesgarrigues                 ;;;UC-CDS     ;Unión Centrista-Centro Democrático y Social       ;0;0,00;0
A;1999;MU;Catalunya                ;8;Barcelona;3;Alt Penedès                   ;206;Sant Cugat Sesgarrigues                 ;;;POSI       ;Partit Obrer Socialista Internacionalista         ;0;0,00;0
A;1999;MU;Catalunya                ;8;Barcelona;3;Alt Penedès                   ;206;Sant Cugat Sesgarrigues                 ;;;UFD        ;Unión Federal Democrática                         ;0;0,00;0
A;1999;MU;Catalunya                ;8;Barcelona;41;Vallès Oriental               ;207;Sant Esteve de Palautordera             ;;;CiU        ;Convergència i Unió                               ;465;57,69;0
A;1999;MU;Catalunya                ;8;Barcelona;41;Vallès Oriental               ;207;Sant Esteve de Palautordera             ;;;ERC        ;Esquerra Republicana de Catalunya                 ;142;17,62;0
A;1999;MU;Catalunya                ;8;Barcelona;41;Vallès Oriental               ;207;Sant Esteve de Palautordera             ;;;PSC-CpC    ;PSC-Ciutadans pel Canvi                           ;117;14,52;0
A;1999;MU;Catalunya                ;8;Barcelona;41;Vallès Oriental               ;207;Sant Esteve de Palautordera             ;;;PP         ;Partit Popular                                    ;33;4,09;0
A;1999;MU;Catalunya                ;8;Barcelona;41;Vallès Oriental               ;207;Sant Esteve de Palautordera             ;;;IC-V       ;Iniciativa per Catalunya-Verds                    ;22;2,73;0
A;1999;MU;Catalunya                ;8;Barcelona;41;Vallès Oriental               ;207;Sant Esteve de Palautordera             ;;;EV-CEC     ;Els Verds-Confederació Ecologista de Catalunya    ;10;1,24;0
A;1999;MU;Catalunya                ;8;Barcelona;41;Vallès Oriental               ;207;Sant Esteve de Palautordera             ;;;EUiA       ;Esquerra Unida i Alternativa                      ;6;0,74;0
A;1999;MU;Catalunya                ;8;Barcelona;41;Vallès Oriental               ;207;Sant Esteve de Palautordera             ;;;EV-AV      ;Els Verds-Alternativa Verda                       ;1;0,12;0
A;1999;MU;Catalunya                ;8;Barcelona;41;Vallès Oriental               ;207;Sant Esteve de Palautordera             ;;;UFD        ;Unión Federal Democrática                         ;0;0,00;0
A;1999;MU;Catalunya                ;8;Barcelona;41;Vallès Oriental               ;207;Sant Esteve de Palautordera             ;;;PE         ;Partit Espinaltià                                 ;0;0,00;0
A;1999;MU;Catalunya                ;8;Barcelona;41;Vallès Oriental               ;207;Sant Esteve de Palautordera             ;;;PLN        ;Partit de la Llei Natural                         ;0;0,00;0
A;1999;MU;Catalunya                ;8;Barcelona;41;Vallès Oriental               ;207;Sant Esteve de Palautordera             ;;;LI (LIT-CI);Lluita Internacionalista                          ;0;0,00;0
A;1999;MU;Catalunya                ;8;Barcelona;41;Vallès Oriental               ;207;Sant Esteve de Palautordera             ;;;UC-CDS     ;Unión Centrista-Centro Democrático y Social       ;0;0,00;0
A;1999;MU;Catalunya                ;8;Barcelona;41;Vallès Oriental               ;207;Sant Esteve de Palautordera             ;;;POSI       ;Partit Obrer Socialista Internacionalista         ;0;0,00;0
A;1999;MU;Catalunya                ;8;Barcelona;41;Vallès Oriental               ;207;Sant Esteve de Palautordera             ;;;PH         ;Partit Humanista de Catalunya                     ;0;0,00;0
A;1999;MU;Catalunya                ;8;Barcelona;41;Vallès Oriental               ;207;Sant Esteve de Palautordera             ;;;E.CAT      ;Estat Català                                      ;0;0,00;0
A;1999;MU;Catalunya                ;8;Barcelona;41;Vallès Oriental               ;207;Sant Esteve de Palautordera             ;;;FE-JONS    ;Falange Española de las J.O.N.S.                  ;0;0,00;0
A;1999;MU;Catalunya                ;8;Barcelona;11;Baix Llobregat                ;208;Sant Esteve Sesrovires                  ;;;PSC-CpC    ;PSC-Ciutadans pel Canvi                           ;1.012;44,31;0
A;1999;MU;Catalunya                ;8;Barcelona;11;Baix Llobregat                ;208;Sant Esteve Sesrovires                  ;;;CiU        ;Convergència i Unió                               ;728;31,87;0
A;1999;MU;Catalunya                ;8;Barcelona;11;Baix Llobregat                ;208;Sant Esteve Sesrovires                  ;;;PP         ;Partit Popular                                    ;202;8,84;0
A;1999;MU;Catalunya                ;8;Barcelona;11;Baix Llobregat                ;208;Sant Esteve Sesrovires                  ;;;ERC        ;Esquerra Republicana de Catalunya                 ;150;6,57;0
A;1999;MU;Catalunya                ;8;Barcelona;11;Baix Llobregat                ;208;Sant Esteve Sesrovires                  ;;;IC-V       ;Iniciativa per Catalunya-Verds                    ;79;3,46;0
A;1999;MU;Catalunya                ;8;Barcelona;11;Baix Llobregat                ;208;Sant Esteve Sesrovires                  ;;;EUiA       ;Esquerra Unida i Alternativa                      ;67;2,93;0
A;1999;MU;Catalunya                ;8;Barcelona;11;Baix Llobregat                ;208;Sant Esteve Sesrovires                  ;;;EV-CEC     ;Els Verds-Confederació Ecologista de Catalunya    ;24;1,05;0
A;1999;MU;Catalunya                ;8;Barcelona;11;Baix Llobregat                ;208;Sant Esteve Sesrovires                  ;;;EV-AV      ;Els Verds-Alternativa Verda                       ;4;0,18;0
A;1999;MU;Catalunya                ;8;Barcelona;11;Baix Llobregat                ;208;Sant Esteve Sesrovires                  ;;;POSI       ;Partit Obrer Socialista Internacionalista         ;2;0,09;0
A;1999;MU;Catalunya                ;8;Barcelona;11;Baix Llobregat                ;208;Sant Esteve Sesrovires                  ;;;E.CAT      ;Estat Català                                      ;1;0,04;0
A;1999;MU;Catalunya                ;8;Barcelona;11;Baix Llobregat                ;208;Sant Esteve Sesrovires                  ;;;PE         ;Partit Espinaltià                                 ;1;0,04;0
A;1999;MU;Catalunya                ;8;Barcelona;11;Baix Llobregat                ;208;Sant Esteve Sesrovires                  ;;;FE-JONS    ;Falange Española de las J.O.N.S.                  ;0;0,00;0
A;1999;MU;Catalunya                ;8;Barcelona;11;Baix Llobregat                ;208;Sant Esteve Sesrovires                  ;;;PH         ;Partit Humanista de Catalunya                     ;0;0,00;0
A;1999;MU;Catalunya                ;8;Barcelona;11;Baix Llobregat                ;208;Sant Esteve Sesrovires                  ;;;PLN        ;Partit de la Llei Natural                         ;0;0,00;0
A;1999;MU;Catalunya                ;8;Barcelona;11;Baix Llobregat                ;208;Sant Esteve Sesrovires                  ;;;LI (LIT-CI);Lluita Internacionalista                          ;0;0,00;0
A;1999;MU;Catalunya                ;8;Barcelona;11;Baix Llobregat                ;208;Sant Esteve Sesrovires                  ;;;UFD        ;Unión Federal Democrática                         ;0;0,00;0
A;1999;MU;Catalunya                ;8;Barcelona;11;Baix Llobregat                ;208;Sant Esteve Sesrovires                  ;;;UC-CDS     ;Unión Centrista-Centro Democrático y Social       ;0;0,00;0
A;1999;MU;Catalunya                ;8;Barcelona;41;Vallès Oriental               ;209;Sant Fost de Campsentelles              ;;;CiU        ;Convergència i Unió                               ;1.288;43,99;0
A;1999;MU;Catalunya                ;8;Barcelona;41;Vallès Oriental               ;209;Sant Fost de Campsentelles              ;;;PSC-CpC    ;PSC-Ciutadans pel Canvi                           ;947;32,34;0
A;1999;MU;Catalunya                ;8;Barcelona;41;Vallès Oriental               ;209;Sant Fost de Campsentelles              ;;;PP         ;Partit Popular                                    ;294;10,04;0
A;1999;MU;Catalunya                ;8;Barcelona;41;Vallès Oriental               ;209;Sant Fost de Campsentelles              ;;;ERC        ;Esquerra Republicana de Catalunya                 ;183;6,25;0
