ELECCIO;ANY;NIVELL;AUTONOMIA;CODI PROVÍNCIA;PROVÍNCIA;CODI COMARCA;COMARCA;CODI MUNICIPI;MUNICIPI;CODI DISTRICTE;DISTRICTE;CENS ELECTORAL;VOTANTS;% VOTANTS;ABSTENCIÓ;% ABSTENCIÓ;VOTS NULS;% VOTS NULS;VOTS EN BLANC;% VOTS EN BLANC;VOTS A CANDIDATURES;% VOTS A CANDIDATURES;VOTS VÀLIDS;% VOTS VÀLIDS
A;2010;MU;Catalunya;17;Girona;31;Ripollès;107;Molló;;;306;203;66,34;103;33,66;1;0,49;12;5,91;190;93,60;202;99,51
A;2010;MU;Catalunya;17;Girona;19;Garrotxa;109;Montagut i Oix;;;735;421;57,28;314;42,72;3;0,71;20;4,75;398;94,54;418;99,29
A;2010;MU;Catalunya;17;Girona;10;Baix Empordà;110;Mont-ras;;;1.362;854;62,70;508;37,30;2;0,23;26;3,04;826;96,72;852;99,77
A;2010;MU;Catalunya;17;Girona;2;Alt Empordà;111;Navata;;;782;557;71,23;225;28,77;2;0,36;24;4,31;531;95,33;555;99,64
A;2010;MU;Catalunya;17;Girona;31;Ripollès;112;Ogassa;;;217;153;70,51;64;29,49;0;0,00;1;0,65;152;99,35;153;100,00
A;2010;MU;Catalunya;17;Girona;19;Garrotxa;114;Olot;;;22.535;13.995;62,10;8.540;37,90;120;0,86;449;3,21;13.426;95,93;13.875;99,14
A;2010;MU;Catalunya;17;Girona;2;Alt Empordà;115;Ordis;;;268;197;73,51;71;26,49;2;1,02;9;4,57;186;94,42;195;98,98
A;2010;MU;Catalunya;17;Girona;34;Selva;116;Osor;;;362;238;65,75;124;34,25;1;0,42;3;1,26;234;98,32;237;99,58
A;2010;MU;Catalunya;17;Girona;10;Baix Empordà;117;Palafrugell;;;13.886;7.758;55,87;6.128;44,13;78;1,01;239;3,08;7.441;95,91;7.680;98,99
A;2010;MU;Catalunya;17;Girona;10;Baix Empordà;118;Palamós;;;12.441;7.244;58,23;5.197;41,77;44;0,61;218;3,01;6.982;96,38;7.200;99,39
A;2010;MU;Catalunya;17;Girona;2;Alt Empordà;119;Palau de Santa Eulàlia;;;86;56;65,12;30;34,88;0;0,00;2;3,57;54;96,43;56;100,00
A;2010;MU;Catalunya;17;Girona;2;Alt Empordà;120;Palau-saverdera;;;779;527;67,65;252;32,35;6;1,14;7;1,33;514;97,53;521;98,86
A;2010;MU;Catalunya;17;Girona;10;Baix Empordà;121;Palau-sator;;;234;152;64,96;82;35,04;0;0,00;9;5,92;143;94,08;152;100,00
A;2010;MU;Catalunya;17;Girona;28;Pla de l'Estany;123;Palol de Revardit;;;368;284;77,17;84;22,83;8;2,82;4;1,41;272;95,77;276;97,18
A;2010;MU;Catalunya;17;Girona;10;Baix Empordà;124;Pals;;;1.661;1.075;64,72;586;35,28;3;0,28;35;3,26;1.037;96,47;1.072;99,72
A;2010;MU;Catalunya;17;Girona;31;Ripollès;125;Pardines;;;126;85;67,46;41;32,54;0;0,00;1;1,18;84;98,82;85;100,00
A;2010;MU;Catalunya;17;Girona;10;Baix Empordà;126;Parlavà;;;311;234;75,24;77;24,76;3;1,28;14;5,98;217;92,74;231;98,72
A;2010;MU;Catalunya;17;Girona;2;Alt Empordà;128;Pau;;;303;216;71,29;87;28,71;0;0,00;4;1,85;212;98,15;216;100,00
A;2010;MU;Catalunya;17;Girona;2;Alt Empordà;129;Pedret i Marzà;;;124;90;72,58;34;27,42;0;0,00;2;2,22;88;97,78;90;100,00
A;2010;MU;Catalunya;17;Girona;10;Baix Empordà;130;Pera, la;;;339;247;72,86;92;27,14;2;0,81;9;3,64;236;95,55;245;99,19
A;2010;MU;Catalunya;17;Girona;2;Alt Empordà;132;Peralada;;;1.279;876;68,49;403;31,51;7;0,80;28;3,20;841;96,00;869;99,20
A;2010;MU;Catalunya;17;Girona;19;Garrotxa;133;Planes d Hostoles, les;;;1.363;897;65,81;466;34,19;18;2,01;20;2,23;859;95,76;879;97,99
A;2010;MU;Catalunya;17;Girona;31;Ripollès;134;Planoles;;;228;164;71,93;64;28,07;3;1,83;7;4,27;154;93,90;161;98,17
A;2010;MU;Catalunya;17;Girona;2;Alt Empordà;135;Pont de Molins;;;377;240;63,66;137;36,34;3;1,25;7;2,92;230;95,83;237;98,75
A;2010;MU;Catalunya;17;Girona;2;Alt Empordà;136;Pontós;;;174;122;70,11;52;29,89;0;0,00;1;0,82;121;99,18;122;100,00
A;2010;MU;Catalunya;17;Girona;28;Pla de l'Estany;137;Porqueres;;;3.325;2.234;67,19;1.091;32,81;35;1,57;62;2,78;2.137;95,66;2.199;98,43
A;2010;MU;Catalunya;17;Girona;2;Alt Empordà;138;Portbou;;;1.020;648;63,53;372;36,47;6;0,93;7;1,08;635;97,99;642;99,07
A;2010;MU;Catalunya;17;Girona;19;Garrotxa;139;Preses, les;;;1.322;901;68,15;421;31,85;11;1,22;30;3,33;860;95,45;890;98,78
A;2010;MU;Catalunya;17;Girona;2;Alt Empordà;140;Port de la Selva, el;;;672;473;70,39;199;29,61;3;0,63;16;3,38;454;95,98;470;99,37
A;2010;MU;Catalunya;17;Girona;15;Cerdanya;141;Puigcerdà;;;5.655;3.262;57,68;2.393;42,32;31;0,95;76;2,33;3.155;96,72;3.231;99,05
A;2010;MU;Catalunya;17;Girona;20;Gironès;142;Quart;;;2.344;1.576;67,24;768;32,76;21;1,33;39;2,47;1.516;96,19;1.555;98,67
A;2010;MU;Catalunya;17;Girona;2;Alt Empordà;143;Rabós;;;127;88;69,29;39;30,71;2;2,27;2;2,27;84;95,45;86;97,73
A;2010;MU;Catalunya;17;Girona;10;Baix Empordà;144;Regencós;;;217;147;67,74;70;32,26;0;0,00;3;2,04;144;97,96;147;100,00
A;2010;MU;Catalunya;17;Girona;31;Ripollès;145;Ribes de Freser;;;1.595;1.095;68,65;500;31,35;15;1,37;39;3,56;1.041;95,07;1.080;98,63
A;2010;MU;Catalunya;17;Girona;34;Selva;146;Riells i Viabrea;;;2.873;1.655;57,61;1.218;42,39;9;0,54;47;2,84;1.599;96,62;1.646;99,46
A;2010;MU;Catalunya;17;Girona;31;Ripollès;147;Ripoll;;;8.473;5.401;63,74;3.072;36,26;37;0,69;157;2,91;5.207;96,41;5.364;99,31
A;2010;MU;Catalunya;17;Girona;34;Selva;148;Riudarenes;;;1.552;888;57,22;664;42,78;8;0,90;25;2,82;855;96,28;880;99,10
A;2010;MU;Catalunya;17;Girona;19;Garrotxa;149;Riudaura;;;362;263;72,65;99;27,35;3;1,14;5;1,90;255;96,96;260;98,86
A;2010;MU;Catalunya;17;Girona;34;Selva;150;Riudellots de la Selva;;;1.443;1.028;71,24;415;28,76;14;1,36;33;3,21;981;95,43;1.014;98,64
A;2010;MU;Catalunya;17;Girona;2;Alt Empordà;151;Riumors;;;171;122;71,35;49;28,65;0;0,00;1;0,82;121;99,18;122;100,00
A;2010;MU;Catalunya;17;Girona;2;Alt Empordà;152;Roses;;;10.283;5.467;53,17;4.816;46,83;46;0,84;121;2,21;5.300;96,95;5.421;99,16
A;2010;MU;Catalunya;17;Girona;10;Baix Empordà;153;Rupià;;;168;121;72,02;47;27,98;0;0,00;4;3,31;117;96,69;121;100,00
A;2010;MU;Catalunya;17;Girona;19;Garrotxa;154;Sales de Llierca;;;87;50;57,47;37;42,53;2;4,00;3;6,00;45;90,00;48;96,00
A;2010;MU;Catalunya;17;Girona;20;Gironès;155;Salt;;;14.361;7.875;54,84;6.486;45,16;71;0,90;190;2,41;7.614;96,69;7.804;99,10
A;2010;MU;Catalunya;17;Girona;20;Gironès;157;Sant Andreu Salou;;;122;86;70,49;36;29,51;1;1,16;3;3,49;82;95,35;85;98,84
A;2010;MU;Catalunya;17;Girona;2;Alt Empordà;158;Sant Climent Sescebes;;;379;249;65,70;130;34,30;2;0,80;10;4,02;237;95,18;247;99,20
A;2010;MU;Catalunya;17;Girona;34;Selva;159;Sant Feliu de Buixalleu;;;638;446;69,91;192;30,09;0;0,00;12;2,69;434;97,31;446;100,00
A;2010;MU;Catalunya;17;Girona;10;Baix Empordà;160;Sant Feliu de Guíxols;;;14.814;8.449;57,03;6.365;42,97;35;0,41;204;2,41;8.210;97,17;8.414;99,59
A;2010;MU;Catalunya;17;Girona;19;Garrotxa;161;Sant Feliu de Pallerols;;;969;705;72,76;264;27,24;10;1,42;26;3,69;669;94,89;695;98,58
A;2010;MU;Catalunya;17;Girona;19;Garrotxa;162;Sant Ferriol;;;136;67;49,26;69;50,74;0;0,00;2;2,99;65;97,01;67;100,00
A;2010;MU;Catalunya;17;Girona;20;Gironès;163;Sant Gregori;;;2.475;1.719;69,45;756;30,55;9;0,52;59;3,43;1.651;96,04;1.710;99,48
A;2010;MU;Catalunya;17;Girona;34;Selva;164;Sant Hilari Sacalm;;;4.112;2.574;62,60;1.538;37,40;18;0,70;58;2,25;2.498;97,05;2.556;99,30
A;2010;MU;Catalunya;17;Girona;19;Garrotxa;165;Sant Jaume de Llierca;;;622;430;69,13;192;30,87;6;1,40;14;3,26;410;95,35;424;98,60
A;2010;MU;Catalunya;17;Girona;20;Gironès;166;Sant Jordi Desvalls;;;485;359;74,02;126;25,98;8;2,23;22;6,13;329;91,64;351;97,77
A;2010;MU;Catalunya;17;Girona;31;Ripollès;167;Sant Joan de les Abadesses;;;2.838;1.951;68,75;887;31,25;19;0,97;73;3,74;1.859;95,28;1.932;99,03
A;2010;MU;Catalunya;17;Girona;20;Gironès;168;Sant Joan de Mollet;;;388;279;71,91;109;28,09;0;0,00;4;1,43;275;98,57;279;100,00
A;2010;MU;Catalunya;17;Girona;20;Gironès;169;Sant Julià de Ramis;;;2.393;1.591;66,49;802;33,51;25;1,57;46;2,89;1.520;95,54;1.566;98,43
A;2010;MU;Catalunya;17;Girona;31;Ripollès;170;Vallfogona de Ripollès;;;191;136;71,20;55;28,80;2;1,47;2;1,47;132;97,06;134;98,53
A;2010;MU;Catalunya;17;Girona;2;Alt Empordà;171;Sant Llorenç de la Muga;;;147;114;77,55;33;22,45;1;0,88;4;3,51;109;95,61;113;99,12
A;2010;MU;Catalunya;17;Girona;20;Gironès;172;Sant Martí de Llémena;;;421;282;66,98;139;33,02;1;0,35;7;2,48;274;97,16;281;99,65
A;2010;MU;Catalunya;17;Girona;20;Gironès;173;Sant Martí Vell;;;167;110;65,87;57;34,13;0;0,00;5;4,55;105;95,45;110;100,00
A;2010;MU;Catalunya;17;Girona;28;Pla de l'Estany;174;Sant Miquel de Campmajor;;;176;119;67,61;57;32,39;2;1,68;7;5,88;110;92,44;117;98,32
A;2010;MU;Catalunya;17;Girona;2;Alt Empordà;175;Sant Miquel de Fluvià;;;554;314;56,68;240;43,32;1;0,32;6;1,91;307;97,77;313;99,68
A;2010;MU;Catalunya;17;Girona;2;Alt Empordà;176;Sant Mori;;;134;91;67,91;43;32,09;3;3,30;5;5,49;83;91,21;88;96,70
A;2010;MU;Catalunya;17;Girona;31;Ripollès;177;Sant Pau de Segúries;;;567;389;68,61;178;31,39;6;1,54;21;5,40;362;93,06;383;98,46
A;2010;MU;Catalunya;17;Girona;2;Alt Empordà;178;Sant Pere Pescador;;;1.086;712;65,56;374;34,44;4;0,56;29;4,07;679;95,37;708;99,44
A;2010;MU;Catalunya;17;Girona;34;Selva;180;Santa Coloma de Farners;;;7.998;4.786;59,84;3.212;40,16;46;0,96;145;3,03;4.595;96,01;4.740;99,04
A;2010;MU;Catalunya;17;Girona;10;Baix Empordà;181;Santa Cristina d Aro;;;3.162;1.932;61,10;1.230;38,90;31;1,60;21;1,09;1.880;97,31;1.901;98,40
A;2010;MU;Catalunya;17;Girona;2;Alt Empordà;182;Santa Llogaia d Àlguema;;;253;140;55,34;113;44,66;1;0,71;4;2,86;135;96,43;139;99,29
A;2010;MU;Catalunya;17;Girona;19;Garrotxa;183;Sant Aniol de Finestres;;;258;185;71,71;73;28,29;0;0,00;5;2,70;180;97,30;185;100,00
A;2010;MU;Catalunya;17;Girona;19;Garrotxa;184;Santa Pau;;;1.303;878;67,38;425;32,62;28;3,19;20;2,28;830;94,53;850;96,81
A;2010;MU;Catalunya;17;Girona;19;Garrotxa;185;Sant Joan les Fonts;;;2.265;1.458;64,37;807;35,63;19;1,30;64;4,39;1.375;94,31;1.439;98,70
A;2010;MU;Catalunya;17;Girona;20;Gironès;186;Sarrià de Ter;;;3.534;2.228;63,04;1.306;36,96;39;1,75;71;3,19;2.118;95,06;2.189;98,25
A;2010;MU;Catalunya;17;Girona;2;Alt Empordà;187;Saus, Camallera i Llampaies;;;559;401;71,74;158;28,26;5;1,25;15;3,74;381;95,01;396;98,75
A;2010;MU;Catalunya;17;Girona;2;Alt Empordà;188;Selva de Mar, la;;;173;136;78,61;37;21,39;0;0,00;10;7,35;126;92,65;136;100,00
A;2010;MU;Catalunya;17;Girona;34;Selva;189;Cellera de Ter, la;;;1.558;1.077;69,13;481;30,87;13;1,21;21;1,95;1.043;96,84;1.064;98,79
A;2010;MU;Catalunya;17;Girona;28;Pla de l'Estany;190;Serinyà;;;805;569;70,68;236;29,32;11;1,93;16;2,81;542;95,25;558;98,07
A;2010;MU;Catalunya;17;Girona;10;Baix Empordà;191;Serra de Daró;;;157;116;73,89;41;26,11;1;0,86;0;0,00;115;99,14;115;99,14
A;2010;MU;Catalunya;17;Girona;31;Ripollès;192;Setcases;;;143;105;73,43;38;26,57;0;0,00;6;5,71;99;94,29;105;100,00
A;2010;MU;Catalunya;17;Girona;34;Selva;193;Sils;;;3.827;2.048;53,51;1.779;46,49;17;0,83;58;2,83;1.973;96,34;2.031;99,17
A;2010;MU;Catalunya;17;Girona;34;Selva;194;Susqueda;;;94;61;64,89;33;35,11;2;3,28;1;1,64;58;95,08;59;96,72
A;2010;MU;Catalunya;17;Girona;10;Baix Empordà;195;Tallada d Empordà, la;;;322;227;70,50;95;29,50;5;2,20;9;3,96;213;93,83;222;97,80
A;2010;MU;Catalunya;17;Girona;2;Alt Empordà;196;Terrades;;;204;133;65,20;71;34,80;0;0,00;6;4,51;127;95,49;133;100,00
A;2010;MU;Catalunya;17;Girona;10;Baix Empordà;197;Torrent;;;146;100;68,49;46;31,51;0;0,00;3;3,00;97;97,00;100;100,00
A;2010;MU;Catalunya;17;Girona;2;Alt Empordà;198;Torroella de Fluvià;;;400;243;60,75;157;39,25;1;0,41;9;3,70;233;95,88;242;99,59
A;2010;MU;Catalunya;17;Girona;10;Baix Empordà;199;Torroella de Montgrí;;;6.590;3.998;60,67;2.592;39,33;21;0,53;126;3,15;3.851;96,32;3.977;99,47
A;2010;MU;Catalunya;17;Girona;19;Garrotxa;200;Tortellà;;;619;421;68,01;198;31,99;5;1,19;18;4,28;398;94,54;416;98,81
A;2010;MU;Catalunya;17;Girona;31;Ripollès;201;Toses;;;132;87;65,91;45;34,09;2;2,30;2;2,30;83;95,40;85;97,70
A;2010;MU;Catalunya;17;Girona;34;Selva;202;Tossa de Mar;;;3.810;2.273;59,66;1.537;40,34;17;0,75;42;1,85;2.214;97,40;2.256;99,25
A;2010;MU;Catalunya;17;Girona;10;Baix Empordà;203;Ultramort;;;173;102;58,96;71;41,04;2;1,96;6;5,88;94;92,16;100;98,04
A;2010;MU;Catalunya;17;Girona;10;Baix Empordà;204;Ullà;;;549;324;59,02;225;40,98;5;1,54;10;3,09;309;95,37;319;98,46
A;2010;MU;Catalunya;17;Girona;10;Baix Empordà;205;Ullastret;;;182;146;80,22;36;19,78;4;2,74;6;4,11;136;93,15;142;97,26
A;2010;MU;Catalunya;17;Girona;15;Cerdanya;206;Urús;;;172;116;67,44;56;32,56;0;0,00;5;4,31;111;95,69;116;100,00
A;2010;MU;Catalunya;17;Girona;19;Garrotxa;207;Vall d en Bas, la;;;2.331;1.698;72,84;633;27,16;12;0,71;53;3,12;1.633;96,17;1.686;99,29
A;2010;MU;Catalunya;17;Girona;19;Garrotxa;208;Vall de Bianya, la;;;993;655;65,96;338;34,04;14;2,14;20;3,05;621;94,81;641;97,86
A;2010;MU;Catalunya;17;Girona;10;Baix Empordà;209;Vall-llobrega;;;588;404;68,71;184;31,29;1;0,25;15;3,71;388;96,04;403;99,75
A;2010;MU;Catalunya;17;Girona;2;Alt Empordà;210;Ventalló;;;530;348;65,66;182;34,34;2;0,57;9;2,59;337;96,84;346;99,43
A;2010;MU;Catalunya;17;Girona;10;Baix Empordà;211;Verges;;;874;586;67,05;288;32,95;17;2,90;18;3,07;551;94,03;569;97,10
A;2010;MU;Catalunya;17;Girona;24;Osona;212;Vidrà;;;129;105;81,40;24;18,60;1;0,95;3;2,86;101;96,19;104;99,05
A;2010;MU;Catalunya;17;Girona;34;Selva;213;Vidreres;;;5.235;2.774;52,99;2.461;47,01;21;0,76;64;2,31;2.689;96,94;2.753;99,24
A;2010;MU;Catalunya;17;Girona;2;Alt Empordà;214;Vilabertran;;;687;429;62,45;258;37,55;5;1,17;16;3,73;408;95,10;424;98,83
A;2010;MU;Catalunya;17;Girona;20;Gironès;215;Vilablareix;;;1.868;1.282;68,63;586;31,37;13;1,01;41;3,20;1.228;95,79;1.269;98,99
A;2010;MU;Catalunya;17;Girona;20;Gironès;216;Viladasens;;;156;117;75,00;39;25,00;3;2,56;1;0,85;113;96,58;114;97,44
A;2010;MU;Catalunya;17;Girona;2;Alt Empordà;217;Viladamat;;;347;258;74,35;89;25,65;4;1,55;9;3,49;245;94,96;254;98,45
A;2010;MU;Catalunya;17;Girona;28;Pla de l'Estany;218;Vilademuls;;;559;390;69,77;169;30,23;4;1,03;6;1,54;380;97,44;386;98,97
A;2010;MU;Catalunya;17;Girona;24;Osona;220;Viladrau;;;777;575;74,00;202;26,00;5;0,87;13;2,26;557;96,87;570;99,13
A;2010;MU;Catalunya;17;Girona;2;Alt Empordà;221;Vilafant;;;4.091;2.479;60,60;1.612;39,40;22;0,89;63;2,54;2.394;96,57;2.457;99,11
A;2010;MU;Catalunya;17;Girona;2;Alt Empordà;222;Vilaür;;;111;79;71,17;32;28,83;1;1,27;2;2,53;76;96,20;78;98,73
A;2010;MU;Catalunya;17;Girona;2;Alt Empordà;223;Vilajuïga;;;788;507;64,34;281;35,66;2;0,39;17;3,35;488;96,25;505;99,61
A;2010;MU;Catalunya;17;Girona;31;Ripollès;224;Vilallonga de Ter;;;359;247;68,80;112;31,20;3;1,21;9;3,64;235;95,14;244;98,79
A;2010;MU;Catalunya;17;Girona;2;Alt Empordà;225;Vilamacolum;;;218;137;62,84;81;37,16;4;2,92;9;6,57;124;90,51;133;97,08
A;2010;MU;Catalunya;17;Girona;2;Alt Empordà;226;Vilamalla;;;826;463;56,05;363;43,95;2;0,43;11;2,38;450;97,19;461;99,57
A;2010;MU;Catalunya;17;Girona;2;Alt Empordà;227;Vilamaniscle;;;107;85;79,44;22;20,56;0;0,00;3;3,53;82;96,47;85;100,00
A;2010;MU;Catalunya;17;Girona;2;Alt Empordà;228;Vilanant;;;273;177;64,84;96;35,16;0;0,00;6;3,39;171;96,61;177;100,00
A;2010;MU;Catalunya;17;Girona;2;Alt Empordà;230;Vila-sacra;;;445;315;70,79;130;29,21;2;0,63;9;2,86;304;96,51;313;99,37
A;2010;MU;Catalunya;17;Girona;10;Baix Empordà;232;Vilopriu;;;153;103;67,32;50;32,68;1;0,97;4;3,88;98;95,15;102;99,03
A;2010;MU;Catalunya;17;Girona;34;Selva;233;Vilobí d Onyar;;;2.186;1.485;67,93;701;32,07;18;1,21;40;2,69;1.427;96,09;1.467;98,79
A;2010;MU;Catalunya;17;Girona;2;Alt Empordà;234;Biure;;;175;120;68,57;55;31,43;1;0,83;4;3,33;115;95,83;119;99,17
A;2010;MU;Catalunya;17;Girona;10;Baix Empordà;901;Cruïlles, Monells i S.Sadurní de l Heura;;;977;650;66,53;327;33,47;14;2,15;21;3,23;615;94,62;636;97,85
A;2010;MU;Catalunya;17;Girona;10;Baix Empordà;902;Forallac;;;1.365;949;69,52;416;30,48;12;1,26;17;1,79;920;96,94;937;98,74
A;2010;MU;Catalunya;17;Girona;34;Selva;903;Sant Julià del Llor i Bonmatí;;;905;587;64,86;318;35,14;9;1,53;19;3,24;559;95,23;578;98,47
A;2010;MU;Catalunya;17;Girona;98;Residents Absents;998;Residents Absents                       ;;;9.742;948;9,73;8.794;90,27;2;0,21;11;1,16;935;98,63;946;99,79
A;2010;MU;Catalunya;25;Lleida;25;Pallars Jussà;1;Abella de la Conca;;;145;88;60,69;57;39,31;3;3,41;2;2,27;83;94,32;85;96,59
A;2010;MU;Catalunya;25;Lleida;23;Noguera;2;Àger;;;464;305;65,73;159;34,27;6;1,97;9;2,95;290;95,08;299;98,03
A;2010;MU;Catalunya;25;Lleida;38;Urgell;3;Agramunt;;;3.858;2.250;58,32;1.608;41,68;21;0,93;93;4,13;2.136;94,93;2.229;99,07
A;2010;MU;Catalunya;25;Lleida;33;Segrià;4;Alamús, els;;;570;408;71,58;162;28,42;3;0,74;12;2,94;393;96,32;405;99,26
A;2010;MU;Catalunya;25;Lleida;4;Alt Urgell;5;Alàs i Cerc;;;298;199;66,78;99;33,22;3;1,51;7;3,52;189;94,97;196;98,49
A;2010;MU;Catalunya;25;Lleida;18;Garrigues;6;Albagés, l;;;385;248;64,42;137;35,58;0;0,00;4;1,61;244;98,39;248;100,00
A;2010;MU;Catalunya;25;Lleida;33;Segrià;7;Albatàrrec;;;1.335;810;60,67;525;39,33;5;0,62;30;3,70;775;95,68;805;99,38
A;2010;MU;Catalunya;25;Lleida;23;Noguera;8;Albesa;;;1.194;840;70,35;354;29,65;10;1,19;21;2,50;809;96,31;830;98,81
A;2010;MU;Catalunya;25;Lleida;18;Garrigues;9;Albi, l;;;689;475;68,94;214;31,06;2;0,42;17;3,58;456;96,00;473;99,58
A;2010;MU;Catalunya;25;Lleida;33;Segrià;10;Alcanó;;;203;121;59,61;82;40,39;1;0,83;5;4,13;115;95,04;120;99,17
A;2010;MU;Catalunya;25;Lleida;33;Segrià;11;Alcarràs;;;5.138;2.903;56,50;2.235;43,50;13;0,45;86;2,96;2.804;96,59;2.890;99,55
A;2010;MU;Catalunya;25;Lleida;33;Segrià;12;Alcoletge;;;2.089;1.215;58,16;874;41,84;5;0,41;36;2,96;1.174;96,63;1.210;99,59
A;2010;MU;Catalunya;25;Lleida;33;Segrià;13;Alfarràs;;;2.294;1.302;56,76;992;43,24;7;0,54;43;3,30;1.252;96,16;1.295;99,46
A;2010;MU;Catalunya;25;Lleida;33;Segrià;14;Alfés;;;271;180;66,42;91;33,58;0;0,00;8;4,44;172;95,56;180;100,00
A;2010;MU;Catalunya;25;Lleida;23;Noguera;15;Algerri;;;406;273;67,24;133;32,76;0;0,00;18;6,59;255;93,41;273;100,00
A;2010;MU;Catalunya;25;Lleida;33;Segrià;16;Alguaire;;;2.239;1.341;59,89;898;40,11;8;0,60;44;3,28;1.289;96,12;1.333;99,40
A;2010;MU;Catalunya;25;Lleida;26;Pallars Sobirà;17;Alins;;;254;178;70,08;76;29,92;1;0,56;2;1,12;175;98,31;177;99,44
A;2010;MU;Catalunya;25;Lleida;33;Segrià;19;Almacelles;;;4.613;2.611;56,60;2.002;43,40;12;0,46;89;3,41;2.510;96,13;2.599;99,54
A;2010;MU;Catalunya;25;Lleida;33;Segrià;20;Almatret;;;345;212;61,45;133;38,55;4;1,89;6;2,83;202;95,28;208;98,11
A;2010;MU;Catalunya;25;Lleida;33;Segrià;21;Almenar;;;2.711;1.559;57,51;1.152;42,49;6;0,38;61;3,91;1.492;95,70;1.553;99,62
A;2010;MU;Catalunya;25;Lleida;23;Noguera;22;Alòs de Balaguer;;;129;87;67,44;42;32,56;1;1,15;6;6,90;80;91,95;86;98,85
A;2010;MU;Catalunya;25;Lleida;33;Segrià;23;Alpicat;;;4.424;2.901;65,57;1.523;34,43;60;2,07;93;3,21;2.748;94,73;2.841;97,93
A;2010;MU;Catalunya;25;Lleida;26;Pallars Sobirà;24;Alt Àneu;;;373;240;64,34;133;35,66;1;0,42;8;3,33;231;96,25;239;99,58
A;2010;MU;Catalunya;25;Lleida;39;Consell General d'Aran;25;Naut Aran;;;1.286;753;58,55;533;41,45;4;0,53;24;3,19;725;96,28;749;99,47
A;2010;MU;Catalunya;25;Lleida;38;Urgell;27;Anglesola;;;1.057;701;66,32;356;33,68;10;1,43;24;3,42;667;95,15;691;98,57
A;2010;MU;Catalunya;25;Lleida;18;Garrigues;29;Arbeca;;;1.772;1.145;64,62;627;35,38;20;1,75;41;3,58;1.084;94,67;1.125;98,25
A;2010;MU;Catalunya;25;Lleida;4;Alt Urgell;30;Pont de Bar, el;;;155;105;67,74;50;32,26;0;0,00;3;2,86;102;97,14;105;100,00
A;2010;MU;Catalunya;25;Lleida;39;Consell General d'Aran;31;Arres;;;53;27;50,94;26;49,06;0;0,00;3;11,11;24;88,89;27;100,00
A;2010;MU;Catalunya;25;Lleida;4;Alt Urgell;32;Arsèguel;;;79;49;62,03;30;37,97;1;2,04;0;0,00;48;97,96;48;97,96
A;2010;MU;Catalunya;25;Lleida;33;Segrià;33;Artesa de Lleida;;;1.140;758;66,49;382;33,51;16;2,11;32;4,22;710;93,67;742;97,89
A;2010;MU;Catalunya;25;Lleida;23;Noguera;34;Artesa de Segre;;;2.475;1.623;65,58;852;34,42;23;1,42;44;2,71;1.556;95,87;1.600;98,58
A;2010;MU;Catalunya;25;Lleida;23;Noguera;35;Sentiu de Sió, la;;;440;302;68,64;138;31,36;5;1,66;7;2,32;290;96,03;297;98,34
A;2010;MU;Catalunya;25;Lleida;33;Segrià;36;Aspa;;;201;123;61,19;78;38,81;1;0,81;6;4,88;116;94,31;122;99,19
A;2010;MU;Catalunya;25;Lleida;23;Noguera;37;Avellanes i Santa Linya, les;;;405;284;70,12;121;29,88;2;0,70;14;4,93;268;94,37;282;99,30
A;2010;MU;Catalunya;25;Lleida;33;Segrià;38;Aitona;;;1.615;1.066;66,01;549;33,99;9;0,84;24;2,25;1.033;96,90;1.057;99,16
A;2010;MU;Catalunya;25;Lleida;26;Pallars Sobirà;39;Baix Pallars;;;312;202;64,74;110;35,26;2;0,99;9;4,46;191;94,55;200;99,01
A;2010;MU;Catalunya;25;Lleida;23;Noguera;40;Balaguer;;;10.614;6.408;60,37;4.206;39,63;65;1,01;237;3,70;6.106;95,29;6.343;98,99
A;2010;MU;Catalunya;25;Lleida;27;Pla d'Urgell;41;Barbens;;;636;415;65,25;221;34,75;7;1,69;16;3,86;392;94,46;408;98,31
A;2010;MU;Catalunya;25;Lleida;23;Noguera;42;Baronia de Rialb, la;;;212;142;66,98;70;33,02;1;0,70;1;0,70;140;98,59;141;99,30
A;2010;MU;Catalunya;25;Lleida;5;Alta Ribagorça;43;Vall de Boí, la;;;834;470;56,35;364;43,65;4;0,85;20;4,26;446;94,89;466;99,15
A;2010;MU;Catalunya;25;Lleida;4;Alt Urgell;44;Bassella;;;201;147;73,13;54;26,87;0;0,00;2;1,36;145;98,64;147;100,00
A;2010;MU;Catalunya;25;Lleida;39;Consell General d'Aran;45;Bausen;;;49;30;61,22;19;38,78;0;0,00;1;3,33;29;96,67;30;100,00
A;2010;MU;Catalunya;25;Lleida;38;Urgell;46;Belianes;;;439;330;75,17;109;24,83;3;0,91;20;6,06;307;93,03;327;99,09
A;2010;MU;Catalunya;25;Lleida;23;Noguera;47;Bellcaire d Urgell;;;1.061;783;73,80;278;26,20;6;0,77;21;2,68;756;96,55;777;99,23
A;2010;MU;Catalunya;25;Lleida;27;Pla d'Urgell;48;Bell-lloc d Urgell;;;1.693;1.142;67,45;551;32,55;19;1,66;34;2,98;1.089;95,36;1.123;98,34
A;2010;MU;Catalunya;25;Lleida;23;Noguera;49;Bellmunt d Urgell;;;168;110;65,48;58;34,52;0;0,00;3;2,73;107;97,27;110;100,00
